Kernel,gx,gy,gz,bx,by,bz,gpuId,shared_efficiency
1,5,16,40,2,1,16,0,0.0
0,8,100,1,2,2,32,0,0.0
1,2,5,16,80,1,8,0,0.0
1,10,8,8,8,4,5,0,0.0
1,1,10,16,2,32,10,0,0.0
1,5,32,4,32,1,5,0,0.0
0,2,20,10,8,32,1,0,0.0
0,4,10,20,2,2,32,0,0.0
1,8,50,2,4,16,2,0,0.0
1,100,1,2,64,8,1,0,0.0
1,1,8,20,20,4,8,0,0.0
0,5,40,1,16,4,8,0,0.0
1,20,8,2,64,1,5,0,0.0
1,25,1,8,64,2,4,0,0.0
1,4,2,25,8,64,1,0,0.0
1,2,2,100,1,64,4,0,0.0
1,5,320,1,8,2,4,0,0.0
1,4,400,1,4,1,16,0,0.0
1,8,2,10,10,2,32,0,0.0
1,200,2,2,8,16,1,0,0.0
1,20,10,4,1,64,2,0,0.0
1,5,32,5,64,1,2,0,0.0
1,1,2,400,1,8,16,0,0.0
1,4,1,25,256,4,1,0,0.0
1,1,20,5,4,32,8,0,0.0
1,25,32,1,64,2,1,0,0.0
1,1,5,128,20,8,1,0,0.0
1,1,128,25,2,1,16,0,0.0
1,2,4,80,16,2,5,0,0.0
1,1,80,2,20,16,2,0,0.0
1,5,10,8,4,2,32,0,0.0
1,16,2,25,1,2,64,0,0.0
1,8,10,2,1,128,5,0,0.0
0,4,4,10,2,16,20,0,0.0
1,10,20,16,2,16,1,0,0.0
1,2,8,10,10,1,64,0,0.0
0,16,1,25,2,8,16,0,0.0
1,2,200,8,8,1,4,0,0.0
0,4,40,20,2,16,1,0,0.0
1,1,20,8,32,4,5,0,0.0
1,64,1,10,1,4,40,0,0.0
1,2,4,200,2,8,4,0,0.0
1,32,50,1,1,2,32,0,0.0
0,128,1,1,1,80,10,0,0.0
1,10,40,1,4,16,4,0,0.0
1,40,1,8,4,10,8,0,0.0
1,8,5,16,1,16,10,0,0.0
1,20,1,40,32,1,4,0,0.0
1,8,40,5,16,2,2,0,0.0
1,16,1,8,80,10,1,0,0.0
1,25,16,4,16,4,1,0,0.0
1,2,4,50,64,2,2,0,0.0
0,8,8,10,4,40,1,0,0.0
0,5,10,16,8,2,8,0,0.0
1,80,4,5,1,64,1,0,0.0
1,200,1,4,4,16,2,0,0.0
0,8,5,8,10,16,2,0,0.0
0,1,2,64,10,40,2,0,0.0
1,80,1,8,2,40,2,0,0.0
1,160,2,2,2,2,40,0,0.0
1,8,5,4,2,160,2,0,0.0
1,5,1,64,2,5,32,0,0.0
1,2,40,4,1,64,5,0,0.0
0,80,2,1,8,10,8,0,0.0
1,1,25,4,4,4,64,0,0.0
1,100,4,1,4,2,32,0,0.0
0,2,40,4,1,160,2,0,0.0
0,1,8,400,4,1,8,0,0.0
0,2,40,10,32,4,1,0,0.0
1,5,10,2,8,32,4,0,0.0
0,160,2,2,20,1,8,0,0.0
0,32,1,25,1,2,64,0,0.0
0,5,10,2,32,32,1,0,0.0
1,160,1,4,16,2,5,0,0.0
1,4,10,5,64,1,8,0,0.0
1,2,32,10,2,20,4,0,0.0
1,8,5,10,16,8,2,0,0.0
0,800,1,2,2,32,1,0,0.0
0,4,4,8,5,32,5,0,0.0
1,8,1,16,8,100,1,0,0.0
1,1,10,64,4,10,4,0,0.0
1,32,5,2,10,2,16,0,0.0
1,4,20,2,10,32,2,0,0.0
1,10,32,1,160,1,2,0,0.0
1,64,1,25,4,8,2,0,0.0
0,1,200,2,1,32,8,0,0.0
1,1,40,8,20,16,1,0,0.0
