kernel,gx,gy,gz,bx,by,bz,funcId,smefficiency 
1,4,32,25,1,4,8,59,97.93 
0,4,40,20,1,4,8,59,72.19
1,4,40,20,1,4,8,59,97.08 
0,4,50,16,1,4,8,59,71.6
1,4,50,16,1,4,8,59,97.03 
0,4,80,10,1,4,8,59,71.35
1,4,80,10,1,4,8,59,97.74 
0,4,100,8,1,4,8,59,73.4
1,4,100,8,1,4,8,59,97.47 
0,4,160,5,1,4,8,59,71.82
1,4,160,5,1,4,8,59,97.56 
0,4,200,4,1,4,8,59,72.33
1,4,200,4,1,4,8,59,97.19 
0,4,400,2,1,4,8,59,71.35
1,4,400,2,1,4,8,59,97.72 
0,4,800,1,1,4,8,51,72.41
1,4,800,1,1,4,8,51,98.33 
0,5,1,640,1,4,8,43,72.98
1,5,1,640,1,4,8,43,97.29 
0,5,2,320,1,4,8,59,71.45
1,5,2,320,1,4,8,59,97.69 
0,5,4,160,1,4,8,59,71.62
1,5,4,160,1,4,8,59,97.57 
0,5,5,128,1,4,8,59,73.56
1,5,5,128,1,4,8,59,97.29 
0,5,8,80,1,4,8,59,71.72
1,5,8,80,1,4,8,59,96.57 
0,5,10,64,1,4,8,59,72.26
1,5,10,64,1,4,8,59,97.79 
0,5,16,40,1,4,8,59,70.5
1,5,16,40,1,4,8,59,97.08 
0,5,20,32,1,4,8,59,72.91
1,5,20,32,1,4,8,59,96.56 
0,5,32,20,1,4,8,59,71.72
1,5,32,20,1,4,8,59,97.21 
0,5,40,16,1,4,8,59,72.8
1,5,40,16,1,4,8,59,97.47 
0,5,64,10,1,4,8,59,72.6
1,5,64,10,1,4,8,59,97.3 
0,5,80,8,1,4,8,59,72.93
1,5,80,8,1,4,8,59,97.4 
0,5,128,5,1,4,8,59,72.12
1,5,128,5,1,4,8,59,97.0 
0,5,160,4,1,4,8,59,72.47
1,5,160,4,1,4,8,59,97.36 
0,5,320,2,1,4,8,59,73.17
1,5,320,2,1,4,8,59,97.73 
0,5,640,1,1,4,8,51,72.27
1,5,640,1,1,4,8,51,98.46 
0,8,1,400,1,4,8,43,72.13
1,8,1,400,1,4,8,43,97.87 
0,8,2,200,1,4,8,59,73.32
1,8,2,200,1,4,8,59,97.35 
0,8,4,100,1,4,8,59,73.04
1,8,4,100,1,4,8,59,97.35 
0,8,5,80,1,4,8,59,72.0
1,8,5,80,1,4,8,59,97.66 
0,8,8,50,1,4,8,59,73.56
1,8,8,50,1,4,8,59,98.45 
0,8,10,40,1,4,8,59,73.37
1,8,10,40,1,4,8,59,97.48 
0,8,16,25,1,4,8,59,73.01
1,8,16,25,1,4,8,59,97.44 
0,8,20,20,1,4,8,59,71.39
1,8,20,20,1,4,8,59,97.62 
0,8,25,16,1,4,8,59,72.8
1,8,25,16,1,4,8,59,98.2 
0,8,40,10,1,4,8,59,73.39
1,8,40,10,1,4,8,59,97.1 
0,8,50,8,1,4,8,59,71.56
1,8,50,8,1,4,8,59,97.83 
0,8,80,5,1,4,8,59,72.62
1,8,80,5,1,4,8,59,98.61 
0,8,100,4,1,4,8,59,72.98
1,8,100,4,1,4,8,59,97.42 
0,8,200,2,1,4,8,59,72.01
1,8,200,2,1,4,8,59,97.11 
0,8,400,1,1,4,8,51,72.88
1,8,400,1,1,4,8,51,99.09 
0,10,1,320,1,4,8,43,71.97
1,10,1,320,1,4,8,43,97.37 
0,10,2,160,1,4,8,59,72.4
1,10,2,160,1,4,8,59,97.05 
0,10,4,80,1,4,8,59,73.81
1,10,4,80,1,4,8,59,97.65 
0,10,5,64,1,4,8,59,73.32
1,10,5,64,1,4,8,59,97.9 
0,10,8,40,1,4,8,59,73.61
1,10,8,40,1,4,8,59,97.41 
0,10,10,32,1,4,8,59,73.23
1,10,10,32,1,4,8,59,96.9 
0,10,16,20,1,4,8,59,72.65
1,10,16,20,1,4,8,59,97.66 
0,10,20,16,1,4,8,59,70.8
1,10,20,16,1,4,8,59,97.24 
0,10,32,10,1,4,8,59,71.03
1,10,32,10,1,4,8,59,97.6 
0,10,40,8,1,4,8,59,67.5
1,10,40,8,1,4,8,59,97.55 
0,10,64,5,1,4,8,59,72.95
1,10,64,5,1,4,8,59,97.25 
0,10,80,4,1,4,8,59,71.89
1,10,80,4,1,4,8,59,98.24 
0,10,160,2,1,4,8,59,73.61
1,10,160,2,1,4,8,59,96.7 
0,10,320,1,1,4,8,51,71.59
1,10,320,1,1,4,8,51,98.5 
0,16,1,200,1,4,8,43,71.96
1,16,1,200,1,4,8,43,97.32 
0,16,2,100,1,4,8,59,71.94
1,16,2,100,1,4,8,59,97.38 
0,16,4,50,1,4,8,59,72.48
1,16,4,50,1,4,8,59,97.42 
0,16,5,40,1,4,8,59,73.27
1,16,5,40,1,4,8,59,97.39 
0,16,8,25,1,4,8,59,73.1
1,16,8,25,1,4,8,59,97.14 
0,16,10,20,1,4,8,59,72.21
1,16,10,20,1,4,8,59,97.08 
0,16,20,10,1,4,8,59,72.73
1,16,20,10,1,4,8,59,97.3 
0,16,25,8,1,4,8,59,72.68
1,16,25,8,1,4,8,59,97.09 
0,16,40,5,1,4,8,59,72.53
1,16,40,5,1,4,8,59,97.03 
0,16,50,4,1,4,8,59,73.17
1,16,50,4,1,4,8,59,97.16 
0,16,100,2,1,4,8,59,73.69
1,16,100,2,1,4,8,59,97.48 
0,16,200,1,1,4,8,51,72.26
1,16,200,1,1,4,8,51,98.78 
0,20,1,160,1,4,8,43,70.14
1,20,1,160,1,4,8,43,96.5 
0,20,2,80,1,4,8,59,72.4
1,20,2,80,1,4,8,59,97.49 
0,20,4,40,1,4,8,59,74.24
1,20,4,40,1,4,8,59,97.13 
0,20,5,32,1,4,8,59,72.01
1,20,5,32,1,4,8,59,97.52 
0,20,8,20,1,4,8,59,71.86
1,20,8,20,1,4,8,59,98.38 
0,20,10,16,1,4,8,59,73.7
1,20,10,16,1,4,8,59,97.73 
0,20,16,10,1,4,8,59,73.01
1,20,16,10,1,4,8,59,97.03 
0,20,20,8,1,4,8,59,72.76
1,20,20,8,1,4,8,59,97.14 
0,20,32,5,1,4,8,59,73.56
1,20,32,5,1,4,8,59,97.61 
0,20,40,4,1,4,8,59,71.64
1,20,40,4,1,4,8,59,97.06 
0,20,80,2,1,4,8,59,73.4
1,20,80,2,1,4,8,59,97.13 
0,20,160,1,1,4,8,51,71.87
1,20,160,1,1,4,8,51,98.29 
0,25,1,128,1,4,8,43,73.09
1,25,1,128,1,4,8,43,97.84 
0,25,2,64,1,4,8,59,71.95
1,25,2,64,1,4,8,59,97.72 
0,25,4,32,1,4,8,59,71.75
1,25,4,32,1,4,8,59,96.74 
0,25,8,16,1,4,8,59,72.84
1,25,8,16,1,4,8,59,97.37 
0,25,16,8,1,4,8,59,72.39
1,25,16,8,1,4,8,59,96.56 
0,25,32,4,1,4,8,59,70.5
1,25,32,4,1,4,8,59,98.56 
0,25,64,2,1,4,8,59,72.62
1,25,64,2,1,4,8,59,96.52 
0,25,128,1,1,4,8,51,70.58
1,25,128,1,1,4,8,51,98.77 
0,32,1,100,1,4,8,43,71.11
1,32,1,100,1,4,8,43,96.46 
0,32,2,50,1,4,8,59,71.09
1,32,2,50,1,4,8,59,97.19 
0,32,4,25,1,4,8,59,72.67
1,32,4,25,1,4,8,59,97.14 
0,32,5,20,1,4,8,59,72.58
1,32,5,20,1,4,8,59,97.04 
0,32,10,10,1,4,8,59,72.03
1,32,10,10,1,4,8,59,97.76 
0,32,20,5,1,4,8,59,73.97
1,32,20,5,1,4,8,59,98.09 
0,32,25,4,1,4,8,59,72.74
1,32,25,4,1,4,8,59,96.76 
0,32,50,2,1,4,8,59,71.58
1,32,50,2,1,4,8,59,96.8 
0,32,100,1,1,4,8,51,72.0
1,32,100,1,1,4,8,51,99.02 
0,40,1,80,1,4,8,43,72.81
1,40,1,80,1,4,8,43,97.33 
0,40,2,40,1,4,8,59,72.43
1,40,2,40,1,4,8,59,97.28 
0,40,4,20,1,4,8,59,73.8
1,40,4,20,1,4,8,59,98.12 
0,40,5,16,1,4,8,59,73.24
1,40,5,16,1,4,8,59,97.59 
0,40,8,10,1,4,8,59,73.86
1,40,8,10,1,4,8,59,97.06 
0,40,10,8,1,4,8,59,70.29
1,40,10,8,1,4,8,59,97.8 
0,40,16,5,1,4,8,59,72.85
1,40,16,5,1,4,8,59,97.82 
0,40,20,4,1,4,8,59,73.34
1,40,20,4,1,4,8,59,97.46 
0,40,40,2,1,4,8,59,73.85
1,40,40,2,1,4,8,59,97.65 
0,40,80,1,1,4,8,51,71.45
1,40,80,1,1,4,8,51,98.3 
0,50,1,64,1,4,8,43,73.0
1,50,1,64,1,4,8,43,97.02 
0,50,2,32,1,4,8,59,73.13
1,50,2,32,1,4,8,59,96.76 
0,50,4,16,1,4,8,59,73.12
1,50,4,16,1,4,8,59,97.17 
0,50,8,8,1,4,8,59,72.44
1,50,8,8,1,4,8,59,96.96 
0,50,16,4,1,4,8,59,72.25
1,50,16,4,1,4,8,59,96.8 
0,50,32,2,1,4,8,59,71.7
1,50,32,2,1,4,8,59,97.26 
0,50,64,1,1,4,8,51,72.17
1,50,64,1,1,4,8,51,98.44 
0,64,1,50,1,4,8,43,72.47
1,64,1,50,1,4,8,43,97.2 
0,64,2,25,1,4,8,59,72.9
1,64,2,25,1,4,8,59,98.21 
0,64,5,10,1,4,8,59,71.96
1,64,5,10,1,4,8,59,97.73 
0,64,10,5,1,4,8,59,71.98
1,64,10,5,1,4,8,59,97.54 
0,64,25,2,1,4,8,59,72.72
1,64,25,2,1,4,8,59,97.38 
0,64,50,1,1,4,8,51,69.22
1,64,50,1,1,4,8,51,98.8 
0,80,1,40,1,4,8,43,72.16
1,80,1,40,1,4,8,43,97.2 
0,80,2,20,1,4,8,59,73.5
1,80,2,20,1,4,8,59,97.05 
0,80,4,10,1,4,8,59,73.53
1,80,4,10,1,4,8,59,97.2 
0,80,5,8,1,4,8,59,73.87
1,80,5,8,1,4,8,59,97.83 
0,80,8,5,1,4,8,59,71.59
1,80,8,5,1,4,8,59,97.9 
0,80,10,4,1,4,8,59,74.09
1,80,10,4,1,4,8,59,97.58 
0,80,20,2,1,4,8,59,72.12
1,80,20,2,1,4,8,59,97.49 
0,80,40,1,1,4,8,51,52.48
1,80,40,1,1,4,8,51,98.19 
0,100,1,32,1,4,8,43,70.98
1,100,1,32,1,4,8,43,97.56 
0,100,2,16,1,4,8,59,73.15
1,100,2,16,1,4,8,59,97.72 
0,100,4,8,1,4,8,59,73.88
1,100,4,8,1,4,8,59,97.03 
0,100,8,4,1,4,8,59,73.79
1,100,8,4,1,4,8,59,97.16 
0,100,16,2,1,4,8,59,73.45
1,100,16,2,1,4,8,59,96.84 
0,100,32,1,1,4,8,51,71.36
1,100,32,1,1,4,8,51,98.8 
0,128,1,25,1,4,8,43,72.97
1,128,1,25,1,4,8,43,96.95 
0,128,5,5,1,4,8,59,73.95
1,128,5,5,1,4,8,59,98.06 
0,128,25,1,1,4,8,51,70.98
1,128,25,1,1,4,8,51,98.69 
0,160,1,20,1,4,8,43,72.86
1,160,1,20,1,4,8,43,97.33 
0,160,2,10,1,4,8,59,74.01
1,160,2,10,1,4,8,59,97.66 
0,160,4,5,1,4,8,59,73.81
1,160,4,5,1,4,8,59,98.08 
0,160,5,4,1,4,8,59,73.24
1,160,5,4,1,4,8,59,97.43 
0,160,10,2,1,4,8,59,73.16
1,160,10,2,1,4,8,59,97.46 
0,160,20,1,1,4,8,51,72.89
1,160,20,1,1,4,8,51,98.2 
0,200,1,16,1,4,8,43,72.94
1,200,1,16,1,4,8,43,98.58 
0,200,2,8,1,4,8,59,72.64
1,200,2,8,1,4,8,59,97.81 
0,200,4,4,1,4,8,59,72.69
1,200,4,4,1,4,8,59,97.48 
0,200,8,2,1,4,8,59,72.06
1,200,8,2,1,4,8,59,98.2 
0,200,16,1,1,4,8,51,72.36
1,200,16,1,1,4,8,51,98.66 
0,320,1,10,1,4,8,43,71.03
1,320,1,10,1,4,8,43,98.24 
0,320,2,5,1,4,8,59,71.99
1,320,2,5,1,4,8,59,97.18 
0,320,5,2,1,4,8,59,71.94
1,320,5,2,1,4,8,59,97.59 
0,320,10,1,1,4,8,51,72.02
1,320,10,1,1,4,8,51,98.59 
0,400,1,8,1,4,8,43,71.14
1,400,1,8,1,4,8,43,97.5 
0,400,2,4,1,4,8,59,71.02
1,400,2,4,1,4,8,59,97.7 
0,400,4,2,1,4,8,59,73.25
1,400,4,2,1,4,8,59,97.21 
0,400,8,1,1,4,8,51,71.74
1,400,8,1,1,4,8,51,98.6 
0,640,1,5,1,4,8,43,72.85
1,640,1,5,1,4,8,43,97.4 
0,640,5,1,1,4,8,51,71.04
1,640,5,1,1,4,8,51,98.18 
0,800,1,4,1,4,8,43,72.78
1,800,1,4,1,4,8,43,97.93 
0,800,2,2,1,4,8,59,73.18
1,800,2,2,1,4,8,59,97.0 
0,800,4,1,1,4,8,51,72.8
1,800,4,1,1,4,8,51,98.66 
0,1600,1,2,1,4,8,43,72.78
1,1600,1,2,1,4,8,43,96.99 
0,1600,2,1,1,4,8,51,70.96
1,1600,2,1,1,4,8,51,99.09 
0,3200,1,1,1,4,8,35,72.47
1,3200,1,1,1,4,8,35,97.02 
0,1,1,1600,2,4,8,15,70.72
1,1,1,1600,2,4,8,15,91.97 
0,1,2,800,2,4,8,31,69.92
1,1,2,800,2,4,8,31,93.0 
0,1,4,400,2,4,8,31,71.06
1,1,4,400,2,4,8,31,93.17 
0,1,5,320,2,4,8,31,71.62
1,1,5,320,2,4,8,31,92.81 
0,1,8,200,2,4,8,31,72.28
1,1,8,200,2,4,8,31,93.05 
0,1,10,160,2,4,8,31,69.93
1,1,10,160,2,4,8,31,95.29 
0,1,16,100,2,4,8,31,72.11
1,1,16,100,2,4,8,31,94.57 
0,1,20,80,2,4,8,31,71.58
1,1,20,80,2,4,8,31,94.73 
0,1,25,64,2,4,8,31,71.28
1,1,25,64,2,4,8,31,92.96 
0,1,32,50,2,4,8,31,72.18
1,1,32,50,2,4,8,31,92.69 
0,1,40,40,2,4,8,31,72.49
1,1,40,40,2,4,8,31,93.45 
0,1,50,32,2,4,8,31,71.94
1,1,50,32,2,4,8,31,92.49 
0,1,64,25,2,4,8,31,71.38
1,1,64,25,2,4,8,31,93.77 
0,1,80,20,2,4,8,31,71.25
1,1,80,20,2,4,8,31,93.13 
0,1,100,16,2,4,8,31,71.59
1,1,100,16,2,4,8,31,93.54 
0,1,160,10,2,4,8,31,71.52
1,1,160,10,2,4,8,31,92.83 
0,1,200,8,2,4,8,31,71.65
1,1,200,8,2,4,8,31,92.9 
0,1,320,5,2,4,8,31,71.78
1,1,320,5,2,4,8,31,92.88 
0,1,400,4,2,4,8,31,71.68
1,1,400,4,2,4,8,31,94.08 
0,1,800,2,2,4,8,31,71.84
1,1,800,2,2,4,8,31,93.08 
0,1,1600,1,2,4,8,23,71.04
1,1,1600,1,2,4,8,23,94.77 
0,2,1,800,2,4,8,47,70.74
1,2,1,800,2,4,8,47,93.31 
0,2,2,400,2,4,8,63,72.29
1,2,2,400,2,4,8,63,93.09 
0,2,4,200,2,4,8,63,71.51
1,2,4,200,2,4,8,63,93.83 
0,2,5,160,2,4,8,63,71.06
1,2,5,160,2,4,8,63,93.25 
0,2,8,100,2,4,8,63,71.35
1,2,8,100,2,4,8,63,93.71 
0,2,10,80,2,4,8,63,71.18
1,2,10,80,2,4,8,63,93.26 
0,2,16,50,2,4,8,63,71.77
1,2,16,50,2,4,8,63,94.97 
0,2,20,40,2,4,8,63,70.94
1,2,20,40,2,4,8,63,93.21 
0,2,25,32,2,4,8,63,72.25
1,2,25,32,2,4,8,63,93.18 
0,2,32,25,2,4,8,63,70.87
1,2,32,25,2,4,8,63,91.81 
0,2,40,20,2,4,8,63,70.96
1,2,40,20,2,4,8,63,93.77 
0,2,50,16,2,4,8,63,71.04
1,2,50,16,2,4,8,63,92.28 
0,2,80,10,2,4,8,63,71.98
1,2,80,10,2,4,8,63,93.47 
0,2,100,8,2,4,8,63,71.12
1,2,100,8,2,4,8,63,93.8 
0,2,160,5,2,4,8,63,71.91
1,2,160,5,2,4,8,63,93.81 
0,2,200,4,2,4,8,63,71.33
1,2,200,4,2,4,8,63,91.2 
0,2,400,2,2,4,8,63,71.29
1,2,400,2,2,4,8,63,92.51 
0,2,800,1,2,4,8,55,71.46
1,2,800,1,2,4,8,55,92.42 
0,4,1,400,2,4,8,47,70.56
1,4,1,400,2,4,8,47,93.78 
0,4,2,200,2,4,8,63,72.35
1,4,2,200,2,4,8,63,92.48 
0,4,4,100,2,4,8,63,70.58
1,4,4,100,2,4,8,63,92.71 
0,4,5,80,2,4,8,63,70.45
1,4,5,80,2,4,8,63,93.76 
0,4,8,50,2,4,8,63,71.02
1,4,8,50,2,4,8,63,93.92 
0,4,10,40,2,4,8,63,70.59
1,4,10,40,2,4,8,63,94.52 
0,4,16,25,2,4,8,63,70.68
1,4,16,25,2,4,8,63,92.15 
0,4,20,20,2,4,8,63,71.85
1,4,20,20,2,4,8,63,93.27 
0,4,25,16,2,4,8,63,71.32
1,4,25,16,2,4,8,63,93.22 
0,4,40,10,2,4,8,63,71.5
1,4,40,10,2,4,8,63,93.09 
0,4,50,8,2,4,8,63,70.93
1,4,50,8,2,4,8,63,93.67 
0,4,80,5,2,4,8,63,71.78
1,4,80,5,2,4,8,63,93.13 
0,4,100,4,2,4,8,63,69.5
1,4,100,4,2,4,8,63,91.6 
0,4,200,2,2,4,8,63,71.2
1,4,200,2,2,4,8,63,91.55 
0,4,400,1,2,4,8,55,70.7
1,4,400,1,2,4,8,55,92.62 
0,5,1,320,2,4,8,47,71.59
1,5,1,320,2,4,8,47,92.44 
0,5,2,160,2,4,8,63,73.36
1,5,2,160,2,4,8,63,93.62 
0,5,4,80,2,4,8,63,69.61
1,5,4,80,2,4,8,63,93.86 
0,5,5,64,2,4,8,63,71.65
1,5,5,64,2,4,8,63,92.89 
0,5,8,40,2,4,8,63,72.21
1,5,8,40,2,4,8,63,92.88 
0,5,10,32,2,4,8,63,71.95
1,5,10,32,2,4,8,63,94.27 
0,5,16,20,2,4,8,63,71.48
1,5,16,20,2,4,8,63,93.32 
0,5,20,16,2,4,8,63,71.62
1,5,20,16,2,4,8,63,93.1 
0,5,32,10,2,4,8,63,72.08
1,5,32,10,2,4,8,63,89.95 
0,5,40,8,2,4,8,63,70.35
1,5,40,8,2,4,8,63,94.26 
0,5,64,5,2,4,8,63,70.97
1,5,64,5,2,4,8,63,92.18 
0,5,80,4,2,4,8,63,70.23
1,5,80,4,2,4,8,63,92.36 
0,5,160,2,2,4,8,63,70.6
1,5,160,2,2,4,8,63,93.07 
0,5,320,1,2,4,8,55,69.81
1,5,320,1,2,4,8,55,93.04 
0,8,1,200,2,4,8,47,70.22
1,8,1,200,2,4,8,47,91.88 
0,8,2,100,2,4,8,63,72.19
1,8,2,100,2,4,8,63,91.03 
0,8,4,50,2,4,8,63,72.47
1,8,4,50,2,4,8,63,92.83 
0,8,5,40,2,4,8,63,72.01
1,8,5,40,2,4,8,63,94.62 
0,8,8,25,2,4,8,63,71.75
1,8,8,25,2,4,8,63,92.87 
0,8,10,20,2,4,8,63,71.63
1,8,10,20,2,4,8,63,93.57 
0,8,20,10,2,4,8,63,71.81
1,8,20,10,2,4,8,63,94.26 
0,8,25,8,2,4,8,63,71.27
1,8,25,8,2,4,8,63,92.6 
0,8,40,5,2,4,8,63,70.65
1,8,40,5,2,4,8,63,90.87 
0,8,50,4,2,4,8,63,70.58
1,8,50,4,2,4,8,63,93.08 
0,8,100,2,2,4,8,63,70.75
1,8,100,2,2,4,8,63,92.31 
0,8,200,1,2,4,8,55,70.52
1,8,200,1,2,4,8,55,92.52 
0,10,1,160,2,4,8,47,71.52
1,10,1,160,2,4,8,47,92.69 
0,10,2,80,2,4,8,63,70.78
1,10,2,80,2,4,8,63,93.29 
0,10,4,40,2,4,8,63,71.09
1,10,4,40,2,4,8,63,91.67 
0,10,5,32,2,4,8,63,72.03
1,10,5,32,2,4,8,63,92.69 
0,10,8,20,2,4,8,63,70.97
1,10,8,20,2,4,8,63,92.95 
0,10,10,16,2,4,8,63,70.79
1,10,10,16,2,4,8,63,93.18 
0,10,16,10,2,4,8,63,70.26
1,10,16,10,2,4,8,63,93.81 
0,10,20,8,2,4,8,63,71.97
1,10,20,8,2,4,8,63,91.76 
0,10,32,5,2,4,8,63,71.43
1,10,32,5,2,4,8,63,92.37 
0,10,40,4,2,4,8,63,70.86
1,10,40,4,2,4,8,63,92.66 
0,10,80,2,2,4,8,63,71.24
1,10,80,2,2,4,8,63,93.66 
0,10,160,1,2,4,8,55,71.33
1,10,160,1,2,4,8,55,91.37 
0,16,1,100,2,4,8,47,70.3
1,16,1,100,2,4,8,47,93.4 
0,16,2,50,2,4,8,63,72.15
1,16,2,50,2,4,8,63,93.98 
0,16,4,25,2,4,8,63,72.38
1,16,4,25,2,4,8,63,93.95 
0,16,5,20,2,4,8,63,72.13
1,16,5,20,2,4,8,63,93.95 
0,16,10,10,2,4,8,63,72.33
1,16,10,10,2,4,8,63,93.72 
0,16,20,5,2,4,8,63,70.74
1,16,20,5,2,4,8,63,93.41 
0,16,25,4,2,4,8,63,71.43
1,16,25,4,2,4,8,63,93.67 
0,16,50,2,2,4,8,63,71.21
1,16,50,2,2,4,8,63,92.25 
0,16,100,1,2,4,8,55,71.87
1,16,100,1,2,4,8,55,92.52 
0,20,1,80,2,4,8,47,71.62
1,20,1,80,2,4,8,47,91.92 
0,20,2,40,2,4,8,63,70.36
1,20,2,40,2,4,8,63,92.38 
0,20,4,20,2,4,8,63,71.78
1,20,4,20,2,4,8,63,92.92 
0,20,5,16,2,4,8,63,70.43
1,20,5,16,2,4,8,63,91.57 
0,20,8,10,2,4,8,63,70.18
1,20,8,10,2,4,8,63,90.82 
0,20,10,8,2,4,8,63,70.93
1,20,10,8,2,4,8,63,90.63 
0,20,16,5,2,4,8,63,70.58
1,20,16,5,2,4,8,63,93.36 
0,20,20,4,2,4,8,63,71.4
1,20,20,4,2,4,8,63,92.78 
0,20,40,2,2,4,8,63,70.62
1,20,40,2,2,4,8,63,91.44 
0,20,80,1,2,4,8,55,71.08
1,20,80,1,2,4,8,55,90.81 
0,25,1,64,2,4,8,47,70.49
1,25,1,64,2,4,8,47,92.67 
0,25,2,32,2,4,8,63,72.02
1,25,2,32,2,4,8,63,93.81 
0,25,4,16,2,4,8,63,71.53
1,25,4,16,2,4,8,63,93.29 
0,25,8,8,2,4,8,63,70.36
1,25,8,8,2,4,8,63,91.59 
0,25,16,4,2,4,8,63,71.77
1,25,16,4,2,4,8,63,94.29 
0,25,32,2,2,4,8,63,70.22
1,25,32,2,2,4,8,63,91.42 
0,25,64,1,2,4,8,55,71.15
1,25,64,1,2,4,8,55,93.65 
0,32,1,50,2,4,8,47,70.52
1,32,1,50,2,4,8,47,92.95 
0,32,2,25,2,4,8,63,70.15
1,32,2,25,2,4,8,63,94.16 
0,32,5,10,2,4,8,63,71.09
1,32,5,10,2,4,8,63,94.38 
0,32,10,5,2,4,8,63,70.21
1,32,10,5,2,4,8,63,92.35 
0,32,25,2,2,4,8,63,70.08
1,32,25,2,2,4,8,63,93.95 
0,32,50,1,2,4,8,55,70.77
1,32,50,1,2,4,8,55,93.6 
0,40,1,40,2,4,8,47,70.69
1,40,1,40,2,4,8,47,93.08 
0,40,2,20,2,4,8,63,71.66
1,40,2,20,2,4,8,63,93.09 
0,40,4,10,2,4,8,63,70.57
1,40,4,10,2,4,8,63,91.96 
0,40,5,8,2,4,8,63,72.15
1,40,5,8,2,4,8,63,91.71 
0,40,8,5,2,4,8,63,70.24
1,40,8,5,2,4,8,63,91.27 
0,40,10,4,2,4,8,63,71.79
1,40,10,4,2,4,8,63,94.49 
0,40,20,2,2,4,8,63,71.04
1,40,20,2,2,4,8,63,92.7 
0,40,40,1,2,4,8,55,70.1
1,40,40,1,2,4,8,55,91.17 
0,50,1,32,2,4,8,47,70.21
1,50,1,32,2,4,8,47,91.6 
0,50,2,16,2,4,8,63,71.25
1,50,2,16,2,4,8,63,92.75 
0,50,4,8,2,4,8,63,71.37
1,50,4,8,2,4,8,63,94.61 
0,50,8,4,2,4,8,63,70.91
1,50,8,4,2,4,8,63,93.17 
0,50,16,2,2,4,8,63,71.73
1,50,16,2,2,4,8,63,92.95 
0,50,32,1,2,4,8,55,70.49
1,50,32,1,2,4,8,55,93.1 
0,64,1,25,2,4,8,47,70.63
1,64,1,25,2,4,8,47,94.04 
0,64,5,5,2,4,8,63,71.3
1,64,5,5,2,4,8,63,93.12 
0,64,25,1,2,4,8,55,71.22
1,64,25,1,2,4,8,55,93.93 
0,80,1,20,2,4,8,47,70.21
1,80,1,20,2,4,8,47,92.74 
0,80,2,10,2,4,8,63,70.42
1,80,2,10,2,4,8,63,93.02 
0,80,4,5,2,4,8,63,72.0
1,80,4,5,2,4,8,63,93.25 
0,80,5,4,2,4,8,63,71.32
1,80,5,4,2,4,8,63,93.89 
0,80,10,2,2,4,8,63,71.38
1,80,10,2,2,4,8,63,92.94 
0,80,20,1,2,4,8,55,70.58
1,80,20,1,2,4,8,55,94.19 
0,100,1,16,2,4,8,47,71.65
1,100,1,16,2,4,8,47,93.3 
0,100,2,8,2,4,8,63,71.77
1,100,2,8,2,4,8,63,93.61 
0,100,4,4,2,4,8,63,71.53
1,100,4,4,2,4,8,63,93.26 
0,100,8,2,2,4,8,63,71.09
1,100,8,2,2,4,8,63,93.79 
0,100,16,1,2,4,8,55,68.11
1,100,16,1,2,4,8,55,94.0 
0,160,1,10,2,4,8,47,70.11
1,160,1,10,2,4,8,47,93.97 
0,160,2,5,2,4,8,63,72.44
1,160,2,5,2,4,8,63,92.19 
0,160,5,2,2,4,8,63,71.03
1,160,5,2,2,4,8,63,93.88 
0,160,10,1,2,4,8,55,70.81
1,160,10,1,2,4,8,55,92.84 
0,200,1,8,2,4,8,47,70.31
1,200,1,8,2,4,8,47,93.11 
0,200,2,4,2,4,8,63,70.47
1,200,2,4,2,4,8,63,92.24 
0,200,4,2,2,4,8,63,70.77
1,200,4,2,2,4,8,63,91.9 
0,200,8,1,2,4,8,55,70.98
1,200,8,1,2,4,8,55,92.02 
0,320,1,5,2,4,8,47,70.23
1,320,1,5,2,4,8,47,93.5 
0,320,5,1,2,4,8,55,70.35
1,320,5,1,2,4,8,55,93.76 
0,400,1,4,2,4,8,47,71.23
1,400,1,4,2,4,8,47,91.93 
0,400,2,2,2,4,8,63,70.7
1,400,2,2,2,4,8,63,93.0 
0,400,4,1,2,4,8,55,69.7
1,400,4,1,2,4,8,55,92.0 
0,800,1,2,2,4,8,47,71.73
1,800,1,2,2,4,8,47,92.37 
0,800,2,1,2,4,8,55,71.04
1,800,2,1,2,4,8,55,93.96 
0,1600,1,1,2,4,8,39,70.36
1,1600,1,1,2,4,8,39,91.87 
0,1,1,800,4,4,8,15,71.25
1,1,1,800,4,4,8,15,94.88 
0,1,2,400,4,4,8,31,72.97
1,1,2,400,4,4,8,31,94.76 
0,1,4,200,4,4,8,31,72.15
1,1,4,200,4,4,8,31,96.24 
0,1,5,160,4,4,8,31,73.07
1,1,5,160,4,4,8,31,95.15 
0,1,8,100,4,4,8,31,72.96
1,1,8,100,4,4,8,31,95.11 
0,1,10,80,4,4,8,31,73.37
1,1,10,80,4,4,8,31,94.55 
0,1,16,50,4,4,8,31,72.9
1,1,16,50,4,4,8,31,94.76 
0,1,20,40,4,4,8,31,72.17
1,1,20,40,4,4,8,31,95.88 
0,1,25,32,4,4,8,31,70.55
1,1,25,32,4,4,8,31,93.59 
0,1,32,25,4,4,8,31,71.06
1,1,32,25,4,4,8,31,95.71 
0,1,40,20,4,4,8,31,70.12
