kernel,gx,gy,gz,bx,by,bz,funcId,smefficiency 
1,16,5,40,1,32,1,58,97.21 
0,16,8,25,1,32,1,58,74.23
1,16,8,25,1,32,1,58,97.78 
0,16,10,20,1,32,1,58,71.67
1,16,10,20,1,32,1,58,96.88 
0,16,20,10,1,32,1,58,72.77
1,16,20,10,1,32,1,58,97.74 
0,16,25,8,1,32,1,58,72.88
1,16,25,8,1,32,1,58,97.12 
0,16,40,5,1,32,1,58,72.96
1,16,40,5,1,32,1,58,97.29 
0,16,50,4,1,32,1,58,72.47
1,16,50,4,1,32,1,58,97.18 
0,16,100,2,1,32,1,58,72.93
1,16,100,2,1,32,1,58,97.4 
0,16,200,1,1,32,1,50,72.54
1,16,200,1,1,32,1,50,97.02 
0,20,1,160,1,32,1,42,71.9
1,20,1,160,1,32,1,42,97.08 
0,20,2,80,1,32,1,58,72.62
1,20,2,80,1,32,1,58,97.4 
0,20,4,40,1,32,1,58,72.73
1,20,4,40,1,32,1,58,97.9 
0,20,5,32,1,32,1,58,73.34
1,20,5,32,1,32,1,58,96.91 
0,20,8,20,1,32,1,58,71.87
1,20,8,20,1,32,1,58,97.91 
0,20,10,16,1,32,1,58,70.71
1,20,10,16,1,32,1,58,97.22 
0,20,16,10,1,32,1,58,73.47
1,20,16,10,1,32,1,58,97.45 
0,20,20,8,1,32,1,58,72.26
1,20,20,8,1,32,1,58,97.51 
0,20,32,5,1,32,1,58,72.82
1,20,32,5,1,32,1,58,97.19 
0,20,40,4,1,32,1,58,73.12
1,20,40,4,1,32,1,58,97.18 
0,20,80,2,1,32,1,58,72.85
1,20,80,2,1,32,1,58,97.24 
0,20,160,1,1,32,1,50,73.17
1,20,160,1,1,32,1,50,97.86 
0,25,1,128,1,32,1,42,71.05
1,25,1,128,1,32,1,42,98.19 
0,25,2,64,1,32,1,58,72.93
1,25,2,64,1,32,1,58,97.74 
0,25,4,32,1,32,1,58,71.16
1,25,4,32,1,32,1,58,97.6 
0,25,8,16,1,32,1,58,70.59
1,25,8,16,1,32,1,58,97.1 
0,25,16,8,1,32,1,58,71.71
1,25,16,8,1,32,1,58,97.26 
0,25,32,4,1,32,1,58,72.08
1,25,32,4,1,32,1,58,97.55 
0,25,64,2,1,32,1,58,72.59
1,25,64,2,1,32,1,58,97.33 
0,25,128,1,1,32,1,50,72.72
1,25,128,1,1,32,1,50,97.79 
0,32,1,100,1,32,1,42,72.28
1,32,1,100,1,32,1,42,97.63 
0,32,2,50,1,32,1,58,72.24
1,32,2,50,1,32,1,58,97.09 
0,32,4,25,1,32,1,58,72.35
1,32,4,25,1,32,1,58,97.88 
0,32,5,20,1,32,1,58,72.09
1,32,5,20,1,32,1,58,96.7 
0,32,10,10,1,32,1,58,73.28
1,32,10,10,1,32,1,58,97.39 
0,32,20,5,1,32,1,58,73.21
1,32,20,5,1,32,1,58,97.87 
0,32,25,4,1,32,1,58,71.7
1,32,25,4,1,32,1,58,98.12 
0,32,50,2,1,32,1,58,72.9
1,32,50,2,1,32,1,58,97.53 
0,32,100,1,1,32,1,50,73.11
1,32,100,1,1,32,1,50,97.26 
0,40,1,80,1,32,1,42,71.66
1,40,1,80,1,32,1,42,97.16 
0,40,2,40,1,32,1,58,72.67
1,40,2,40,1,32,1,58,97.57 
0,40,4,20,1,32,1,58,73.67
1,40,4,20,1,32,1,58,96.92 
0,40,5,16,1,32,1,58,72.75
1,40,5,16,1,32,1,58,98.14 
0,40,8,10,1,32,1,58,72.33
1,40,8,10,1,32,1,58,97.55 
0,40,10,8,1,32,1,58,73.65
1,40,10,8,1,32,1,58,98.0 
0,40,16,5,1,32,1,58,71.45
1,40,16,5,1,32,1,58,97.01 
0,40,20,4,1,32,1,58,72.54
1,40,20,4,1,32,1,58,97.29 
0,40,40,2,1,32,1,58,73.72
1,40,40,2,1,32,1,58,96.78 
0,40,80,1,1,32,1,50,72.79
1,40,80,1,1,32,1,50,97.18 
0,50,1,64,1,32,1,42,72.68
1,50,1,64,1,32,1,42,97.04 
0,50,2,32,1,32,1,58,73.52
1,50,2,32,1,32,1,58,97.07 
0,50,4,16,1,32,1,58,72.52
1,50,4,16,1,32,1,58,97.59 
0,50,8,8,1,32,1,58,73.61
1,50,8,8,1,32,1,58,97.55 
0,50,16,4,1,32,1,58,73.86
1,50,16,4,1,32,1,58,97.72 
0,50,32,2,1,32,1,58,72.79
1,50,32,2,1,32,1,58,98.0 
0,50,64,1,1,32,1,50,73.07
1,50,64,1,1,32,1,50,98.09 
0,64,1,50,1,32,1,42,71.23
1,64,1,50,1,32,1,42,97.74 
0,64,2,25,1,32,1,58,72.37
1,64,2,25,1,32,1,58,97.06 
0,64,5,10,1,32,1,58,72.57
1,64,5,10,1,32,1,58,97.93 
0,64,10,5,1,32,1,58,71.79
1,64,10,5,1,32,1,58,98.05 
0,64,25,2,1,32,1,58,73.18
1,64,25,2,1,32,1,58,97.96 
0,64,50,1,1,32,1,50,72.59
1,64,50,1,1,32,1,50,97.62 
0,80,1,40,1,32,1,42,71.99
1,80,1,40,1,32,1,42,97.88 
0,80,2,20,1,32,1,58,74.18
1,80,2,20,1,32,1,58,97.52 
0,80,4,10,1,32,1,58,73.07
1,80,4,10,1,32,1,58,97.72 
0,80,5,8,1,32,1,58,72.71
1,80,5,8,1,32,1,58,97.83 
0,80,8,5,1,32,1,58,73.19
1,80,8,5,1,32,1,58,97.13 
0,80,10,4,1,32,1,58,71.4
1,80,10,4,1,32,1,58,98.19 
0,80,20,2,1,32,1,58,72.98
1,80,20,2,1,32,1,58,97.4 
0,80,40,1,1,32,1,50,71.67
1,80,40,1,1,32,1,50,97.24 
0,100,1,32,1,32,1,42,71.75
1,100,1,32,1,32,1,42,97.55 
0,100,2,16,1,32,1,58,72.52
1,100,2,16,1,32,1,58,97.42 
0,100,4,8,1,32,1,58,71.92
1,100,4,8,1,32,1,58,97.34 
0,100,8,4,1,32,1,58,72.51
1,100,8,4,1,32,1,58,97.11 
0,100,16,2,1,32,1,58,72.23
1,100,16,2,1,32,1,58,97.38 
0,100,32,1,1,32,1,50,72.51
1,100,32,1,1,32,1,50,97.07 
0,128,1,25,1,32,1,42,72.34
1,128,1,25,1,32,1,42,98.4 
0,128,5,5,1,32,1,58,71.97
1,128,5,5,1,32,1,58,97.61 
0,128,25,1,1,32,1,50,72.2
1,128,25,1,1,32,1,50,97.57 
0,160,1,20,1,32,1,42,71.24
1,160,1,20,1,32,1,42,97.87 
0,160,2,10,1,32,1,58,72.53
1,160,2,10,1,32,1,58,97.12 
0,160,4,5,1,32,1,58,72.72
1,160,4,5,1,32,1,58,97.83 
0,160,5,4,1,32,1,58,71.81
1,160,5,4,1,32,1,58,97.42 
0,160,10,2,1,32,1,58,71.91
1,160,10,2,1,32,1,58,97.29 
0,160,20,1,1,32,1,50,72.09
1,160,20,1,1,32,1,50,97.4 
0,200,1,16,1,32,1,42,71.98
1,200,1,16,1,32,1,42,97.46 
0,200,2,8,1,32,1,58,73.4
1,200,2,8,1,32,1,58,97.89 
0,200,4,4,1,32,1,58,73.05
1,200,4,4,1,32,1,58,98.19 
0,200,8,2,1,32,1,58,73.7
1,200,8,2,1,32,1,58,97.85 
0,200,16,1,1,32,1,50,73.05
1,200,16,1,1,32,1,50,97.27 
0,320,1,10,1,32,1,42,71.34
1,320,1,10,1,32,1,42,97.79 
0,320,2,5,1,32,1,58,72.67
1,320,2,5,1,32,1,58,97.91 
0,320,5,2,1,32,1,58,72.75
1,320,5,2,1,32,1,58,97.29 
0,320,10,1,1,32,1,50,72.29
1,320,10,1,1,32,1,50,98.08 
0,400,1,8,1,32,1,42,72.82
1,400,1,8,1,32,1,42,97.93 
0,400,2,4,1,32,1,58,73.11
1,400,2,4,1,32,1,58,98.0 
0,400,4,2,1,32,1,58,72.52
1,400,4,2,1,32,1,58,97.09 
0,400,8,1,1,32,1,50,71.82
1,400,8,1,1,32,1,50,97.36 
0,640,1,5,1,32,1,42,71.44
1,640,1,5,1,32,1,42,97.5 
0,640,5,1,1,32,1,50,71.77
1,640,5,1,1,32,1,50,97.62 
0,800,1,4,1,32,1,42,71.57
1,800,1,4,1,32,1,42,97.4 
0,800,2,2,1,32,1,58,72.61
1,800,2,2,1,32,1,58,96.71 
0,800,4,1,1,32,1,50,71.96
1,800,4,1,1,32,1,50,97.7 
0,1600,1,2,1,32,1,42,71.82
1,1600,1,2,1,32,1,42,96.81 
0,1600,2,1,1,32,1,50,72.37
1,1600,2,1,1,32,1,50,97.42 
0,3200,1,1,1,32,1,34,72.24
1,3200,1,1,1,32,1,34,97.27 
0,1,1,1600,2,32,1,14,70.19
1,1,1,1600,2,32,1,14,92.56 
0,1,2,800,2,32,1,30,70.32
1,1,2,800,2,32,1,30,93.27 
0,1,4,400,2,32,1,30,70.99
1,1,4,400,2,32,1,30,91.42 
0,1,5,320,2,32,1,30,70.99
1,1,5,320,2,32,1,30,92.06 
0,1,8,200,2,32,1,30,70.41
1,1,8,200,2,32,1,30,92.5 
0,1,10,160,2,32,1,30,70.71
1,1,10,160,2,32,1,30,92.68 
0,1,16,100,2,32,1,30,69.97
1,1,16,100,2,32,1,30,93.05 
0,1,20,80,2,32,1,30,71.93
1,1,20,80,2,32,1,30,92.69 
0,1,25,64,2,32,1,30,71.39
1,1,25,64,2,32,1,30,93.15 
0,1,32,50,2,32,1,30,71.83
1,1,32,50,2,32,1,30,94.25 
0,1,40,40,2,32,1,30,69.45
1,1,40,40,2,32,1,30,93.03 
0,1,50,32,2,32,1,30,71.79
1,1,50,32,2,32,1,30,93.26 
0,1,64,25,2,32,1,30,71.31
1,1,64,25,2,32,1,30,93.7 
0,1,80,20,2,32,1,30,72.79
1,1,80,20,2,32,1,30,92.33 
0,1,100,16,2,32,1,30,71.68
1,1,100,16,2,32,1,30,93.38 
0,1,160,10,2,32,1,30,71.18
1,1,160,10,2,32,1,30,94.48 
0,1,200,8,2,32,1,30,71.78
1,1,200,8,2,32,1,30,93.35 
0,1,320,5,2,32,1,30,71.57
1,1,320,5,2,32,1,30,92.11 
0,1,400,4,2,32,1,30,70.99
1,1,400,4,2,32,1,30,92.86 
0,1,800,2,2,32,1,30,70.7
1,1,800,2,2,32,1,30,92.68 
0,1,1600,1,2,32,1,22,70.19
1,1,1600,1,2,32,1,22,91.99 
0,2,1,800,2,32,1,46,71.33
1,2,1,800,2,32,1,46,91.49 
0,2,2,400,2,32,1,62,71.92
1,2,2,400,2,32,1,62,93.72 
0,2,4,200,2,32,1,62,71.16
1,2,4,200,2,32,1,62,93.54 
0,2,5,160,2,32,1,62,70.88
1,2,5,160,2,32,1,62,91.51 
0,2,8,100,2,32,1,62,70.76
1,2,8,100,2,32,1,62,93.48 
0,2,10,80,2,32,1,62,71.58
1,2,10,80,2,32,1,62,91.33 
0,2,16,50,2,32,1,62,71.61
1,2,16,50,2,32,1,62,92.75 
0,2,20,40,2,32,1,62,70.82
1,2,20,40,2,32,1,62,91.91 
0,2,25,32,2,32,1,62,70.44
1,2,25,32,2,32,1,62,92.95 
0,2,32,25,2,32,1,62,71.73
1,2,32,25,2,32,1,62,94.18 
0,2,40,20,2,32,1,62,70.61
1,2,40,20,2,32,1,62,93.49 
0,2,50,16,2,32,1,62,70.79
1,2,50,16,2,32,1,62,93.73 
0,2,80,10,2,32,1,62,71.16
1,2,80,10,2,32,1,62,93.39 
0,2,100,8,2,32,1,62,70.4
1,2,100,8,2,32,1,62,94.11 
0,2,160,5,2,32,1,62,70.69
1,2,160,5,2,32,1,62,92.46 
0,2,200,4,2,32,1,62,72.52
1,2,200,4,2,32,1,62,92.86 
0,2,400,2,2,32,1,62,71.46
1,2,400,2,2,32,1,62,93.02 
0,2,800,1,2,32,1,54,70.35
1,2,800,1,2,32,1,54,93.56 
0,4,1,400,2,32,1,46,71.26
1,4,1,400,2,32,1,46,93.32 
0,4,2,200,2,32,1,62,71.88
1,4,2,200,2,32,1,62,93.15 
0,4,4,100,2,32,1,62,72.79
1,4,4,100,2,32,1,62,92.44 
0,4,5,80,2,32,1,62,71.82
1,4,5,80,2,32,1,62,93.48 
0,4,8,50,2,32,1,62,72.7
1,4,8,50,2,32,1,62,92.99 
0,4,10,40,2,32,1,62,72.69
1,4,10,40,2,32,1,62,93.66 
0,4,16,25,2,32,1,62,71.39
1,4,16,25,2,32,1,62,92.79 
0,4,20,20,2,32,1,62,72.17
1,4,20,20,2,32,1,62,92.87 
0,4,25,16,2,32,1,62,71.09
1,4,25,16,2,32,1,62,92.53 
0,4,40,10,2,32,1,62,71.07
1,4,40,10,2,32,1,62,93.27 
0,4,50,8,2,32,1,62,71.91
1,4,50,8,2,32,1,62,93.21 
0,4,80,5,2,32,1,62,71.22
1,4,80,5,2,32,1,62,94.14 
0,4,100,4,2,32,1,62,71.4
1,4,100,4,2,32,1,62,92.41 
0,4,200,2,2,32,1,62,70.06
1,4,200,2,2,32,1,62,92.77 
0,4,400,1,2,32,1,54,70.67
1,4,400,1,2,32,1,54,93.89 
0,5,1,320,2,32,1,46,72.07
1,5,1,320,2,32,1,46,93.28 
0,5,2,160,2,32,1,62,67.18
1,5,2,160,2,32,1,62,92.7 
0,5,4,80,2,32,1,62,71.38
1,5,4,80,2,32,1,62,91.92 
0,5,5,64,2,32,1,62,71.65
1,5,5,64,2,32,1,62,93.55 
0,5,8,40,2,32,1,62,71.18
1,5,8,40,2,32,1,62,92.3 
0,5,10,32,2,32,1,62,71.0
1,5,10,32,2,32,1,62,93.59 
0,5,16,20,2,32,1,62,71.52
1,5,16,20,2,32,1,62,93.42 
0,5,20,16,2,32,1,62,70.04
1,5,20,16,2,32,1,62,93.48 
0,5,32,10,2,32,1,62,70.51
1,5,32,10,2,32,1,62,92.13 
0,5,40,8,2,32,1,62,71.39
1,5,40,8,2,32,1,62,92.86 
0,5,64,5,2,32,1,62,71.8
1,5,64,5,2,32,1,62,92.06 
0,5,80,4,2,32,1,62,72.09
1,5,80,4,2,32,1,62,93.07 
0,5,160,2,2,32,1,62,72.98
1,5,160,2,2,32,1,62,93.64 
0,5,320,1,2,32,1,54,70.78
1,5,320,1,2,32,1,54,92.72 
0,8,1,200,2,32,1,46,70.63
1,8,1,200,2,32,1,46,93.54 
0,8,2,100,2,32,1,62,71.96
1,8,2,100,2,32,1,62,93.5 
0,8,4,50,2,32,1,62,71.44
1,8,4,50,2,32,1,62,92.71 
0,8,5,40,2,32,1,62,70.77
1,8,5,40,2,32,1,62,91.74 
0,8,8,25,2,32,1,62,72.57
1,8,8,25,2,32,1,62,94.73 
0,8,10,20,2,32,1,62,71.34
1,8,10,20,2,32,1,62,94.15 
0,8,20,10,2,32,1,62,70.82
1,8,20,10,2,32,1,62,90.69 
0,8,25,8,2,32,1,62,71.38
1,8,25,8,2,32,1,62,92.73 
0,8,40,5,2,32,1,62,70.97
1,8,40,5,2,32,1,62,92.79 
0,8,50,4,2,32,1,62,71.93
1,8,50,4,2,32,1,62,92.8 
0,8,100,2,2,32,1,62,70.68
1,8,100,2,2,32,1,62,91.63 
0,8,200,1,2,32,1,54,69.2
1,8,200,1,2,32,1,54,93.66 
0,10,1,160,2,32,1,46,71.36
1,10,1,160,2,32,1,46,92.88 
0,10,2,80,2,32,1,62,72.78
1,10,2,80,2,32,1,62,91.62 
0,10,4,40,2,32,1,62,71.46
1,10,4,40,2,32,1,62,93.78 
0,10,5,32,2,32,1,62,72.14
1,10,5,32,2,32,1,62,94.54 
0,10,8,20,2,32,1,62,72.01
1,10,8,20,2,32,1,62,91.01 
0,10,10,16,2,32,1,62,69.45
1,10,10,16,2,32,1,62,91.58 
0,10,16,10,2,32,1,62,71.3
1,10,16,10,2,32,1,62,92.06 
0,10,20,8,2,32,1,62,71.06
1,10,20,8,2,32,1,62,92.62 
0,10,32,5,2,32,1,62,71.23
1,10,32,5,2,32,1,62,91.61 
0,10,40,4,2,32,1,62,71.66
1,10,40,4,2,32,1,62,90.35 
0,10,80,2,2,32,1,62,71.32
1,10,80,2,2,32,1,62,91.94 
0,10,160,1,2,32,1,54,70.7
1,10,160,1,2,32,1,54,93.66 
0,16,1,100,2,32,1,46,70.88
1,16,1,100,2,32,1,46,92.68 
0,16,2,50,2,32,1,62,70.65
1,16,2,50,2,32,1,62,94.31 
0,16,4,25,2,32,1,62,70.9
1,16,4,25,2,32,1,62,92.85 
0,16,5,20,2,32,1,62,71.09
1,16,5,20,2,32,1,62,93.44 
0,16,10,10,2,32,1,62,71.74
1,16,10,10,2,32,1,62,93.19 
0,16,20,5,2,32,1,62,71.35
1,16,20,5,2,32,1,62,92.64 
0,16,25,4,2,32,1,62,70.4
1,16,25,4,2,32,1,62,92.92 
0,16,50,2,2,32,1,62,71.21
1,16,50,2,2,32,1,62,93.47 
0,16,100,1,2,32,1,54,70.59
1,16,100,1,2,32,1,54,92.57 
0,20,1,80,2,32,1,46,70.9
1,20,1,80,2,32,1,46,92.71 
0,20,2,40,2,32,1,62,70.57
1,20,2,40,2,32,1,62,92.35 
0,20,4,20,2,32,1,62,71.81
1,20,4,20,2,32,1,62,92.66 
0,20,5,16,2,32,1,62,71.49
1,20,5,16,2,32,1,62,94.4 
0,20,8,10,2,32,1,62,69.42
1,20,8,10,2,32,1,62,93.0 
0,20,10,8,2,32,1,62,71.68
1,20,10,8,2,32,1,62,92.57 
0,20,16,5,2,32,1,62,72.32
1,20,16,5,2,32,1,62,92.92 
0,20,20,4,2,32,1,62,71.74
1,20,20,4,2,32,1,62,93.54 
0,20,40,2,2,32,1,62,70.95
1,20,40,2,2,32,1,62,93.0 
0,20,80,1,2,32,1,54,70.94
1,20,80,1,2,32,1,54,93.46 
0,25,1,64,2,32,1,46,73.09
1,25,1,64,2,32,1,46,92.06 
0,25,2,32,2,32,1,62,71.42
1,25,2,32,2,32,1,62,93.27 
0,25,4,16,2,32,1,62,72.46
1,25,4,16,2,32,1,62,92.82 
0,25,8,8,2,32,1,62,71.94
1,25,8,8,2,32,1,62,91.34 
0,25,16,4,2,32,1,62,70.77
1,25,16,4,2,32,1,62,92.6 
0,25,32,2,2,32,1,62,71.29
1,25,32,2,2,32,1,62,91.93 
0,25,64,1,2,32,1,54,70.55
1,25,64,1,2,32,1,54,92.36 
0,32,1,50,2,32,1,46,70.24
1,32,1,50,2,32,1,46,92.44 
0,32,2,25,2,32,1,62,71.51
1,32,2,25,2,32,1,62,92.8 
0,32,5,10,2,32,1,62,71.82
1,32,5,10,2,32,1,62,92.11 
0,32,10,5,2,32,1,62,70.63
1,32,10,5,2,32,1,62,93.07 
0,32,25,2,2,32,1,62,70.76
1,32,25,2,2,32,1,62,91.28 
0,32,50,1,2,32,1,54,70.85
1,32,50,1,2,32,1,54,92.83 
0,40,1,40,2,32,1,46,70.88
1,40,1,40,2,32,1,46,94.06 
0,40,2,20,2,32,1,62,71.87
1,40,2,20,2,32,1,62,92.04 
0,40,4,10,2,32,1,62,72.02
1,40,4,10,2,32,1,62,94.23 
0,40,5,8,2,32,1,62,70.89
1,40,5,8,2,32,1,62,93.17 
0,40,8,5,2,32,1,62,71.11
1,40,8,5,2,32,1,62,92.97 
0,40,10,4,2,32,1,62,70.56
1,40,10,4,2,32,1,62,93.5 
0,40,20,2,2,32,1,62,70.75
1,40,20,2,2,32,1,62,93.98 
0,40,40,1,2,32,1,54,71.19
1,40,40,1,2,32,1,54,93.52 
0,50,1,32,2,32,1,46,72.06
1,50,1,32,2,32,1,46,92.55 
0,50,2,16,2,32,1,62,70.75
1,50,2,16,2,32,1,62,91.84 
0,50,4,8,2,32,1,62,72.24
1,50,4,8,2,32,1,62,93.23 
0,50,8,4,2,32,1,62,71.52
1,50,8,4,2,32,1,62,93.78 
0,50,16,2,2,32,1,62,72.24
1,50,16,2,2,32,1,62,92.35 
0,50,32,1,2,32,1,54,70.28
1,50,32,1,2,32,1,54,93.69 
0,64,1,25,2,32,1,46,71.46
1,64,1,25,2,32,1,46,92.54 
0,64,5,5,2,32,1,62,71.21
1,64,5,5,2,32,1,62,92.66 
0,64,25,1,2,32,1,54,70.09
1,64,25,1,2,32,1,54,93.44 
0,80,1,20,2,32,1,46,70.99
1,80,1,20,2,32,1,46,93.52 
0,80,2,10,2,32,1,62,70.96
1,80,2,10,2,32,1,62,91.7 
0,80,4,5,2,32,1,62,70.49
1,80,4,5,2,32,1,62,94.34 
0,80,5,4,2,32,1,62,71.42
1,80,5,4,2,32,1,62,91.97 
0,80,10,2,2,32,1,62,71.17
1,80,10,2,2,32,1,62,93.06 
0,80,20,1,2,32,1,54,70.45
1,80,20,1,2,32,1,54,93.08 
0,100,1,16,2,32,1,46,71.2
1,100,1,16,2,32,1,46,91.58 
0,100,2,8,2,32,1,62,70.91
1,100,2,8,2,32,1,62,93.64 
0,100,4,4,2,32,1,62,71.51
1,100,4,4,2,32,1,62,92.69 
0,100,8,2,2,32,1,62,71.94
1,100,8,2,2,32,1,62,94.26 
0,100,16,1,2,32,1,54,70.07
1,100,16,1,2,32,1,54,93.84 
0,160,1,10,2,32,1,46,70.56
1,160,1,10,2,32,1,46,94.35 
0,160,2,5,2,32,1,62,71.72
1,160,2,5,2,32,1,62,91.73 
0,160,5,2,2,32,1,62,71.26
1,160,5,2,2,32,1,62,94.52 
0,160,10,1,2,32,1,54,71.36
1,160,10,1,2,32,1,54,91.42 
0,200,1,8,2,32,1,46,71.35
1,200,1,8,2,32,1,46,93.07 
0,200,2,4,2,32,1,62,71.05
1,200,2,4,2,32,1,62,92.5 
0,200,4,2,2,32,1,62,72.16
1,200,4,2,2,32,1,62,92.51 
0,200,8,1,2,32,1,54,70.08
1,200,8,1,2,32,1,54,93.18 
0,320,1,5,2,32,1,46,70.76
1,320,1,5,2,32,1,46,93.96 
0,320,5,1,2,32,1,54,70.98
1,320,5,1,2,32,1,54,94.72 
0,400,1,4,2,32,1,46,71.37
1,400,1,4,2,32,1,46,93.1 
0,400,2,2,2,32,1,62,72.34
1,400,2,2,2,32,1,62,94.27 
0,400,4,1,2,32,1,54,70.14
1,400,4,1,2,32,1,54,94.02 
0,800,1,2,2,32,1,46,72.48
1,800,1,2,2,32,1,46,93.69 
0,800,2,1,2,32,1,54,69.37
1,800,2,1,2,32,1,54,94.17 
0,1600,1,1,2,32,1,38,71.45
1,1600,1,1,2,32,1,38,91.93 
0,1,1,800,4,32,1,14,70.02
1,1,1,800,4,32,1,14,96.16 
0,1,2,400,4,32,1,30,71.63
1,1,2,400,4,32,1,30,96.15 
0,1,4,200,4,32,1,30,72.66
1,1,4,200,4,32,1,30,93.17 
0,1,5,160,4,32,1,30,70.77
1,1,5,160,4,32,1,30,94.97 
0,1,8,100,4,32,1,30,72.63
1,1,8,100,4,32,1,30,95.37 
0,1,10,80,4,32,1,30,71.73
1,1,10,80,4,32,1,30,95.07 
0,1,16,50,4,32,1,30,72.24
1,1,16,50,4,32,1,30,95.29 
0,1,20,40,4,32,1,30,71.24
1,1,20,40,4,32,1,30,94.89 
0,1,25,32,4,32,1,30,71.84
1,1,25,32,4,32,1,30,95.42 
0,1,32,25,4,32,1,30,71.16
1,1,32,25,4,32,1,30,96.7 
0,1,40,20,4,32,1,30,72.01
1,1,40,20,4,32,1,30,96.31 
0,1,50,16,4,32,1,30,72.25
1,1,50,16,4,32,1,30,94.93 
0,1,80,10,4,32,1,30,71.73
1,1,80,10,4,32,1,30,95.7 
0,1,100,8,4,32,1,30,72.97
1,1,100,8,4,32,1,30,95.62 
0,1,160,5,4,32,1,30,70.66
1,1,160,5,4,32,1,30,95.18 
0,1,200,4,4,32,1,30,71.93
1,1,200,4,4,32,1,30,94.69 
0,1,400,2,4,32,1,30,70.4
1,1,400,2,4,32,1,30,95.46 
0,1,800,1,4,32,1,22,71.67
1,1,800,1,4,32,1,22,95.27 
0,2,1,400,4,32,1,46,72.69
1,2,1,400,4,32,1,46,95.88 
0,2,2,200,4,32,1,62,70.85
1,2,2,200,4,32,1,62,96.11 
0,2,4,100,4,32,1,62,74.53
1,2,4,100,4,32,1,62,95.99 
0,2,5,80,4,32,1,62,72.68
1,2,5,80,4,32,1,62,96.51 
0,2,8,50,4,32,1,62,73.09
1,2,8,50,4,32,1,62,94.72 
0,2,10,40,4,32,1,62,72.88
1,2,10,40,4,32,1,62,95.56 
0,2,16,25,4,32,1,62,72.33
1,2,16,25,4,32,1,62,95.74 
0,2,20,20,4,32,1,62,72.37
1,2,20,20,4,32,1,62,94.6 
0,2,25,16,4,32,1,62,72.7
1,2,25,16,4,32,1,62,94.25 
0,2,40,10,4,32,1,62,72.62
1,2,40,10,4,32,1,62,95.98 
0,2,50,8,4,32,1,62,70.83
1,2,50,8,4,32,1,62,94.48 
0,2,80,5,4,32,1,62,72.58
1,2,80,5,4,32,1,62,96.16 
0,2,100,4,4,32,1,62,71.75
1,2,100,4,4,32,1,62,95.91 
0,2,200,2,4,32,1,62,72.12
1,2,200,2,4,32,1,62,94.13 
0,2,400,1,4,32,1,54,70.73
1,2,400,1,4,32,1,54,94.24 
0,4,1,200,4,32,1,46,72.58
1,4,1,200,4,32,1,46,95.64 
0,4,2,100,4,32,1,62,71.67
1,4,2,100,4,32,1,62,96.21 
0,4,4,50,4,32,1,62,72.37
1,4,4,50,4,32,1,62,94.16 
0,4,5,40,4,32,1,62,71.79
1,4,5,40,4,32,1,62,96.06 
0,4,8,25,4,32,1,62,72.67
1,4,8,25,4,32,1,62,95.5 
0,4,10,20,4,32,1,62,70.91
1,4,10,20,4,32,1,62,95.26 
0,4,20,10,4,32,1,62,70.09
1,4,20,10,4,32,1,62,95.02 
0,4,25,8,4,32,1,62,72.62
1,4,25,8,4,32,1,62,95.56 
0,4,40,5,4,32,1,62,72.31
1,4,40,5,4,32,1,62,96.32 
0,4,50,4,4,32,1,62,72.11
1,4,50,4,4,32,1,62,94.95 
0,4,100,2,4,32,1,62,72.61
1,4,100,2,4,32,1,62,94.81 
0,4,200,1,4,32,1,54,71.45
1,4,200,1,4,32,1,54,96.14 
0,5,1,160,4,32,1,46,72.35
1,5,1,160,4,32,1,46,96.4 
0,5,2,80,4,32,1,62,73.12
1,5,2,80,4,32,1,62,93.93 
0,5,4,40,4,32,1,62,73.33
1,5,4,40,4,32,1,62,94.3 
0,5,5,32,4,32,1,62,72.33
1,5,5,32,4,32,1,62,96.16 
0,5,8,20,4,32,1,62,72.28
1,5,8,20,4,32,1,62,95.94 
0,5,10,16,4,32,1,62,73.27
1,5,10,16,4,32,1,62,96.38 
0,5,16,10,4,32,1,62,71.88
1,5,16,10,4,32,1,62,95.73 
0,5,20,8,4,32,1,62,72.71
1,5,20,8,4,32,1,62,94.82 
0,5,32,5,4,32,1,62,72.95
1,5,32,5,4,32,1,62,93.86 
0,5,40,4,4,32,1,62,72.4
1,5,40,4,4,32,1,62,95.24 
0,5,80,2,4,32,1,62,72.19
1,5,80,2,4,32,1,62,95.91 
0,5,160,1,4,32,1,54,71.74
1,5,160,1,4,32,1,54,95.8 
0,8,1,100,4,32,1,46,71.78
1,8,1,100,4,32,1,46,95.22 
0,8,2,50,4,32,1,62,71.76
1,8,2,50,4,32,1,62,94.77 
0,8,4,25,4,32,1,62,72.39
1,8,4,25,4,32,1,62,94.97 
0,8,5,20,4,32,1,62,72.72
1,8,5,20,4,32,1,62,96.27 
0,8,10,10,4,32,1,62,72.88
1,8,10,10,4,32,1,62,95.22 
0,8,20,5,4,32,1,62,72.49
1,8,20,5,4,32,1,62,94.58 
0,8,25,4,4,32,1,62,71.55
1,8,25,4,4,32,1,62,95.32 
0,8,50,2,4,32,1,62,71.88
1,8,50,2,4,32,1,62,95.5 
0,8,100,1,4,32,1,54,71.25
1,8,100,1,4,32,1,54,94.29 
0,10,1,80,4,32,1,46,73.1
1,10,1,80,4,32,1,46,96.09 
0,10,2,40,4,32,1,62,71.61
