gx,gy,gz,bx,by,bz,funcId,smefficiency 
64,16,1,4,16,4,55,11.19 
128,1,8,4,16,4,47,11.16 
128,2,4,4,16,4,63,11.16 
128,4,2,4,16,4,63,11.17 
128,8,1,4,16,4,55,11.19 
256,1,4,4,16,4,47,11.24 
256,2,2,4,16,4,63,11.18 
256,4,1,4,16,4,55,11.19 
512,1,2,4,16,4,47,11.16 
512,2,1,4,16,4,55,11.17 
1024,1,1,4,16,4,39,11.15 
1,1,512,8,16,4,15,5.79 
1,2,256,8,16,4,31,5.79 
1,4,128,8,16,4,31,5.79 
1,8,64,8,16,4,31,5.79 
1,16,32,8,16,4,31,5.79 
1,32,16,8,16,4,31,5.79 
1,64,8,8,16,4,31,5.79 
1,128,4,8,16,4,31,5.82 
1,256,2,8,16,4,31,5.79 
1,512,1,8,16,4,23,5.79 
2,1,256,8,16,4,47,5.8 
2,2,128,8,16,4,63,5.8 
2,4,64,8,16,4,63,5.8 
2,8,32,8,16,4,63,5.8 
2,16,16,8,16,4,63,5.79 
2,32,8,8,16,4,63,5.79 
2,64,4,8,16,4,63,5.8 
2,128,2,8,16,4,63,5.8 
2,256,1,8,16,4,55,5.79 
4,1,128,8,16,4,47,5.79 
4,2,64,8,16,4,63,5.81 
4,4,32,8,16,4,63,5.79 
4,8,16,8,16,4,63,5.8 
4,16,8,8,16,4,63,5.8 
4,32,4,8,16,4,63,5.8 
4,64,2,8,16,4,63,5.8 
4,128,1,8,16,4,55,5.79 
8,1,64,8,16,4,47,5.79 
8,2,32,8,16,4,63,5.8 
8,4,16,8,16,4,63,5.81 
8,8,8,8,16,4,63,5.82 
8,16,4,8,16,4,63,5.8 
8,32,2,8,16,4,63,5.79 
8,64,1,8,16,4,55,5.79 
16,1,32,8,16,4,47,5.79 
16,2,16,8,16,4,63,5.8 
16,4,8,8,16,4,63,5.79 
16,8,4,8,16,4,63,5.8 
16,16,2,8,16,4,63,5.8 
16,32,1,8,16,4,55,5.79 
32,1,16,8,16,4,47,5.79 
32,2,8,8,16,4,63,5.8 
32,4,4,8,16,4,63,5.8 
32,8,2,8,16,4,63,5.79 
32,16,1,8,16,4,55,5.79 
64,1,8,8,16,4,47,5.79 
64,2,4,8,16,4,63,5.8 
64,4,2,8,16,4,63,5.8 
64,8,1,8,16,4,55,5.79 
128,1,4,8,16,4,47,5.81 
128,2,2,8,16,4,63,5.8 
128,4,1,8,16,4,55,5.79 
256,1,2,8,16,4,47,5.8 
256,2,1,8,16,4,55,5.81 
512,1,1,8,16,4,39,5.79 
1,1,256,16,16,4,15,5.79 
1,2,128,16,16,4,31,5.77 
1,4,64,16,16,4,31,5.77 
1,8,32,16,16,4,31,5.77 
1,16,16,16,16,4,31,5.78 
1,32,8,16,16,4,31,5.78 
1,64,4,16,16,4,31,5.78 
1,128,2,16,16,4,31,5.78 
1,256,1,16,16,4,23,5.77 
2,1,128,16,16,4,47,5.77 
2,2,64,16,16,4,63,5.78 
2,4,32,16,16,4,63,5.77 
2,8,16,16,16,4,63,5.78 
2,16,8,16,16,4,63,5.78 
2,32,4,16,16,4,63,5.77 
2,64,2,16,16,4,63,5.78 
2,128,1,16,16,4,55,5.78 
4,1,64,16,16,4,47,5.78 
4,2,32,16,16,4,63,5.78 
4,4,16,16,16,4,63,5.8 
4,8,8,16,16,4,63,5.79 
4,16,4,16,16,4,63,5.79 
4,32,2,16,16,4,63,5.78 
4,64,1,16,16,4,55,5.78 
8,1,32,16,16,4,47,5.78 
8,2,16,16,16,4,63,5.78 
8,4,8,16,16,4,63,5.79 
8,8,4,16,16,4,63,5.78 
8,16,2,16,16,4,63,5.77 
8,32,1,16,16,4,55,5.77 
16,1,16,16,16,4,47,5.77 
16,2,8,16,16,4,63,5.79 
16,4,4,16,16,4,63,5.78 
16,8,2,16,16,4,63,5.78 
16,16,1,16,16,4,55,5.77 
32,1,8,16,16,4,47,5.77 
32,2,4,16,16,4,63,5.78 
32,4,2,16,16,4,63,5.78 
32,8,1,16,16,4,55,5.77 
64,1,4,16,16,4,47,5.78 
64,2,2,16,16,4,63,5.78 
64,4,1,16,16,4,55,5.78 
128,1,2,16,16,4,47,5.78 
128,2,1,16,16,4,55,5.78 
256,1,1,16,16,4,39,5.77 
1,1,2048,1,32,4,11,19.25 
1,2,1024,1,32,4,27,19.49 
1,4,512,1,32,4,27,19.31 
1,8,256,1,32,4,27,19.31 
1,16,128,1,32,4,27,19.17 
1,32,64,1,32,4,27,19.32 
1,64,32,1,32,4,27,19.47 
1,128,16,1,32,4,27,19.4 
1,256,8,1,32,4,27,19.31 
1,512,4,1,32,4,27,19.4 
1,1024,2,1,32,4,27,19.15 
1,2048,1,1,32,4,19,19.36 
2,1,1024,1,32,4,43,19.48 
2,2,512,1,32,4,59,19.31 
2,4,256,1,32,4,59,19.43 
2,8,128,1,32,4,59,19.4 
2,16,64,1,32,4,59,19.35 
2,32,32,1,32,4,59,19.44 
2,64,16,1,32,4,59,19.32 
2,128,8,1,32,4,59,19.23 
2,256,4,1,32,4,59,19.33 
2,512,2,1,32,4,59,19.53 
2,1024,1,1,32,4,51,20.04 
4,1,512,1,32,4,43,19.45 
4,2,256,1,32,4,59,19.47 
4,4,128,1,32,4,59,19.17 
4,8,64,1,32,4,59,19.42 
4,16,32,1,32,4,59,19.25 
4,32,16,1,32,4,59,19.44 
4,64,8,1,32,4,59,19.34 
4,128,4,1,32,4,59,19.42 
4,256,2,1,32,4,59,19.27 
4,512,1,1,32,4,51,20.25 
8,1,256,1,32,4,43,19.42 
8,2,128,1,32,4,59,19.44 
8,4,64,1,32,4,59,19.44 
8,8,32,1,32,4,59,19.45 
8,16,16,1,32,4,59,19.28 
8,32,8,1,32,4,59,19.3 
8,64,4,1,32,4,59,19.06 
8,128,2,1,32,4,59,19.35 
8,256,1,1,32,4,51,20.0 
16,1,128,1,32,4,43,19.5 
16,2,64,1,32,4,59,19.48 
16,4,32,1,32,4,59,19.26 
16,8,16,1,32,4,59,19.4 
16,16,8,1,32,4,59,19.44 
16,32,4,1,32,4,59,19.12 
16,64,2,1,32,4,59,19.52 
16,128,1,1,32,4,51,20.23 
32,1,64,1,32,4,43,19.16 
32,2,32,1,32,4,59,19.21 
32,4,16,1,32,4,59,19.36 
32,8,8,1,32,4,59,19.23 
32,16,4,1,32,4,59,19.06 
32,32,2,1,32,4,59,19.43 
32,64,1,1,32,4,51,20.22 
64,1,32,1,32,4,43,19.42 
64,2,16,1,32,4,59,19.44 
64,4,8,1,32,4,59,19.35 
64,8,4,1,32,4,59,19.36 
64,16,2,1,32,4,59,19.12 
64,32,1,1,32,4,51,20.02 
128,1,16,1,32,4,43,19.4 
128,2,8,1,32,4,59,19.15 
128,4,4,1,32,4,59,19.37 
128,8,2,1,32,4,59,19.31 
128,16,1,1,32,4,51,20.15 
256,1,8,1,32,4,43,19.1 
256,2,4,1,32,4,59,19.19 
256,4,2,1,32,4,59,19.32 
256,8,1,1,32,4,51,19.5 
512,1,4,1,32,4,43,19.25 
512,2,2,1,32,4,59,19.4 
512,4,1,1,32,4,51,20.18 
1024,1,2,1,32,4,43,19.42 
1024,2,1,1,32,4,51,20.1 
2048,1,1,1,32,4,35,19.45 
1,1,1024,2,32,4,15,11.2 
1,2,512,2,32,4,31,11.19 
1,4,256,2,32,4,31,11.13 
1,8,128,2,32,4,31,11.21 
1,16,64,2,32,4,31,11.21 
1,32,32,2,32,4,31,11.15 
1,64,16,2,32,4,31,11.19 
1,128,8,2,32,4,31,11.2 
1,256,4,2,32,4,31,11.17 
1,512,2,2,32,4,31,11.16 
1,1024,1,2,32,4,23,11.19 
2,1,512,2,32,4,47,11.15 
2,2,256,2,32,4,63,11.2 
2,4,128,2,32,4,63,11.2 
2,8,64,2,32,4,63,11.17 
2,16,32,2,32,4,63,11.2 
2,32,16,2,32,4,63,11.19 
2,64,8,2,32,4,63,11.21 
2,128,4,2,32,4,63,11.17 
2,256,2,2,32,4,63,11.17 
2,512,1,2,32,4,55,11.16 
4,1,256,2,32,4,47,11.16 
4,2,128,2,32,4,63,11.16 
4,4,64,2,32,4,63,11.21 
4,8,32,2,32,4,63,11.19 
4,16,16,2,32,4,63,11.19 
4,32,8,2,32,4,63,11.17 
4,64,4,2,32,4,63,11.19 
4,128,2,2,32,4,63,11.17 
4,256,1,2,32,4,55,11.17 
8,1,128,2,32,4,47,11.17 
8,2,64,2,32,4,63,11.21 
8,4,32,2,32,4,63,11.19 
8,8,16,2,32,4,63,11.19 
8,16,8,2,32,4,63,11.19 
8,32,4,2,32,4,63,11.2 
8,64,2,2,32,4,63,11.19 
8,128,1,2,32,4,55,11.15 
16,1,64,2,32,4,47,11.18 
16,2,32,2,32,4,63,11.19 
16,4,16,2,32,4,63,11.19 
16,8,8,2,32,4,63,11.2 
16,16,4,2,32,4,63,11.19 
16,32,2,2,32,4,63,11.19 
16,64,1,2,32,4,55,11.19 
32,1,32,2,32,4,47,11.16 
32,2,16,2,32,4,63,11.2 
32,4,8,2,32,4,63,11.22 
32,8,4,2,32,4,63,11.19 
32,16,2,2,32,4,63,11.21 
32,32,1,2,32,4,55,11.15 
64,1,16,2,32,4,47,11.17 
64,2,8,2,32,4,63,11.27 
64,4,4,2,32,4,63,11.18 
64,8,2,2,32,4,63,11.17 
64,16,1,2,32,4,55,11.18 
128,1,8,2,32,4,47,11.18 
128,2,4,2,32,4,63,11.17 
128,4,2,2,32,4,63,11.19 
128,8,1,2,32,4,55,11.17 
256,1,4,2,32,4,47,11.16 
256,2,2,2,32,4,63,11.2 
256,4,1,2,32,4,55,11.14 
512,1,2,2,32,4,47,11.13 
512,2,1,2,32,4,55,11.17 
1024,1,1,2,32,4,39,11.17 
1,1,512,4,32,4,15,5.8 
1,2,256,4,32,4,31,5.79 
1,4,128,4,32,4,31,5.79 
1,8,64,4,32,4,31,5.81 
1,16,32,4,32,4,31,5.79 
1,32,16,4,32,4,31,5.81 
1,64,8,4,32,4,31,5.79 
1,128,4,4,32,4,31,5.81 
1,256,2,4,32,4,31,5.79 
1,512,1,4,32,4,23,5.79 
2,1,256,4,32,4,47,5.8 
2,2,128,4,32,4,63,5.8 
2,4,64,4,32,4,63,5.8 
2,8,32,4,32,4,63,5.79 
2,16,16,4,32,4,63,5.8 
2,32,8,4,32,4,63,5.8 
2,64,4,4,32,4,63,5.8 
2,128,2,4,32,4,63,5.8 
2,256,1,4,32,4,55,5.79 
4,1,128,4,32,4,47,5.79 
4,2,64,4,32,4,63,5.8 
4,4,32,4,32,4,63,5.8 
4,8,16,4,32,4,63,5.81 
4,16,8,4,32,4,63,5.81 
4,32,4,4,32,4,63,5.8 
4,64,2,4,32,4,63,5.8 
4,128,1,4,32,4,55,5.79 
8,1,64,4,32,4,47,5.79 
8,2,32,4,32,4,63,5.8 
8,4,16,4,32,4,63,5.8 
8,8,8,4,32,4,63,5.8 
8,16,4,4,32,4,63,5.8 
8,32,2,4,32,4,63,5.8 
8,64,1,4,32,4,55,5.79 
16,1,32,4,32,4,47,5.79 
16,2,16,4,32,4,63,5.8 
16,4,8,4,32,4,63,5.8 
16,8,4,4,32,4,63,5.8 
16,16,2,4,32,4,63,5.81 
16,32,1,4,32,4,55,5.79 
32,1,16,4,32,4,47,5.79 
32,2,8,4,32,4,63,5.79 
32,4,4,4,32,4,63,5.79 
32,8,2,4,32,4,63,5.8 
32,16,1,4,32,4,55,5.79 
64,1,8,4,32,4,47,5.81 
64,2,4,4,32,4,63,5.8 
64,4,2,4,32,4,63,5.81 
64,8,1,4,32,4,55,5.79 
128,1,4,4,32,4,47,5.79 
128,2,2,4,32,4,63,5.8 
128,4,1,4,32,4,55,5.79 
256,1,2,4,32,4,47,5.8 
256,2,1,4,32,4,55,5.79 
512,1,1,4,32,4,39,5.8 
1,1,256,8,32,4,15,5.77 
1,2,128,8,32,4,31,5.78 
1,4,64,8,32,4,31,5.79 
1,8,32,8,32,4,31,5.78 
1,16,16,8,32,4,31,5.76 
1,32,8,8,32,4,31,5.77 
1,64,4,8,32,4,31,5.77 
1,128,2,8,32,4,31,5.79 
1,256,1,8,32,4,23,5.8 
2,1,128,8,32,4,47,5.78 
2,2,64,8,32,4,63,5.77 
2,4,32,8,32,4,63,5.78 
2,8,16,8,32,4,63,5.78 
2,16,8,8,32,4,63,5.77 
2,32,4,8,32,4,63,5.79 
2,64,2,8,32,4,63,5.79 
2,128,1,8,32,4,55,5.78 
4,1,64,8,32,4,47,5.78 
4,2,32,8,32,4,63,5.77 
4,4,16,8,32,4,63,5.8 
4,8,8,8,32,4,63,5.78 
4,16,4,8,32,4,63,5.77 
4,32,2,8,32,4,63,5.77 
4,64,1,8,32,4,55,5.77 
8,1,32,8,32,4,47,5.77 
8,2,16,8,32,4,63,5.79 
8,4,8,8,32,4,63,5.77 
8,8,4,8,32,4,63,5.78 
8,16,2,8,32,4,63,5.78 
8,32,1,8,32,4,55,5.77 
16,1,16,8,32,4,47,5.78 
16,2,8,8,32,4,63,5.78 
16,4,4,8,32,4,63,5.77 
16,8,2,8,32,4,63,5.78 
16,16,1,8,32,4,55,5.77 
32,1,8,8,32,4,47,5.76 
32,2,4,8,32,4,63,5.79 
32,4,2,8,32,4,63,5.78 
32,8,1,8,32,4,55,5.77 
64,1,4,8,32,4,47,5.77 
64,2,2,8,32,4,63,5.78 
64,4,1,8,32,4,55,5.77 
128,1,2,8,32,4,47,5.77 
128,2,1,8,32,4,55,5.77 
256,1,1,8,32,4,39,5.79 
1,1,1024,1,64,4,11,11.13 
1,2,512,1,64,4,27,11.17 
1,4,256,1,64,4,27,11.19 
1,8,128,1,64,4,27,11.17 
1,16,64,1,64,4,27,11.17 
1,32,32,1,64,4,27,11.16 
1,64,16,1,64,4,27,11.16 
1,128,8,1,64,4,27,11.14 
1,256,4,1,64,4,27,11.17 
1,512,2,1,64,4,27,11.16 
1,1024,1,1,64,4,19,11.19 
2,1,512,1,64,4,43,11.21 
2,2,256,1,64,4,59,11.18 
2,4,128,1,64,4,59,11.22 
2,8,64,1,64,4,59,11.2 
2,16,32,1,64,4,59,11.23 
2,32,16,1,64,4,59,11.17 
2,64,8,1,64,4,59,11.18 
2,128,4,1,64,4,59,11.19 
2,256,2,1,64,4,59,11.19 
2,512,1,1,64,4,51,11.16 
4,1,256,1,64,4,43,11.19 
4,2,128,1,64,4,59,11.18 
4,4,64,1,64,4,59,11.18 
4,8,32,1,64,4,59,11.19 
4,16,16,1,64,4,59,11.16 
4,32,8,1,64,4,59,11.18 
4,64,4,1,64,4,59,11.18 
4,128,2,1,64,4,59,11.2 
4,256,1,1,64,4,51,11.18 
8,1,128,1,64,4,43,11.16 
8,2,64,1,64,4,59,11.19 
8,4,32,1,64,4,59,11.18 
8,8,16,1,64,4,59,11.16 
8,16,8,1,64,4,59,11.15 
8,32,4,1,64,4,59,11.17 
8,64,2,1,64,4,59,11.2 
8,128,1,1,64,4,51,11.15 
16,1,64,1,64,4,43,11.17 
16,2,32,1,64,4,59,11.16 
16,4,16,1,64,4,59,11.19 
16,8,8,1,64,4,59,11.17 
16,16,4,1,64,4,59,11.15 
16,32,2,1,64,4,59,11.15 
16,64,1,1,64,4,51,11.15 
32,1,32,1,64,4,43,11.15 
32,2,16,1,64,4,59,11.17 
32,4,8,1,64,4,59,11.17 
32,8,4,1,64,4,59,11.22 
32,16,2,1,64,4,59,11.19 
32,32,1,1,64,4,51,11.15 
64,1,16,1,64,4,43,11.16 
64,2,8,1,64,4,59,11.19 
64,4,4,1,64,4,59,11.17 
64,8,2,1,64,4,59,11.18 
64,16,1,1,64,4,51,11.16 
128,1,8,1,64,4,43,11.16 
128,2,4,1,64,4,59,11.17 
128,4,2,1,64,4,59,11.18 
128,8,1,1,64,4,51,11.17 
256,1,4,1,64,4,43,11.15 
256,2,2,1,64,4,59,11.17 
256,4,1,1,64,4,51,11.15 
512,1,2,1,64,4,43,11.17 
512,2,1,1,64,4,51,11.16 
1024,1,1,1,64,4,35,11.17 
1,1,512,2,64,4,15,5.8 
1,2,256,2,64,4,31,5.81 
1,4,128,2,64,4,31,5.79 
1,8,64,2,64,4,31,5.79 
1,16,32,2,64,4,31,5.79 
1,32,16,2,64,4,31,5.79 
1,64,8,2,64,4,31,5.79 
1,128,4,2,64,4,31,5.76 
1,256,2,2,64,4,31,5.79 
1,512,1,2,64,4,23,5.79 
2,1,256,2,64,4,47,5.79 
2,2,128,2,64,4,63,5.8 
2,4,64,2,64,4,63,5.79 
2,8,32,2,64,4,63,5.79 
2,16,16,2,64,4,63,5.8 
2,32,8,2,64,4,63,5.8 
2,64,4,2,64,4,63,5.79 
2,128,2,2,64,4,63,5.8 
2,256,1,2,64,4,55,5.79 
4,1,128,2,64,4,47,5.82 
4,2,64,2,64,4,63,5.79 
4,4,32,2,64,4,63,5.78 
4,8,16,2,64,4,63,5.79 
4,16,8,2,64,4,63,5.79 
4,32,4,2,64,4,63,5.79 
4,64,2,2,64,4,63,5.8 
4,128,1,2,64,4,55,5.79 
8,1,64,2,64,4,47,5.78 
8,2,32,2,64,4,63,5.79 
8,4,16,2,64,4,63,5.8 
8,8,8,2,64,4,63,5.79 
8,16,4,2,64,4,63,5.78 
8,32,2,2,64,4,63,5.79 
8,64,1,2,64,4,55,5.81 
16,1,32,2,64,4,47,5.79 
16,2,16,2,64,4,63,5.79 
16,4,8,2,64,4,63,5.8 
16,8,4,2,64,4,63,5.79 
16,16,2,2,64,4,63,5.79 
16,32,1,2,64,4,55,5.83 
32,1,16,2,64,4,47,5.79 
32,2,8,2,64,4,63,5.82 
32,4,4,2,64,4,63,5.79 
32,8,2,2,64,4,63,5.79 
32,16,1,2,64,4,55,5.79 
64,1,8,2,64,4,47,5.81 
64,2,4,2,64,4,63,5.79 
64,4,2,2,64,4,63,5.79 
64,8,1,2,64,4,55,5.8 
128,1,4,2,64,4,47,5.83 
128,2,2,2,64,4,63,5.79 
128,4,1,2,64,4,55,5.79 
256,1,2,2,64,4,47,5.79 
256,2,1,2,64,4,55,5.79 
512,1,1,2,64,4,39,5.79 
1,1,256,4,64,4,15,5.76 
1,2,128,4,64,4,31,5.77 
1,4,64,4,64,4,31,5.78 
1,8,32,4,64,4,31,5.78 
1,16,16,4,64,4,31,5.77 
1,32,8,4,64,4,31,5.78 
1,64,4,4,64,4,31,5.77 
1,128,2,4,64,4,31,5.78 
1,256,1,4,64,4,23,5.76 
2,1,128,4,64,4,47,5.77 
2,2,64,4,64,4,63,5.78 
2,4,32,4,64,4,63,5.81 
2,8,16,4,64,4,63,5.77 
2,16,8,4,64,4,63,5.79 
2,32,4,4,64,4,63,5.77 
2,64,2,4,64,4,63,5.78 
2,128,1,4,64,4,55,5.77 
4,1,64,4,64,4,47,5.77 
4,2,32,4,64,4,63,5.81 
4,4,16,4,64,4,63,5.8 
4,8,8,4,64,4,63,5.8 
4,16,4,4,64,4,63,5.79 
4,32,2,4,64,4,63,5.81 
4,64,1,4,64,4,55,5.77 
8,1,32,4,64,4,47,5.76 
8,2,16,4,64,4,63,5.79 
8,4,8,4,64,4,63,5.77 
8,8,4,4,64,4,63,5.77 
8,16,2,4,64,4,63,5.77 
8,32,1,4,64,4,55,5.76 
16,1,16,4,64,4,47,5.77 
16,2,8,4,64,4,63,5.8 
16,4,4,4,64,4,63,5.79 
16,8,2,4,64,4,63,5.81 
16,16,1,4,64,4,55,5.77 
32,1,8,4,64,4,47,5.77 
32,2,4,4,64,4,63,5.81 
32,4,2,4,64,4,63,5.82 
32,8,1,4,64,4,55,5.76 
64,1,4,4,64,4,47,5.76 
64,2,2,4,64,4,63,5.82 
64,4,1,4,64,4,55,5.76 
128,1,2,4,64,4,47,5.76 
128,2,1,4,64,4,55,5.76 
256,1,1,4,64,4,39,5.8 
1,1,512,1,128,4,11,5.78 
1,2,256,1,128,4,27,5.78 
1,4,128,1,128,4,27,5.78 
1,8,64,1,128,4,27,5.79 
1,16,32,1,128,4,27,5.8 
1,32,16,1,128,4,27,5.79 
1,64,8,1,128,4,27,5.8 
1,128,4,1,128,4,27,5.79 
1,256,2,1,128,4,27,5.79 
1,512,1,1,128,4,19,5.78 
2,1,256,1,128,4,43,5.79 
2,2,128,1,128,4,59,5.79 
2,4,64,1,128,4,59,5.79 
2,8,32,1,128,4,59,5.79 
2,16,16,1,128,4,59,5.79 
2,32,8,1,128,4,59,5.77 
2,64,4,1,128,4,59,5.79 
2,128,2,1,128,4,59,5.79 
2,256,1,1,128,4,51,5.8 
4,1,128,1,128,4,43,5.81 
4,2,64,1,128,4,59,5.79 
4,4,32,1,128,4,59,5.79 
4,8,16,1,128,4,59,5.8 
4,16,8,1,128,4,59,5.79 
4,32,4,1,128,4,59,5.8 
4,64,2,1,128,4,59,5.73 
4,128,1,1,128,4,51,5.79 
8,1,64,1,128,4,43,5.81 
8,2,32,1,128,4,59,5.79 
8,4,16,1,128,4,59,5.79 
8,8,8,1,128,4,59,5.79 
8,16,4,1,128,4,59,5.81 
8,32,2,1,128,4,59,5.79 
8,64,1,1,128,4,51,5.79 
16,1,32,1,128,4,43,5.78 
16,2,16,1,128,4,59,5.79 
16,4,8,1,128,4,59,5.79 
16,8,4,1,128,4,59,5.78 
16,16,2,1,128,4,59,5.76 
16,32,1,1,128,4,51,5.78 
32,1,16,1,128,4,43,5.78 
32,2,8,1,128,4,59,5.79 
32,4,4,1,128,4,59,5.79 
32,8,2,1,128,4,59,5.79 
32,16,1,1,128,4,51,5.79 
64,1,8,1,128,4,43,5.79 
64,2,4,1,128,4,59,5.79 
64,4,2,1,128,4,59,5.79 
64,8,1,1,128,4,51,5.79 
128,1,4,1,128,4,43,5.78 
128,2,2,1,128,4,59,5.79 
128,4,1,1,128,4,51,5.79 
256,1,2,1,128,4,43,5.79 
256,2,1,1,128,4,51,5.79 
512,1,1,1,128,4,35,5.79 
1,1,256,2,128,4,15,5.76 
1,2,128,2,128,4,31,5.77 
1,4,64,2,128,4,31,5.77 
1,8,32,2,128,4,31,5.71 
1,16,16,2,128,4,31,5.79 
1,32,8,2,128,4,31,5.79 
1,64,4,2,128,4,31,5.79 
1,128,2,2,128,4,31,5.82 
1,256,1,2,128,4,23,5.79 
2,1,128,2,128,4,47,5.76 
2,2,64,2,128,4,63,5.78 
2,4,32,2,128,4,63,5.76 
2,8,16,2,128,4,63,5.77 
2,16,8,2,128,4,63,5.8 
2,32,4,2,128,4,63,5.8 
2,64,2,2,128,4,63,5.74 
2,128,1,2,128,4,55,5.79 
4,1,64,2,128,4,47,5.76 
4,2,32,2,128,4,63,5.77 
4,4,16,2,128,4,63,5.77 
4,8,8,2,128,4,63,5.77 
4,16,4,2,128,4,63,5.78 
4,32,2,2,128,4,63,5.78 
4,64,1,2,128,4,55,5.78 
8,1,32,2,128,4,47,5.78 
8,2,16,2,128,4,63,5.78 
8,4,8,2,128,4,63,5.77 
8,8,4,2,128,4,63,5.78 
8,16,2,2,128,4,63,5.78 
8,32,1,2,128,4,55,5.77 
16,1,16,2,128,4,47,5.78 
16,2,8,2,128,4,63,5.78 
16,4,4,2,128,4,63,5.78 
16,8,2,2,128,4,63,5.78 
16,16,1,2,128,4,55,5.78 
32,1,8,2,128,4,47,5.78 
32,2,4,2,128,4,63,5.78 
32,4,2,2,128,4,63,5.78 
32,8,1,2,128,4,55,5.78 
64,1,4,2,128,4,47,5.77 
64,2,2,2,128,4,63,5.78 
64,4,1,2,128,4,55,5.77 
128,1,2,2,128,4,47,5.78 
128,2,1,2,128,4,55,5.8 
256,1,1,2,128,4,39,5.77 
1,1,256,1,256,4,11,5.77 
1,2,128,1,256,4,27,5.73 
1,4,64,1,256,4,27,5.78 
1,8,32,1,256,4,27,5.78 
1,16,16,1,256,4,27,5.78 
1,32,8,1,256,4,27,5.78 
1,64,4,1,256,4,27,5.78 
1,128,2,1,256,4,27,5.79 
1,256,1,1,256,4,19,5.78 
2,1,128,1,256,4,43,5.77 
2,2,64,1,256,4,59,5.77 
2,4,32,1,256,4,59,5.78 
2,8,16,1,256,4,59,5.78 
2,16,8,1,256,4,59,5.78 
2,32,4,1,256,4,59,5.78 
2,64,2,1,256,4,59,5.78 
2,128,1,1,256,4,51,4.69 
4,1,64,1,256,4,43,5.78 
4,2,32,1,256,4,59,5.78 
4,4,16,1,256,4,59,5.77 
4,8,8,1,256,4,59,5.78 
4,16,4,1,256,4,59,5.78 
4,32,2,1,256,4,59,5.79 
4,64,1,1,256,4,51,4.69 
8,1,32,1,256,4,43,5.78 
8,2,16,1,256,4,59,5.78 
8,4,8,1,256,4,59,5.78 
8,8,4,1,256,4,59,5.77 
8,16,2,1,256,4,59,5.78 
8,32,1,1,256,4,51,4.69 
16,1,16,1,256,4,43,5.77 
16,2,8,1,256,4,59,5.78 
16,4,4,1,256,4,59,5.77 
16,8,2,1,256,4,59,5.79 
16,16,1,1,256,4,51,4.7 
32,1,8,1,256,4,43,5.78 
32,2,4,1,256,4,59,5.77 
32,4,2,1,256,4,59,5.78 
32,8,1,1,256,4,51,4.69 
64,1,4,1,256,4,43,5.77 
64,2,2,1,256,4,59,5.78 
64,4,1,1,256,4,51,4.7 
128,1,2,1,256,4,43,5.77 
128,2,1,1,256,4,51,4.69 
256,1,1,1,256,4,35,5.77 
1,1,8192,4,1,8,13,57.85 
1,2,4096,4,1,8,29,57.8 
1,4,2048,4,1,8,29,57.91 
1,8,1024,4,1,8,29,58.44 
1,16,512,4,1,8,29,58.37 
1,32,256,4,1,8,29,58.42 
1,64,128,4,1,8,29,57.86 
1,128,64,4,1,8,29,58.08 
1,256,32,4,1,8,29,58.0 
1,512,16,4,1,8,29,58.52 
1,1024,8,4,1,8,29,58.41 
1,2048,4,4,1,8,29,58.73 
1,4096,2,4,1,8,29,57.62 
1,8192,1,4,1,8,21,58.18 
2,1,4096,4,1,8,45,57.76 
2,2,2048,4,1,8,61,58.22 
2,4,1024,4,1,8,61,57.91 
2,8,512,4,1,8,61,58.17 
2,16,256,4,1,8,61,58.31 
2,32,128,4,1,8,61,57.86 
2,64,64,4,1,8,61,58.09 
2,128,32,4,1,8,61,58.13 
2,256,16,4,1,8,61,57.99 
2,512,8,4,1,8,61,58.22 
2,1024,4,4,1,8,61,57.68 
2,2048,2,4,1,8,61,57.61 
2,4096,1,4,1,8,53,58.37 
4,1,2048,4,1,8,45,57.54 
4,2,1024,4,1,8,61,57.92 
4,4,512,4,1,8,61,57.75 
4,8,256,4,1,8,61,58.49 
4,16,128,4,1,8,61,58.01 
4,32,64,4,1,8,61,58.03 
4,64,32,4,1,8,61,57.69 
4,128,16,4,1,8,61,58.45 
4,256,8,4,1,8,61,58.48 
4,512,4,4,1,8,61,58.51 
4,1024,2,4,1,8,61,58.14 
4,2048,1,4,1,8,53,57.87 
8,1,1024,4,1,8,45,58.45 
8,2,512,4,1,8,61,58.76 
8,4,256,4,1,8,61,58.37 
8,8,128,4,1,8,61,58.11 
8,16,64,4,1,8,61,58.4 
8,32,32,4,1,8,61,58.7 
8,64,16,4,1,8,61,58.49 
8,128,8,4,1,8,61,58.12 
8,256,4,4,1,8,61,58.7 
8,512,2,4,1,8,61,58.57 
8,1024,1,4,1,8,53,57.8 
16,1,512,4,1,8,45,58.13 
16,2,256,4,1,8,61,58.43 
16,4,128,4,1,8,61,58.42 
16,8,64,4,1,8,61,58.49 
16,16,32,4,1,8,61,58.46 
16,32,16,4,1,8,61,58.32 
16,64,8,4,1,8,61,57.77 
16,128,4,4,1,8,61,58.55 
16,256,2,4,1,8,61,58.65 
16,512,1,4,1,8,53,57.68 
32,1,256,4,1,8,45,58.65 
32,2,128,4,1,8,61,57.82 
32,4,64,4,1,8,61,58.09 
32,8,32,4,1,8,61,58.36 
32,16,16,4,1,8,61,58.18 
32,32,8,4,1,8,61,57.68 
32,64,4,4,1,8,61,58.25 
