gx,gy,gz,bx,by,bz,funcId,smefficiency 
32,128,2,4,1,8,61,58.51 
32,256,1,4,1,8,53,57.99 
64,1,128,4,1,8,45,57.64 
64,2,64,4,1,8,61,58.31 
64,4,32,4,1,8,61,58.61 
64,8,16,4,1,8,61,58.24 
64,16,8,4,1,8,61,58.56 
64,32,4,4,1,8,61,58.41 
64,64,2,4,1,8,61,57.86 
64,128,1,4,1,8,53,57.69 
128,1,64,4,1,8,45,58.33 
128,2,32,4,1,8,61,58.65 
128,4,16,4,1,8,61,57.99 
128,8,8,4,1,8,61,57.92 
128,16,4,4,1,8,61,58.5 
128,32,2,4,1,8,61,58.2 
128,64,1,4,1,8,53,57.99 
256,1,32,4,1,8,45,58.29 
256,2,16,4,1,8,61,58.7 
256,4,8,4,1,8,61,58.0 
256,8,4,4,1,8,61,58.35 
256,16,2,4,1,8,61,58.38 
256,32,1,4,1,8,53,57.85 
512,1,16,4,1,8,45,58.56 
512,2,8,4,1,8,61,58.65 
512,4,4,4,1,8,61,58.35 
512,8,2,4,1,8,61,58.19 
512,16,1,4,1,8,53,58.45 
1024,1,8,4,1,8,45,58.06 
1024,2,4,4,1,8,61,57.99 
1024,4,2,4,1,8,61,58.09 
1024,8,1,4,1,8,53,58.29 
2048,1,4,4,1,8,45,57.72 
2048,2,2,4,1,8,61,58.64 
2048,4,1,4,1,8,53,58.04 
4096,1,2,4,1,8,45,58.6 
4096,2,1,4,1,8,53,58.15 
8192,1,1,4,1,8,37,58.2 
1,1,4096,8,1,8,13,32.01 
1,2,2048,8,1,8,29,32.65 
1,4,1024,8,1,8,29,32.49 
1,8,512,8,1,8,29,32.53 
1,16,256,8,1,8,29,32.54 
1,32,128,8,1,8,29,32.45 
1,64,64,8,1,8,29,32.43 
1,128,32,8,1,8,29,32.47 
1,256,16,8,1,8,29,32.47 
1,512,8,8,1,8,29,32.62 
1,1024,4,8,1,8,29,32.59 
1,2048,2,8,1,8,29,32.51 
1,4096,1,8,1,8,21,32.44 
2,1,2048,8,1,8,45,32.55 
2,2,1024,8,1,8,61,33.04 
2,4,512,8,1,8,61,32.52 
2,8,256,8,1,8,61,32.53 
2,16,128,8,1,8,61,32.56 
2,32,64,8,1,8,61,32.46 
2,64,32,8,1,8,61,32.36 
2,128,16,8,1,8,61,32.54 
2,256,8,8,1,8,61,32.5 
2,512,4,8,1,8,61,31.92 
2,1024,2,8,1,8,61,32.07 
2,2048,1,8,1,8,53,32.39 
4,1,1024,8,1,8,45,31.77 
4,2,512,8,1,8,61,31.98 
4,4,256,8,1,8,61,32.47 
4,8,128,8,1,8,61,32.28 
4,16,64,8,1,8,61,32.71 
4,32,32,8,1,8,61,32.46 
4,64,16,8,1,8,61,32.05 
4,128,8,8,1,8,61,32.4 
4,256,4,8,1,8,61,32.6 
4,512,2,8,1,8,61,32.42 
4,1024,1,8,1,8,53,32.47 
8,1,512,8,1,8,45,32.56 
8,2,256,8,1,8,61,32.41 
8,4,128,8,1,8,61,32.44 
8,8,64,8,1,8,61,32.99 
8,16,32,8,1,8,61,32.65 
8,32,16,8,1,8,61,32.52 
8,64,8,8,1,8,61,31.82 
8,128,4,8,1,8,61,32.44 
8,256,2,8,1,8,61,32.47 
8,512,1,8,1,8,53,32.19 
16,1,256,8,1,8,45,32.66 
16,2,128,8,1,8,61,32.48 
16,4,64,8,1,8,61,32.02 
16,8,32,8,1,8,61,32.92 
16,16,16,8,1,8,61,31.89 
16,32,8,8,1,8,61,32.11 
16,64,4,8,1,8,61,31.97 
16,128,2,8,1,8,61,32.34 
16,256,1,8,1,8,53,32.45 
32,1,128,8,1,8,45,31.94 
32,2,64,8,1,8,61,32.95 
32,4,32,8,1,8,61,32.67 
32,8,16,8,1,8,61,31.76 
32,16,8,8,1,8,61,32.35 
32,32,4,8,1,8,61,32.48 
32,64,2,8,1,8,61,31.93 
32,128,1,8,1,8,53,32.0 
64,1,64,8,1,8,45,32.42 
64,2,32,8,1,8,61,32.55 
64,4,16,8,1,8,61,32.33 
64,8,8,8,1,8,61,32.46 
64,16,4,8,1,8,61,32.53 
64,32,2,8,1,8,61,32.51 
64,64,1,8,1,8,53,32.45 
128,1,32,8,1,8,45,31.85 
128,2,16,8,1,8,61,32.43 
128,4,8,8,1,8,61,32.53 
128,8,4,8,1,8,61,32.44 
128,16,2,8,1,8,61,32.49 
128,32,1,8,1,8,53,31.98 
256,1,16,8,1,8,45,32.42 
256,2,8,8,1,8,61,32.62 
256,4,4,8,1,8,61,31.87 
256,8,2,8,1,8,61,32.03 
256,16,1,8,1,8,53,32.13 
512,1,8,8,1,8,45,32.92 
512,2,4,8,1,8,61,32.49 
512,4,2,8,1,8,61,32.12 
512,8,1,8,1,8,53,32.09 
1024,1,4,8,1,8,45,31.86 
1024,2,2,8,1,8,61,32.43 
1024,4,1,8,1,8,53,32.34 
2048,1,2,8,1,8,45,32.39 
2048,2,1,8,1,8,53,32.98 
4096,1,1,8,1,8,37,32.07 
1,1,2048,16,1,8,13,18.98 
1,2,1024,16,1,8,29,18.97 
1,4,512,16,1,8,29,18.65 
1,8,256,16,1,8,29,18.5 
1,16,128,16,1,8,29,19.42 
1,32,64,16,1,8,29,18.97 
1,64,32,16,1,8,29,18.94 
1,128,16,16,1,8,29,19.08 
1,256,8,16,1,8,29,18.74 
1,512,4,16,1,8,29,18.9 
1,1024,2,16,1,8,29,19.0 
1,2048,1,16,1,8,21,18.96 
2,1,1024,16,1,8,45,18.63 
2,2,512,16,1,8,61,18.96 
2,4,256,16,1,8,61,18.95 
2,8,128,16,1,8,61,18.99 
2,16,64,16,1,8,61,19.36 
2,32,32,16,1,8,61,18.77 
2,64,16,16,1,8,61,18.84 
2,128,8,16,1,8,61,18.91 
2,256,4,16,1,8,61,18.96 
2,512,2,16,1,8,61,18.79 
2,1024,1,16,1,8,53,19.0 
4,1,512,16,1,8,45,18.8 
4,2,256,16,1,8,61,19.01 
4,4,128,16,1,8,61,18.95 
4,8,64,16,1,8,61,18.77 
4,16,32,16,1,8,61,19.08 
4,32,16,16,1,8,61,19.39 
4,64,8,16,1,8,61,18.82 
4,128,4,16,1,8,61,18.84 
4,256,2,16,1,8,61,18.88 
4,512,1,16,1,8,53,18.86 
8,1,256,16,1,8,45,18.99 
8,2,128,16,1,8,61,19.0 
8,4,64,16,1,8,61,19.43 
8,8,32,16,1,8,61,18.91 
8,16,16,16,1,8,61,18.97 
8,32,8,16,1,8,61,19.39 
8,64,4,16,1,8,61,18.97 
8,128,2,16,1,8,61,18.87 
8,256,1,16,1,8,53,19.0 
16,1,128,16,1,8,45,19.04 
16,2,64,16,1,8,61,18.94 
16,4,32,16,1,8,61,19.54 
16,8,16,16,1,8,61,19.1 
16,16,8,16,1,8,61,19.39 
16,32,4,16,1,8,61,18.85 
16,64,2,16,1,8,61,19.13 
16,128,1,16,1,8,53,19.48 
32,1,64,16,1,8,45,19.01 
32,2,32,16,1,8,61,19.43 
32,4,16,16,1,8,61,19.49 
32,8,8,16,1,8,61,19.04 
32,16,4,16,1,8,61,18.83 
32,32,2,16,1,8,61,19.3 
32,64,1,16,1,8,53,18.92 
64,1,32,16,1,8,45,19.01 
64,2,16,16,1,8,61,19.36 
64,4,8,16,1,8,61,19.0 
64,8,4,16,1,8,61,19.42 
64,16,2,16,1,8,61,19.46 
64,32,1,16,1,8,53,19.25 
128,1,16,16,1,8,45,18.78 
128,2,8,16,1,8,61,19.44 
128,4,4,16,1,8,61,19.37 
128,8,2,16,1,8,61,18.85 
128,16,1,16,1,8,53,19.5 
256,1,8,16,1,8,45,19.35 
256,2,4,16,1,8,61,19.5 
256,4,2,16,1,8,61,18.96 
256,8,1,16,1,8,53,19.47 
512,1,4,16,1,8,45,19.53 
512,2,2,16,1,8,61,18.85 
512,4,1,16,1,8,53,19.31 
1024,1,2,16,1,8,45,18.38 
1024,2,1,16,1,8,53,19.54 
2048,1,1,16,1,8,37,19.45 
1,1,1024,32,1,8,13,11.17 
1,2,512,32,1,8,29,11.21 
1,4,256,32,1,8,29,11.23 
1,8,128,32,1,8,29,11.2 
1,16,64,32,1,8,29,11.19 
1,32,32,32,1,8,29,11.19 
1,64,16,32,1,8,29,11.22 
1,128,8,32,1,8,29,11.16 
1,256,4,32,1,8,29,11.18 
1,512,2,32,1,8,29,11.17 
1,1024,1,32,1,8,21,11.17 
2,1,512,32,1,8,45,11.17 
2,2,256,32,1,8,61,11.18 
2,4,128,32,1,8,61,11.18 
2,8,64,32,1,8,61,11.18 
2,16,32,32,1,8,61,11.2 
2,32,16,32,1,8,61,11.17 
2,64,8,32,1,8,61,11.19 
2,128,4,32,1,8,61,11.19 
2,256,2,32,1,8,61,11.15 
2,512,1,32,1,8,53,11.22 
4,1,256,32,1,8,45,11.13 
4,2,128,32,1,8,61,11.16 
4,4,64,32,1,8,61,11.21 
4,8,32,32,1,8,61,11.17 
4,16,16,32,1,8,61,11.19 
4,32,8,32,1,8,61,11.17 
4,64,4,32,1,8,61,11.15 
4,128,2,32,1,8,61,11.18 
4,256,1,32,1,8,53,11.21 
8,1,128,32,1,8,45,11.2 
8,2,64,32,1,8,61,11.19 
8,4,32,32,1,8,61,10.99 
8,8,16,32,1,8,61,11.2 
8,16,8,32,1,8,61,11.2 
8,32,4,32,1,8,61,11.19 
8,64,2,32,1,8,61,11.21 
8,128,1,32,1,8,53,11.2 
16,1,64,32,1,8,45,11.19 
16,2,32,32,1,8,61,11.18 
16,4,16,32,1,8,61,11.19 
16,8,8,32,1,8,61,11.2 
16,16,4,32,1,8,61,11.17 
16,32,2,32,1,8,61,11.22 
16,64,1,32,1,8,53,11.18 
32,1,32,32,1,8,45,11.18 
32,2,16,32,1,8,61,11.21 
32,4,8,32,1,8,61,11.18 
32,8,4,32,1,8,61,11.17 
32,16,2,32,1,8,61,11.17 
32,32,1,32,1,8,53,11.18 
64,1,16,32,1,8,45,11.17 
64,2,8,32,1,8,61,11.18 
64,4,4,32,1,8,61,11.16 
64,8,2,32,1,8,61,11.18 
64,16,1,32,1,8,53,11.18 
128,1,8,32,1,8,45,11.16 
128,2,4,32,1,8,61,11.03 
128,4,2,32,1,8,61,11.19 
128,8,1,32,1,8,53,11.15 
256,1,4,32,1,8,45,11.17 
256,2,2,32,1,8,61,11.21 
256,4,1,32,1,8,53,11.18 
512,1,2,32,1,8,45,11.18 
512,2,1,32,1,8,53,11.19 
1024,1,1,32,1,8,37,11.18 
1,1,512,64,1,8,13,5.78 
1,2,256,64,1,8,29,5.79 
1,4,128,64,1,8,29,5.79 
1,8,64,64,1,8,29,5.79 
1,16,32,64,1,8,29,5.81 
1,32,16,64,1,8,29,5.79 
1,64,8,64,1,8,29,5.79 
1,128,4,64,1,8,29,5.81 
1,256,2,64,1,8,29,5.79 
1,512,1,64,1,8,21,5.79 
2,1,256,64,1,8,45,5.79 
2,2,128,64,1,8,61,5.81 
2,4,64,64,1,8,61,5.78 
2,8,32,64,1,8,61,5.78 
2,16,16,64,1,8,61,5.72 
2,32,8,64,1,8,61,5.79 
2,64,4,64,1,8,61,5.79 
2,128,2,64,1,8,61,5.79 
2,256,1,64,1,8,53,5.79 
4,1,128,64,1,8,45,5.8 
4,2,64,64,1,8,61,5.8 
4,4,32,64,1,8,61,5.79 
4,8,16,64,1,8,61,5.79 
4,16,8,64,1,8,61,5.8 
4,32,4,64,1,8,61,5.79 
4,64,2,64,1,8,61,5.8 
4,128,1,64,1,8,53,5.8 
8,1,64,64,1,8,45,5.8 
8,2,32,64,1,8,61,5.79 
8,4,16,64,1,8,61,5.79 
8,8,8,64,1,8,61,5.79 
8,16,4,64,1,8,61,5.79 
8,32,2,64,1,8,61,5.79 
8,64,1,64,1,8,53,5.79 
16,1,32,64,1,8,45,5.79 
16,2,16,64,1,8,61,5.79 
16,4,8,64,1,8,61,5.77 
16,8,4,64,1,8,61,5.79 
16,16,2,64,1,8,61,5.77 
16,32,1,64,1,8,53,5.74 
32,1,16,64,1,8,45,5.79 
32,2,8,64,1,8,61,5.81 
32,4,4,64,1,8,61,5.79 
32,8,2,64,1,8,61,5.79 
32,16,1,64,1,8,53,5.75 
64,1,8,64,1,8,45,5.78 
64,2,4,64,1,8,61,5.81 
64,4,2,64,1,8,61,5.81 
64,8,1,64,1,8,53,5.79 
128,1,4,64,1,8,45,5.79 
128,2,2,64,1,8,61,5.76 
128,4,1,64,1,8,53,5.79 
256,1,2,64,1,8,45,5.79 
256,2,1,64,1,8,53,5.79 
512,1,1,64,1,8,37,5.79 
1,1,256,128,1,8,13,5.77 
1,2,128,128,1,8,29,5.78 
1,4,64,128,1,8,29,5.77 
1,8,32,128,1,8,29,5.77 
1,16,16,128,1,8,29,5.75 
1,32,8,128,1,8,29,5.77 
1,64,4,128,1,8,29,5.74 
1,128,2,128,1,8,29,5.74 
1,256,1,128,1,8,21,5.77 
2,1,128,128,1,8,45,5.74 
2,2,64,128,1,8,61,5.77 
2,4,32,128,1,8,61,5.77 
2,8,16,128,1,8,61,5.78 
2,16,8,128,1,8,61,5.78 
2,32,4,128,1,8,61,5.77 
2,64,2,128,1,8,61,5.78 
2,128,1,128,1,8,53,5.78 
4,1,64,128,1,8,45,5.79 
4,2,32,128,1,8,61,5.79 
4,4,16,128,1,8,61,5.77 
4,8,8,128,1,8,61,5.77 
4,16,4,128,1,8,61,5.77 
4,32,2,128,1,8,61,5.77 
4,64,1,128,1,8,53,5.77 
8,1,32,128,1,8,45,5.77 
8,2,16,128,1,8,61,5.77 
8,4,8,128,1,8,61,5.77 
8,8,4,128,1,8,61,5.77 
8,16,2,128,1,8,61,5.77 
8,32,1,128,1,8,53,5.78 
16,1,16,128,1,8,45,5.77 
16,2,8,128,1,8,61,5.79 
16,4,4,128,1,8,61,5.77 
16,8,2,128,1,8,61,5.78 
16,16,1,128,1,8,53,5.78 
32,1,8,128,1,8,45,5.77 
32,2,4,128,1,8,61,5.78 
32,4,2,128,1,8,61,5.77 
32,8,1,128,1,8,53,5.77 
64,1,4,128,1,8,45,5.76 
64,2,2,128,1,8,61,5.78 
64,4,1,128,1,8,53,5.77 
128,1,2,128,1,8,45,5.76 
128,2,1,128,1,8,53,5.77 
256,1,1,128,1,8,37,5.77 
1,1,8192,2,2,8,15,57.86 
1,2,4096,2,2,8,31,57.91 
1,4,2048,2,2,8,31,58.1 
1,8,1024,2,2,8,31,58.07 
1,16,512,2,2,8,31,57.85 
1,32,256,2,2,8,31,57.81 
1,64,128,2,2,8,31,58.44 
1,128,64,2,2,8,31,57.53 
1,256,32,2,2,8,31,57.87 
1,512,16,2,2,8,31,58.56 
1,1024,8,2,2,8,31,58.34 
1,2048,4,2,2,8,31,55.72 
1,4096,2,2,2,8,31,58.2 
1,8192,1,2,2,8,23,57.94 
2,1,4096,2,2,8,47,58.42 
2,2,2048,2,2,8,63,57.88 
2,4,1024,2,2,8,63,58.26 
2,8,512,2,2,8,63,58.11 
2,16,256,2,2,8,63,57.98 
2,32,128,2,2,8,63,58.05 
2,64,64,2,2,8,63,58.29 
2,128,32,2,2,8,63,58.55 
2,256,16,2,2,8,63,58.18 
2,512,8,2,2,8,63,58.07 
2,1024,4,2,2,8,63,58.03 
2,2048,2,2,2,8,63,57.96 
2,4096,1,2,2,8,55,58.11 
4,1,2048,2,2,8,47,58.41 
4,2,1024,2,2,8,63,58.34 
4,4,512,2,2,8,63,58.16 
4,8,256,2,2,8,63,58.15 
4,16,128,2,2,8,63,57.95 
4,32,64,2,2,8,63,58.24 
4,64,32,2,2,8,63,57.99 
4,128,16,2,2,8,63,58.02 
4,256,8,2,2,8,63,58.01 
4,512,4,2,2,8,63,58.16 
4,1024,2,2,2,8,63,58.27 
4,2048,1,2,2,8,55,58.33 
8,1,1024,2,2,8,47,58.12 
8,2,512,2,2,8,63,58.17 
8,4,256,2,2,8,63,58.23 
8,8,128,2,2,8,63,58.2 
8,16,64,2,2,8,63,57.9 
8,32,32,2,2,8,63,58.26 
8,64,16,2,2,8,63,57.83 
8,128,8,2,2,8,63,58.14 
8,256,4,2,2,8,63,58.02 
8,512,2,2,2,8,63,57.63 
8,1024,1,2,2,8,55,58.15 
16,1,512,2,2,8,47,58.13 
16,2,256,2,2,8,63,57.79 
16,4,128,2,2,8,63,58.02 
16,8,64,2,2,8,63,57.53 
16,16,32,2,2,8,63,58.22 
16,32,16,2,2,8,63,58.28 
16,64,8,2,2,8,63,58.1 
16,128,4,2,2,8,63,57.8 
16,256,2,2,2,8,63,58.03 
16,512,1,2,2,8,55,57.74 
32,1,256,2,2,8,47,57.62 
32,2,128,2,2,8,63,58.36 
32,4,64,2,2,8,63,58.09 
32,8,32,2,2,8,63,58.27 
32,16,16,2,2,8,63,58.26 
32,32,8,2,2,8,63,57.89 
32,64,4,2,2,8,63,57.77 
32,128,2,2,2,8,63,57.89 
32,256,1,2,2,8,55,57.99 
64,1,128,2,2,8,47,58.07 
64,2,64,2,2,8,63,58.16 
64,4,32,2,2,8,63,58.04 
64,8,16,2,2,8,63,57.86 
64,16,8,2,2,8,63,57.89 
64,32,4,2,2,8,63,58.11 
64,64,2,2,2,8,63,58.11 
64,128,1,2,2,8,55,58.72 
128,1,64,2,2,8,47,58.06 
128,2,32,2,2,8,63,58.34 
128,4,16,2,2,8,63,58.4 
128,8,8,2,2,8,63,58.23 
128,16,4,2,2,8,63,57.72 
128,32,2,2,2,8,63,58.6 
128,64,1,2,2,8,55,58.27 
256,1,32,2,2,8,47,58.45 
256,2,16,2,2,8,63,58.61 
256,4,8,2,2,8,63,58.5 
256,8,4,2,2,8,63,58.19 
256,16,2,2,2,8,63,58.19 
256,32,1,2,2,8,55,58.17 
512,1,16,2,2,8,47,57.91 
512,2,8,2,2,8,63,58.33 
512,4,4,2,2,8,63,58.47 
512,8,2,2,2,8,63,58.27 
512,16,1,2,2,8,55,57.98 
1024,1,8,2,2,8,47,58.58 
1024,2,4,2,2,8,63,58.55 
1024,4,2,2,2,8,63,57.7 
1024,8,1,2,2,8,55,58.31 
2048,1,4,2,2,8,47,57.48 
2048,2,2,2,2,8,63,58.21 
2048,4,1,2,2,8,55,58.23 
4096,1,2,2,2,8,47,57.72 
4096,2,1,2,2,8,55,58.59 
8192,1,1,2,2,8,39,57.82 
1,1,4096,4,2,8,15,32.65 
1,2,2048,4,2,8,31,32.75 
1,4,1024,4,2,8,31,32.57 
1,8,512,4,2,8,31,32.5 
1,16,256,4,2,8,31,32.53 
1,32,128,4,2,8,31,32.58 
1,64,64,4,2,8,31,32.56 
1,128,32,4,2,8,31,31.52 
1,256,16,4,2,8,31,32.43 
1,512,8,4,2,8,31,32.69 
1,1024,4,4,2,8,31,32.75 
1,2048,2,4,2,8,31,32.97 
1,4096,1,4,2,8,23,32.92 
2,1,2048,4,2,8,47,32.71 
2,2,1024,4,2,8,63,32.33 
2,4,512,4,2,8,63,32.62 
2,8,256,4,2,8,63,32.43 
2,16,128,4,2,8,63,32.52 
2,32,64,4,2,8,63,32.32 
2,64,32,4,2,8,63,32.67 
2,128,16,4,2,8,63,32.54 
2,256,8,4,2,8,63,32.57 
2,512,4,4,2,8,63,32.61 
2,1024,2,4,2,8,63,32.43 
2,2048,1,4,2,8,55,32.56 
4,1,1024,4,2,8,47,32.78 
4,2,512,4,2,8,63,32.63 
4,4,256,4,2,8,63,32.56 
4,8,128,4,2,8,63,32.56 
4,16,64,4,2,8,63,32.67 
4,32,32,4,2,8,63,32.74 
4,64,16,4,2,8,63,32.22 
4,128,8,4,2,8,63,32.66 
4,256,4,4,2,8,63,32.75 
4,512,2,4,2,8,63,32.39 
4,1024,1,4,2,8,55,32.83 
8,1,512,4,2,8,47,32.74 
8,2,256,4,2,8,63,32.64 
8,4,128,4,2,8,63,32.43 
8,8,64,4,2,8,63,32.7 
8,16,32,4,2,8,63,32.5 
8,32,16,4,2,8,63,32.59 
8,64,8,4,2,8,63,32.61 
8,128,4,4,2,8,63,32.65 
8,256,2,4,2,8,63,32.31 
8,512,1,4,2,8,55,32.48 
16,1,256,4,2,8,47,32.47 
16,2,128,4,2,8,63,32.58 
16,4,64,4,2,8,63,32.7 
16,8,32,4,2,8,63,32.66 
16,16,16,4,2,8,63,32.86 
16,32,8,4,2,8,63,32.47 
16,64,4,4,2,8,63,32.79 
16,128,2,4,2,8,63,32.39 
16,256,1,4,2,8,55,32.57 
32,1,128,4,2,8,47,32.46 
32,2,64,4,2,8,63,32.51 
32,4,32,4,2,8,63,32.4 
32,8,16,4,2,8,63,32.42 
32,16,8,4,2,8,63,31.6 
32,32,4,4,2,8,63,32.49 
32,64,2,4,2,8,63,32.43 
32,128,1,4,2,8,55,32.55 
64,1,64,4,2,8,47,32.63 
64,2,32,4,2,8,63,32.72 
64,4,16,4,2,8,63,32.18 
64,8,8,4,2,8,63,32.5 
64,16,4,4,2,8,63,32.77 
64,32,2,4,2,8,63,32.59 
64,64,1,4,2,8,55,32.3 
128,1,32,4,2,8,47,32.1 
128,2,16,4,2,8,63,32.22 
128,4,8,4,2,8,63,32.29 
128,8,4,4,2,8,63,32.71 
128,16,2,4,2,8,63,32.74 
128,32,1,4,2,8,55,32.04 
256,1,16,4,2,8,47,32.24 
256,2,8,4,2,8,63,32.91 
256,4,4,4,2,8,63,32.23 
256,8,2,4,2,8,63,32.1 
256,16,1,4,2,8,55,32.59 
512,1,8,4,2,8,47,32.8 
512,2,4,4,2,8,63,32.51 
512,4,2,4,2,8,63,32.22 
512,8,1,4,2,8,55,32.67 
1024,1,4,4,2,8,47,31.86 
1024,2,2,4,2,8,63,32.69 
1024,4,1,4,2,8,55,32.32 
2048,1,2,4,2,8,47,32.61 
2048,2,1,4,2,8,55,32.26 
4096,1,1,4,2,8,39,32.55 
1,1,2048,8,2,8,15,19.34 
1,2,1024,8,2,8,31,19.45 
1,4,512,8,2,8,31,19.41 
1,8,256,8,2,8,31,19.42 
1,16,128,8,2,8,31,19.41 
1,32,64,8,2,8,31,19.37 
1,64,32,8,2,8,31,19.48 
1,128,16,8,2,8,31,19.52 
1,256,8,8,2,8,31,19.25 
1,512,4,8,2,8,31,19.29 
1,1024,2,8,2,8,31,19.16 
1,2048,1,8,2,8,23,19.44 
2,1,1024,8,2,8,47,19.19 
2,2,512,8,2,8,63,19.38 
2,4,256,8,2,8,63,19.4 
2,8,128,8,2,8,63,19.38 
2,16,64,8,2,8,63,19.38 
2,32,32,8,2,8,63,19.47 
2,64,16,8,2,8,63,19.41 
2,128,8,8,2,8,63,19.39 
2,256,4,8,2,8,63,19.26 
2,512,2,8,2,8,63,19.47 
2,1024,1,8,2,8,55,19.39 
4,1,512,8,2,8,47,19.48 
4,2,256,8,2,8,63,19.32 
4,4,128,8,2,8,63,19.37 
4,8,64,8,2,8,63,19.43 
4,16,32,8,2,8,63,19.37 
4,32,16,8,2,8,63,19.4 
4,64,8,8,2,8,63,19.39 
4,128,4,8,2,8,63,19.35 
4,256,2,8,2,8,63,19.53 
4,512,1,8,2,8,55,19.44 
8,1,256,8,2,8,47,19.36 
8,2,128,8,2,8,63,19.37 
8,4,64,8,2,8,63,19.36 
8,8,32,8,2,8,63,19.41 
8,16,16,8,2,8,63,19.38 
8,32,8,8,2,8,63,19.33 
8,64,4,8,2,8,63,19.32 
8,128,2,8,2,8,63,19.39 
8,256,1,8,2,8,55,19.53 
16,1,128,8,2,8,47,19.24 
16,2,64,8,2,8,63,19.44 
16,4,32,8,2,8,63,19.36 
16,8,16,8,2,8,63,19.29 
16,16,8,8,2,8,63,19.45 
16,32,4,8,2,8,63,19.35 
16,64,2,8,2,8,63,19.41 
16,128,1,8,2,8,55,19.54 
32,1,64,8,2,8,47,19.07 
32,2,32,8,2,8,63,19.39 
32,4,16,8,2,8,63,19.2 
32,8,8,8,2,8,63,19.14 
32,16,4,8,2,8,63,19.31 
32,32,2,8,2,8,63,19.38 
32,64,1,8,2,8,55,19.35 
64,1,32,8,2,8,47,19.43 
64,2,16,8,2,8,63,19.49 
64,4,8,8,2,8,63,19.34 
64,8,4,8,2,8,63,19.47 
64,16,2,8,2,8,63,19.2 
64,32,1,8,2,8,55,19.43 
128,1,16,8,2,8,47,19.46 
128,2,8,8,2,8,63,19.46 
128,4,4,8,2,8,63,19.35 
128,8,2,8,2,8,63,19.39 
128,16,1,8,2,8,55,19.38 
256,1,8,8,2,8,47,19.36 
256,2,4,8,2,8,63,19.29 
256,4,2,8,2,8,63,19.43 
256,8,1,8,2,8,55,19.47 
512,1,4,8,2,8,47,19.42 
512,2,2,8,2,8,63,19.39 
512,4,1,8,2,8,55,19.56 
1024,1,2,8,2,8,47,19.42 
1024,2,1,8,2,8,55,19.44 
2048,1,1,8,2,8,39,18.8 
1,1,1024,16,2,8,15,11.21 
1,2,512,16,2,8,31,11.22 
1,4,256,16,2,8,31,11.19 
1,8,128,16,2,8,31,11.2 
1,16,64,16,2,8,31,11.21 
1,32,32,16,2,8,31,11.18 
1,64,16,16,2,8,31,11.2 
1,128,8,16,2,8,31,11.2 
1,256,4,16,2,8,31,11.18 
1,512,2,16,2,8,31,11.17 
1,1024,1,16,2,8,23,11.21 
2,1,512,16,2,8,47,11.24 
2,2,256,16,2,8,63,11.22 
2,4,128,16,2,8,63,11.19 
2,8,64,16,2,8,63,11.27 
2,16,32,16,2,8,63,11.21 
2,32,16,16,2,8,63,11.22 
2,64,8,16,2,8,63,11.19 
2,128,4,16,2,8,63,11.22 
2,256,2,16,2,8,63,11.21 
2,512,1,16,2,8,55,11.18 
4,1,256,16,2,8,47,11.19 
4,2,128,16,2,8,63,11.21 
4,4,64,16,2,8,63,11.23 
4,8,32,16,2,8,63,11.2 
4,16,16,16,2,8,63,11.23 
4,32,8,16,2,8,63,11.18 
4,64,4,16,2,8,63,11.18 
4,128,2,16,2,8,63,11.19 
4,256,1,16,2,8,55,11.17 
8,1,128,16,2,8,47,11.26 
8,2,64,16,2,8,63,11.22 
8,4,32,16,2,8,63,11.21 
8,8,16,16,2,8,63,11.2 
8,16,8,16,2,8,63,11.2 
8,32,4,16,2,8,63,11.19 
8,64,2,16,2,8,63,11.22 
8,128,1,16,2,8,55,11.18 
16,1,64,16,2,8,47,11.2 
16,2,32,16,2,8,63,11.15 
16,4,16,16,2,8,63,11.2 
16,8,8,16,2,8,63,11.18 
16,16,4,16,2,8,63,11.22 
16,32,2,16,2,8,63,11.18 
16,64,1,16,2,8,55,11.16 
32,1,32,16,2,8,47,11.16 
32,2,16,16,2,8,63,11.23 
32,4,8,16,2,8,63,11.22 
32,8,4,16,2,8,63,11.19 
32,16,2,16,2,8,63,11.19 
32,32,1,16,2,8,55,11.26 
64,1,16,16,2,8,47,11.25 
64,2,8,16,2,8,63,11.2 
64,4,4,16,2,8,63,11.2 
64,8,2,16,2,8,63,11.2 
64,16,1,16,2,8,55,11.17 
128,1,8,16,2,8,47,11.18 
128,2,4,16,2,8,63,11.19 
128,4,2,16,2,8,63,11.18 
128,8,1,16,2,8,55,11.16 
256,1,4,16,2,8,47,11.27 
256,2,2,16,2,8,63,11.21 
256,4,1,16,2,8,55,11.24 
512,1,2,16,2,8,47,11.24 
512,2,1,16,2,8,55,11.17 
1024,1,1,16,2,8,39,11.18 
1,1,512,32,2,8,15,5.79 
1,2,256,32,2,8,31,5.79 
1,4,128,32,2,8,31,5.83 
1,8,64,32,2,8,31,5.78 
1,16,32,32,2,8,31,5.79 
1,32,16,32,2,8,31,5.79 
1,64,8,32,2,8,31,5.79 
1,128,4,32,2,8,31,5.78 
1,256,2,32,2,8,31,5.79 
1,512,1,32,2,8,23,5.79 
2,1,256,32,2,8,47,5.79 
2,2,128,32,2,8,63,5.79 
2,4,64,32,2,8,63,5.79 
2,8,32,32,2,8,63,5.77 
2,16,16,32,2,8,63,5.79 
2,32,8,32,2,8,63,5.79 
2,64,4,32,2,8,63,5.79 
