gx,gy,gz,bx,by,bz,smefficiency
1024,2,4,2,8,2,98.87
128,1,4,32,4,4,10.22
2,32,16,16,16,1,19.08
1,32,64,2,32,2,35.26
2,512,1,64,2,2,19.13
2,2,512,2,8,8,35.2
64,1,4,2,128,4,10.25
64,8,1,2,4,64,10.2
16,256,1,64,1,1,67.19
1,1,1024,1,8,32,19.04
1,1,256,256,1,4,10.2
128,32,2,4,4,2,98.81
1,64,64,16,4,1,67.22
8,16,8,8,8,4,19.12
256,2,1,16,2,16,10.2
4,64,8,2,4,16,35.22
2,32,8,32,1,16,10.22
4,8,32,2,128,1,19.09
64,32,1,64,1,2,35.13
64,1,4,4,128,2,10.25
32,1,32,2,32,4,19.17
8,4,8,8,2,64,10.24
1,32,64,1,2,64,35.14
8,2,256,8,8,1,67.25
16,32,2,4,2,32,19.12
4,256,4,2,4,8,67.25
128,4,2,16,16,1,19.05
64,2,8,1,32,8,19.05
128,2,2,16,16,2,10.21
2048,4,1,2,1,16,98.79
2,2048,2,8,4,1,98.82
8,512,1,32,1,2,67.24
4,64,16,1,4,16,67.29
2,2,64,8,8,16,10.23
64,4,4,128,1,2,19.08
8,4,16,32,4,4,10.21
1,256,1,1024,1,1,10.2
1024,1,1,4,64,1,19.04
1,4,128,1,16,32,10.19
1,32,16,64,2,4,10.21
16,1,64,1,16,16,19.11
4,4,32,1,8,64,10.19
1,16,16,32,4,8,10.24
8,32,4,4,16,4,19.11
2,1,128,512,2,1,10.22
16,8,4,64,8,1,10.19
64,16,4,1,64,1,67.25
2,512,1,4,64,1,19.06
4,64,8,8,8,2,35.19
32,32,1,256,1,1,19.05
64,4,32,2,16,1,98.75
1,128,16,1,8,16,35.16
2,16,8,256,2,2,10.23
1,4,1024,16,4,1,67.22
2,64,4,256,2,1,10.2
1,4,2048,1,1,32,98.87
2,512,1,16,4,4,19.13
1,32,128,8,2,4,67.32
4,512,2,16,4,1,67.2
2,64,4,4,2,64,10.2
256,1,4,1,4,64,19.12
2,4,32,1,128,8,10.21
2048,2,1,4,2,8,67.31
4,64,1,4,4,64,10.24
4,4,128,1,64,2,35.13
1,4,64,8,128,1,10.21
256,8,2,8,4,2,67.31
256,4,4,1,8,8,67.25
32,32,4,2,1,32,67.26
128,8,4,16,2,2,67.31
128,4,2,1,16,16,19.07
1,8,32,64,2,8,10.24
2,512,8,1,16,2,98.75
8,128,1,8,16,2,19.11
16,2,8,128,4,2,10.23
2,32,8,256,1,2,10.22
8,32,16,2,1,32,67.27
4,16,16,1,128,2,19.07
32,1,8,8,64,2,10.24
64,8,4,8,4,4,35.22
16,512,1,4,4,2,98.74
4,64,8,16,8,1,35.16
8,8,128,1,2,16,98.77
1,1,8192,8,4,1,98.83
2,2,64,1,64,16,10.21
128,4,1,8,4,16,10.2
1,4,1024,4,16,1,67.23
8,8,64,2,16,2,67.3
1,1,256,4,32,8,10.21
4,128,4,128,1,1,35.12
4,2,32,64,4,4,10.23
128,2,16,8,2,4,67.31
2048,1,4,8,1,4,98.71
1,2,256,16,1,32,10.2
1,1,1024,16,2,8,19.07
4,128,1,16,32,1,10.21
1,256,4,8,8,4,19.12
1,2,2048,4,2,8,67.33
4,8,8,1,256,4,10.21
256,1,4,16,8,2,19.16
1,512,4,64,2,1,35.12
1,32,32,2,32,4,19.11
4,2,1024,1,8,4,98.8
2,4,32,128,2,4,10.23
1,16,32,1,16,32,10.19
1,16,16,512,2,1,10.21
64,1,16,1,32,8,19.11
1,1024,8,32,1,1,98.84
2,32,64,2,8,4,67.28
4,4,128,1,128,1,35.11
256,2,2,16,2,8,19.1
1,4096,1,1,4,16,67.19
256,4,2,1,8,16,35.13
8,32,2,2,4,64,10.21
16,32,8,8,2,4,67.3
2,2,1024,1,1,64,67.28
512,4,1,2,16,4,35.21
2,16,128,1,1,64,67.23
32,32,8,1,1,32,98.74
8,32,4,4,4,16,19.13
64,8,2,32,1,8,19.09
64,1,4,2,512,1,10.21
32,64,1,8,16,1,35.14
128,1,8,4,64,1,19.08
4,128,2,16,8,2,19.1
4,32,64,8,2,2,98.77
4,16,128,16,2,1,98.72
1,16,32,8,1,64,10.21
2048,2,2,2,8,2,98.71
64,32,1,32,1,4,35.12
32,4,8,4,64,1,19.07
16,32,1,16,32,1,10.2
2,2,128,64,4,2,10.23
1024,2,2,16,1,4,67.24
512,8,2,8,2,2,98.74
256,16,1,1,4,16,67.89
2,4,512,1,1,64,67.25
16,16,4,2,128,1,19.08
4,2,64,2,16,16,10.21
1,2,512,8,4,8,19.12
512,1,2,8,4,8,19.14
2,256,1,32,16,1,10.2
2,128,16,1,16,4,67.24
1,128,64,32,1,1,98.72
16,64,4,1,16,4,67.25
4,128,2,64,4,1,19.03
8,8,32,2,32,2,35.21
1,16,256,8,8,1,67.23
16,2,32,128,2,1,19.07
8,128,2,1,16,8,35.15
512,4,2,1,32,2,67.26
16,16,2,8,32,2,10.21
64,64,1,8,2,4,67.28
1,128,2,2,32,16,10.25
2,1,2048,16,1,4,67.23
4,8,8,1,16,64,10.21
256,1,2,1,32,16,10.23
32,32,1,2,2,64,19.12
32,4,2,256,1,4,10.24
1,32,32,1,128,2,19.08
256,8,1,4,16,2,35.2
64,1,16,4,4,16,19.17
4,64,2,1,128,4,10.19
1,4,1024,8,4,2,67.31
2,64,8,1,32,8,19.08
4,2,256,2,16,4,35.17
2,128,8,2,16,4,35.18
32,16,2,4,32,2,19.12
4,16,32,32,4,1,35.14
4,32,8,16,1,16,19.13
2,32,32,32,2,2,35.21
1,8,64,2,32,8,10.21
128,4,16,8,4,1,98.79
64,4,4,2,128,1,19.09
2,32,16,1,8,32,19.07
2,4,256,8,2,8,35.2
1,32,256,1,16,2,98.79
512,2,1,2,8,16,19.1
16,1,32,8,32,2,10.22
4,64,8,1,8,16,35.13
32,64,2,8,1,8,67.3
128,2,4,4,16,4,19.13
4,128,8,1,1,64,67.25
64,8,1,4,64,2,10.21
2,4,32,256,4,1,10.21
1,1,256,1,256,4,10.2
16,16,8,16,4,2,35.2
128,4,8,32,2,1,67.26
4,32,2,8,64,2,10.23
32,1,128,1,32,2,67.2
16,4,64,16,2,2,67.34
8,4,16,32,8,2,10.2
64,2,8,4,8,8,19.12
16,2,16,1,128,4,10.2
2,64,2,32,4,8,10.23
32,2,8,1,8,64,10.2
4,8,256,4,1,8,98.79
128,4,1,1,32,16,10.22
16,32,1,2,128,2,10.2
4,32,16,4,1,32,35.17
8,64,16,2,16,1,98.79
4,2,128,32,1,8,19.11
256,1,8,64,1,2,35.16
4096,1,1,8,2,4,67.26
32,128,1,2,2,16,67.28
64,2,64,1,8,4,98.82
2,256,4,1,16,8,35.15
2,4,64,128,2,2,10.21
2,16,256,2,2,8,98.82
2,2,128,16,4,8,10.21
2,1,4096,2,1,16,98.82
16,1,32,64,2,4,10.22
128,8,1,4,64,1,19.1
4,8,32,8,1,32,19.13
1024,1,1,1,256,1,19.07
1,2,2048,16,2,2,67.29
8,1,128,1,16,16,19.12
1,128,8,2,2,64,19.14
8,32,8,8,2,8,35.2
4,16,64,1,4,16,67.24
1,64,4,256,1,4,10.21
8,8,64,32,2,1,67.29
16,64,4,4,1,16,67.32
8,32,4,256,1,1,19.06
16,16,8,64,1,2,35.19
32,2,4,128,1,8,10.24
2,2,512,64,1,2,35.2
4,2,1024,2,2,8,98.77
32,4,8,2,8,16,19.12
1,16,256,32,1,2,67.23
64,2,16,1,2,64,35.14
2048,2,1,2,1,32,67.27
8,128,2,32,2,2,35.22
1,256,16,4,1,16,67.24
1,1,4096,8,8,1,67.16
2,128,2,512,1,1,10.19
2,16,8,64,4,4,10.24
2,2,512,2,4,16,35.2
128,16,1,8,8,2,35.19
8,32,4,16,16,1,19.08
1,2,2048,1,32,2,67.27
2,1,4096,8,2,2,98.84
2,8,512,1,4,8,98.91
2,4,64,1,16,32,10.19
4,32,8,32,8,1,19.08
128,8,1,1,64,4,19.09
8192,1,1,1,1,32,98.73
256,1,1,2,32,16,10.22
4,512,4,32,1,1,98.75
2,16,16,64,2,4,10.2
4,128,8,1,8,8,67.24
1,8,128,8,4,8,19.15
8,32,2,4,16,8,10.21
16,2,32,8,8,4,19.12
4,16,64,2,4,8,67.27
1,2048,1,4,8,4,35.11
2,2,64,16,16,4,10.22
2,16,64,1,128,1,35.11
1,16,128,64,2,1,35.1
8,1,128,64,2,2,19.15
2,1,256,1,256,2,10.22
32,8,8,1,16,8,35.16
32,2,16,8,32,1,19.04
128,32,2,2,16,1,98.88
8,2,128,8,4,4,35.18
128,8,8,1,1,32,98.77
1,4096,1,2,4,8,67.27
2,128,8,2,32,2,35.21
4,4,512,4,4,2,98.86
8,128,2,2,16,4,35.19
1,4,256,4,4,16,19.14
8,8,8,8,64,1,10.19
512,4,2,8,8,1,67.29
4,128,4,4,2,16,35.17
1,32,16,4,128,1,10.18
64,4,16,4,4,4,67.34
32,64,1,2,8,8,35.2
32,1,32,32,1,8,19.12
8,16,8,2,2,64,19.12
8,32,2,8,2,32,10.21
2,16,8,8,64,2,10.22
1,16,16,32,8,4,10.25
2,32,32,2,16,4,35.21
8,4,8,8,32,4,10.23
8,64,1,16,16,2,10.2
1,1024,2,8,16,1,35.14
32,2,64,1,64,1,67.25
4,16,8,2,128,2,10.21
2,4096,1,2,1,16,98.78
32,8,1,32,16,2,10.24
1,64,4,1,64,16,10.2
4,1024,1,2,2,16,67.29
256,1,32,2,8,2,98.81
64,1,32,2,32,2,35.21
4,2,1024,2,8,2,98.67
1,4,256,1,64,4,19.06
16,16,16,1,16,4,67.24
1,16,64,64,2,2,19.14
1,8,32,64,1,16,10.21
1,1,256,16,32,2,10.21
1,64,8,8,32,2,10.21
4,4,128,2,32,2,35.17
8,2,32,16,1,32,10.21
32,32,1,128,1,2,19.07
4,4,16,512,2,1,10.2
128,8,8,16,1,2,98.81
2,1,128,32,2,16,10.26
1,8192,1,2,1,16,98.81
256,1,16,8,4,2,67.31
4,4,16,32,1,32,10.24
16,4,8,16,32,1,10.19
256,1,32,16,1,2,98.69
16,4,8,2,256,1,10.19
4,16,8,64,2,4,10.21
1024,1,8,1,4,8,98.89
64,16,4,16,4,1,67.25
64,1,64,8,8,1,67.26
1,4,256,2,16,8,19.11
128,64,1,1,8,4,97.68
32,2,4,32,1,32,10.23
64,8,1,256,2,1,10.2
1,1,2048,2,8,8,35.15
4096,1,1,4,4,4,67.23
32,32,1,2,64,2,19.11
1,4,256,32,1,8,19.07
4,4,256,64,1,1,67.23
32,8,32,8,2,2,98.79
512,2,8,4,4,2,98.86
512,4,1,4,1,32,35.12
16,4,8,64,1,8,10.21
32,4,8,2,2,64,19.11
8,64,4,8,8,2,35.17
32,4,4,2,16,16,10.21
32,1,16,512,1,1,10.18
256,1,2,4,2,64,10.22
64,4,1,64,1,16,10.21
2048,1,2,16,2,2,67.29
1,64,32,2,32,2,35.25
8,256,2,2,8,4,67.32
8,64,4,4,2,16,35.21
1,8,64,1,8,64,10.19
16,16,1,512,2,1,10.2
1,256,16,1,16,4,67.2
2,16,8,8,32,4,10.23
16,1,16,128,4,2,10.26
16,16,8,4,32,1,35.14
16,4,128,8,4,1,98.79
4,32,4,1,256,2,10.2
8,256,2,2,4,8,67.33
16,1,128,2,8,8,35.17
64,4,16,8,8,1,67.25
1,2048,1,2,4,16,35.15
16,256,2,16,1,2,98.68
1024,1,1,8,8,4,19.07
4,32,8,8,2,16,19.08
64,4,4,64,1,4,19.11
2,8,32,2,128,2,10.2
2,1,1024,8,1,16,35.16
256,16,2,2,4,4,98.8
256,2,1,2,32,8,10.21
256,1,1,16,4,16,10.23
256,2,1,4,4,32,10.21
256,1,4,32,1,8,19.11
2,256,4,2,2,32,35.18
8,8,8,1,64,8,10.19
8,2,32,512,1,1,10.19
8,1,64,64,4,2,10.22
1,4,64,16,16,4,10.23
4,2,128,16,8,2,19.12
8,1,32,4,32,8,10.24
4,32,32,8,8,1,67.26
64,2,8,2,8,16,19.12
4,32,16,8,1,16,35.19
32,1,256,16,2,1,98.72
64,8,2,64,1,4,19.11
8,64,1,16,8,4,10.21
4,512,1,32,2,2,35.18
512,8,2,1,32,1,98.75
1,1024,1,1,16,16,19.04
4,64,32,1,1,32,98.78
2,8,32,1,16,32,10.2
2,64,4,8,4,16,10.21
1024,2,1,8,4,4,35.18
1,4096,2,4,4,2,98.74
8,2,32,2,128,2,10.21
4,32,64,4,2,4,98.82
16,2,256,16,2,1,98.75
512,1,4,2,4,16,35.21
1024,2,1,32,4,1,35.14
2,8,128,64,1,2,35.19
2048,4,1,2,4,4,98.73
16,2,256,4,1,8,98.84
512,4,4,2,2,8,98.73
1,64,16,32,4,2,19.11
64,2,64,4,2,4,98.79
64,8,1,1,16,32,11.7
1,1,4096,1,64,1,67.15
2,64,16,1,4,32,35.14
32,4,16,128,1,1,35.12
8,4,8,256,1,4,10.24
2,512,8,4,4,2,98.71
4,256,2,4,8,4,35.17
1,2,128,1024,1,1,10.19
64,2,4,8,64,1,10.2
128,2,2,4,128,1,10.19
2,256,8,1,4,16,67.22
1,256,1,1,64,16,10.2
8,512,1,1,4,16,68.01
8,64,2,2,128,1,19.05
1,1024,2,2,1,64,35.15
2,512,1,32,4,2,19.14
2,1,128,128,2,4,10.23
1,32,64,16,8,1,35.14
8,64,8,2,16,2,67.3
4,4,16,2,8,64,10.23
64,32,2,32,2,1,67.22
256,4,1,64,1,4,19.07
1,128,16,4,8,4,35.22
32,4,2,32,2,16,10.23
16,8,16,1,128,1,35.13
512,8,2,2,1,16,98.82
8,8,4,128,1,8,10.26
32,128,1,8,8,1,67.28
1,8,1024,8,4,1,98.66
4,256,4,2,1,32,67.29
256,2,16,2,2,8,98.77
1024,1,8,2,4,4,98.83
4,256,2,16,4,2,35.19
8,2,16,4,256,1,10.21
16,1,128,1,64,2,35.14
64,8,1,8,4,16,10.2
4,2,32,16,2,32,10.23
2,512,1,4,2,32,19.11
8,8,32,1,8,16,35.12
8,4,8,1,256,4,10.24
128,4,4,1,8,16,35.15
8,32,2,64,1,8,10.22
16,1,16,1,64,16,10.24
4,32,8,1,256,1,19.08
2,1,128,4,4,64,10.25
16,8,2,32,1,32,10.24
32,16,1,2,16,16,10.21
4,4,64,16,16,1,19.09
1,2,128,64,16,1,10.21
64,4,1,1,512,2,9.31
128,2,4,4,32,2,19.11
64,2,4,128,2,2,10.21
1,4,64,8,32,4,10.24
2,1,1024,2,8,8,35.23
16,64,8,1,2,16,98.82
4,256,1,4,32,2,19.13
2048,4,1,4,8,1,98.71
16,4,4,2,256,2,10.22
128,1,32,32,2,1,67.16
128,2,2,1,256,2,10.19
1,16,128,2,64,1,35.17
2,1,256,32,16,1,10.19
32,2,64,32,2,1,67.23
4,64,1,16,2,32,10.24
1024,4,1,2,4,8,67.29
1,512,1,2,16,16,10.2
8,4,256,8,1,4,98.75
256,2,1,32,4,4,10.21
64,4,1,1,32,32,9.31
16,16,4,4,32,2,19.13
128,8,1,2,8,16,19.09
512,1,4,128,1,1,35.12
4,128,16,1,4,8,98.82
16,64,4,16,1,4,67.3
16,2,256,4,8,1,98.8
2,2,64,64,8,2,10.23
16,1,16,1,256,4,10.24
64,1,8,16,4,8,10.22
128,8,4,32,2,1,67.3
1,1,256,256,2,2,10.2
2,4,1024,2,8,2,98.8
8,1,128,4,8,8,19.16
16,4,64,4,16,1,67.29
16,8,8,16,2,8,19.13
1,256,2,256,1,2,10.21
16,1,512,2,4,4,98.78
4,1024,1,1,8,8,67.89
1,2,1024,2,4,16,35.25
1,32,32,32,4,2,19.12
8,8,64,1,16,4,67.28
1,32,64,2,8,8,35.23
8,16,32,32,1,2,67.26
32,16,1,1,16,32,11.7
8,1,128,1,256,1,19.05
1,16,128,4,2,16,35.24
4,2048,1,32,1,1,98.84
1,4,512,16,2,4,35.25
2,32,16,4,2,32,19.12
8,128,4,1,8,8,67.22
4,1,256,8,1,32,19.09
2,2,128,8,16,4,10.21
4,2,1024,4,4,2,98.72
512,8,2,2,8,2,98.75
16,64,2,32,4,1,35.13
1,1024,2,4,1,32,35.15
32,16,4,32,1,4,35.21
2,1,1024,2,2,32,35.2
1,1,8192,2,8,2,98.77
1,256,4,4,16,4,19.14
4,32,4,4,8,16,10.2
4,1,128,4,32,4,10.22
4,2,128,2,8,16,19.12
2,2,2048,8,4,1,98.79
1024,4,1,4,1,16,67.27
16,1,32,4,128,1,10.19
1024,1,2,8,4,4,35.22
2,16,128,1,32,2,67.19
8,2,512,4,2,4,98.66
1,8192,1,2,2,8,98.77
128,32,2,1,1,32,98.86
1024,1,8,8,2,2,98.86
2,4096,1,2,16,1,98.67
8,32,1,1,64,16,9.3
8,128,4,1,4,16,67.27
1,2,512,2,64,2,19.12
4,512,2,4,16,1,67.27
64,1,32,2,64,1,35.12
4,1,256,2,16,8,19.16
8,2,16,1,128,8,10.2
2,4,1024,1,1,32,98.68
1,1024,2,4,4,8,35.25
1,2,128,16,4,16,10.25
1,4,128,2,16,16,10.21
4,8,8,512,2,1,10.2
16,1,32,2,64,4,10.22
32,4,2,8,2,64,10.23
2,16,64,2,16,4,35.17
4,256,1,1,64,4,19.08
1,8,1024,1,16,2,98.72
1,2,256,4,64,2,10.21
8,128,8,4,4,2,98.79
4,2,512,8,8,1,67.27
64,64,1,2,32,1,67.24
16,32,8,16,4,1,67.28
4,1,512,1,32,4,35.13
8,8,8,64,4,2,10.2
64,4,8,2,4,16,35.2
4,2,128,4,16,4,19.09
1,1,256,2,512,1,10.2
4,512,4,4,8,1,98.82
8,1,256,8,16,1,35.08
4,16,32,1,32,4,35.15
64,8,16,2,1,16,98.77
2,2,256,4,64,1,19.07
1,256,1,16,64,1,10.19
4,1024,2,4,8,1,98.83
2,64,4,1,512,1,10.19
2,128,4,1,64,4,19.08
64,2,32,2,16,2,67.3
2,8,64,8,1,32,19.09
2,32,32,8,4,4,35.21
512,1,4,1,128,1,35.12
1,64,8,128,4,1,10.18
128,1,32,4,16,1,67.26
512,4,4,8,4,1,98.78
1,32,16,1,64,8,10.19
1,4,64,128,2,4,10.24
32,16,1,1,8,64,13.09
128,4,1,16,8,4,10.2
2,16,8,2,8,64,10.23
8,2,16,4,128,2,10.22
64,2,2,256,4,1,10.21
8,16,32,2,8,4,67.31
4,16,32,32,2,2,35.2
256,2,4,1,8,16,35.17
2,1,256,8,8,8,10.22
2,128,1,8,16,8,10.25
2,1,128,1,128,8,10.24
8,256,1,16,1,8,35.14
256,1,1,8,64,2,10.22
1,2048,1,1,64,2,35.13
1,1,256,4,4,64,10.21
2,16,16,2,64,4,10.2
128,4,1,8,32,2,10.2
4,1,64,16,8,8,10.25
2,64,2,2,512,1,10.21
32,2,16,32,4,2,19.1
1,64,32,8,2,8,35.25
1,64,32,16,1,8,35.17
4,64,2,4,128,1,10.19
4,4,32,2,32,8,10.22
4,1,1024,1,16,4,67.16
32,1,256,4,2,4,98.86
4,64,16,64,1,1,67.2
4,4,16,4,64,4,10.23
8,2,32,128,2,2,10.22
16,2,64,8,2,8,35.17
16,512,1,4,1,8,98.69
1,256,4,128,1,2,19.02
32,2,32,2,64,1,35.12
64,4,4,1,32,8,19.05
512,2,2,4,32,1,35.13
2,2,128,32,8,2,10.2
8,8,16,8,2,16,19.11
4,128,4,64,2,1,35.17
1,2048,2,32,2,1,67.2
8,512,2,8,1,4,98.83
1,2048,2,1,16,4,67.26
1024,1,1,4,32,2,19.07
1024,2,2,4,16,1,67.28
256,8,2,1,16,4,67.27
4,1,256,2,8,16,19.1
16,4,16,4,1,64,19.06
8,32,1,16,16,4,10.24
4,256,4,32,2,1,67.2
32,2,16,2,2,64,19.09
16,2,16,4,2,64,10.21
4,128,4,1,16,8,35.13
128,4,1,8,8,8,10.21
1,64,32,16,2,4,35.25
512,4,4,2,8,2,98.77
64,2,2,32,32,1,10.21
8,1,64,2,64,4,10.22
2,32,128,1,16,2,98.73
4,4,512,1,1,32,98.73
4,32,16,1,64,2,35.16
128,8,4,4,1,16,67.26
4,1,64,32,16,2,10.26
32,1,64,8,16,1,35.13
4,128,1,128,2,2,10.2
1,16,16,32,32,1,10.2
4,32,2,64,4,4,10.23
1,1024,2,16,8,1,35.16
16,2,64,32,2,2,35.17
4,8,128,1,4,16,67.26
2,1,512,4,2,32,19.16
4,4,16,128,4,2,10.23
1,512,4,16,2,4,35.22
64,1,8,4,16,8,10.22
4,16,64,64,1,1,67.23
2,4,128,2,16,8,19.09
8,64,8,16,4,1,67.27
4,4,512,1,32,1,98.87
2,16,8,32,32,1,10.2
1,1,2048,2,1,64,35.09
1,8,64,32,16,1,10.19
256,4,1,8,8,4,19.14
4,32,32,16,4,1,67.3
16,2,256,8,4,1,98.79
16,4,4,8,8,16,10.22
8,64,8,8,4,2,67.31
8,32,1,4,4,64,10.24
1,256,1,8,8,16,10.21
2,16,64,2,1,64,35.15
32,2,16,256,1,1,19.07
32,64,1,1,16,8,36.13
16,128,1,16,4,2,35.21
2,64,2,2,16,32,10.22
2,64,2,4,4,64,10.23
4,2,256,8,16,1,35.15
256,1,4,128,2,1,19.09
2,64,32,1,1,64,67.23
32,64,2,4,16,1,67.3
8,16,4,4,8,16,10.22
16,256,2,2,4,4,98.77
4,8,64,2,4,16,35.22
2,2,256,8,2,16,19.11
1,256,16,1,32,2,67.26
4,16,32,2,32,2,35.19
2,64,16,4,32,1,35.13
64,32,1,1,32,4,35.16
8,32,2,64,2,4,10.21
512,1,2,1,128,2,19.11
512,1,2,32,4,2,19.16
1,4,64,32,1,32,10.21
512,16,1,4,8,1,98.83
256,2,2,1,8,32,19.08
1,8,32,32,32,1,10.21
8,128,4,8,2,4,67.29
2,256,1,1,32,16,10.22
16,4,32,32,2,2,35.19
32,16,1,1,32,16,10.21
4,16,16,32,2,4,19.12
16,8,2,16,2,32,10.22
1,1024,1,1,256,1,19.06
4,4,32,16,16,2,10.2
128,2,8,2,2,32,35.2
32,4,16,1,32,4,35.14
2,2048,1,4,2,8,67.28
1,128,8,1,32,8,19.08
64,8,8,1,4,16,67.2
256,2,4,1,32,4,35.13
2,1,256,32,2,8,10.22
64,2,2,1,128,8,10.21
2,64,32,2,2,16,67.32
1,1,2048,32,4,1,35.09
512,2,4,4,8,2,67.3
32,8,8,32,2,2,35.2
256,1,8,16,1,8,35.14
4,16,4,128,4,2,10.23
1,1024,1,8,4,8,19.07
32,2,128,1,8,4,98.8
2,1,256,1,32,16,10.22
8,16,8,16,8,2,19.12
4,128,8,1,2,32,67.27
4,2,64,32,4,4,10.21
2,16,128,16,4,1,67.23
1,512,8,32,2,1,67.22
1,4,64,32,8,4,10.24
2,2,1024,1,2,32,67.19
4,2,64,64,1,8,10.21
1024,1,1,1,32,8,19.07
1,64,4,1,128,8,10.21
1,512,16,1,1,32,98.72
1,1024,2,1,16,8,35.15
4,8,32,16,1,16,19.12
16,256,1,1,64,1,67.22
1,256,2,64,8,1,10.19
256,8,2,4,16,1,67.24
1,8,64,64,1,8,10.2
64,32,4,16,2,1,98.84
2,256,4,32,2,2,35.2
2048,1,1,4,4,8,35.09
8,4,8,4,128,2,10.23
512,1,16,2,8,2,98.65
8,128,1,16,1,16,19.08
32,8,32,2,4,4,98.85
8,4,128,2,8,4,67.33
256,1,1,4,64,4,10.21
4,1,256,2,32,4,19.14
32,16,1,16,16,2,10.21
2,32,16,16,2,8,19.12
256,1,1,1,256,4,10.19
128,1,8,1,64,4,19.1
1,2,4096,4,4,2,98.65
4,32,16,64,2,1,35.15
1,1,512,8,8,8,10.19
1,4,64,2,16,32,10.24
256,8,2,1,8,8,67.25
2,256,2,1,256,1,19.07
4,1,64,512,2,1,10.21
128,1,16,16,4,2,35.18
2,64,64,1,8,4,98.72
4,2,512,1,8,8,67.25
256,1,16,16,2,2,67.34
8,128,1,2,128,1,19.09
8,1,512,4,8,2,67.31
512,1,1,16,32,1,10.18
64,1,32,8,1,16,35.16
16,2,32,4,2,32,19.09
2,1,128,1,512,2,10.22
1,64,16,64,4,1,19.07
4,64,4,16,4,4,19.11
1,2,256,32,4,4,10.21
512,1,16,1,16,2,98.66
256,8,4,4,1,8,98.79
8,16,8,4,2,32,19.12
128,16,2,4,16,1,67.26
256,1,1,8,4,32,10.22
512,1,4,4,1,32,35.14
128,32,1,4,4,4,67.26
64,4,4,32,8,1,19.08
1,64,16,4,64,1,19.07
2,16,8,512,1,2,10.24
8,4,32,1,256,1,19.05
16,32,1,8,16,4,10.2
1024,8,1,4,1,8,98.71
32,64,1,8,4,4,35.19
512,2,4,2,1,32,67.27
4,512,4,1,2,16,98.86
64,1,4,64,1,16,10.23
16,16,4,8,16,2,19.11
1,1,4096,16,1,4,67.2
1,1024,1,16,8,2,19.09
4,16,128,2,2,8,98.87
256,8,2,2,2,16,67.26
16,128,4,1,1,32,98.81
1024,1,1,1,8,32,19.06
2,8,64,8,4,8,19.1
512,1,8,1,64,1,67.16
64,8,1,4,2,64,10.21
32,32,2,2,4,16,35.19
1,256,32,2,4,4,98.77
2,16,8,16,1,64,10.23
8,2,32,16,4,8,10.21
256,4,2,2,16,4,35.21
1,4,1024,1,1,64,67.24
256,1,1,64,4,4,10.22
64,8,8,4,2,8,67.34
128,1,2,1,64,16,10.23
16,8,4,1,8,64,10.19
8,4,16,4,8,16,10.21
64,4,4,4,32,2,19.13
16,2,32,1,64,4,19.07
4,8,8,2,16,32,10.23
16,2,16,256,1,2,10.21
256,2,1,4,16,8,10.21
256,1,16,2,8,4,67.33
32,1,32,8,16,2,19.16
16,16,16,1,8,8,67.24
4,16,32,4,4,8,35.19
128,8,1,256,1,1,19.06
1,32,32,64,1,4,19.09
4,8,128,2,4,8,67.28
512,16,1,8,4,1,98.77
8,64,1,16,1,32,10.19
64,4,16,16,1,4,67.26
2,32,8,128,4,1,10.19
1,256,2,4,64,2,10.21
512,2,2,1,8,16,35.16
32,2,64,1,32,2,67.24
128,2,1,4,8,32,10.23
1,16,128,2,32,2,35.26
2,1,1024,4,1,32,35.15
16,16,8,2,1,64,35.16
2,1,128,8,4,32,10.25
2,256,4,16,1,8,35.18
1,1,512,16,2,16,10.19
2,64,8,4,16,4,19.11
2,8,16,2,512,1,10.21
8,8,32,1,32,4,35.14
16,8,16,16,1,8,35.17
16,256,1,32,2,1,67.2
8,512,2,16,2,1,98.89
8,2,64,16,1,16,19.11
2,8,16,128,4,2,10.23
512,1,4,16,2,4,35.19
2,32,16,32,8,1,19.09
1,512,1,2,32,8,10.19
256,8,1,8,8,2,35.18
1,16,128,32,4,1,35.15
64,4,4,64,2,2,19.13
8,64,8,32,1,2,67.23
2,256,4,1,64,2,35.14
128,2,8,1,2,64,35.15
4,1,1024,8,8,1,67.2
8,2,32,2,8,32,10.2
16,1,16,32,16,2,10.25
2,2,512,2,16,4,35.18
1,1,8192,1,8,4,98.78
512,4,2,2,2,16,67.32
1,2048,1,2,8,8,35.13
32,8,4,128,2,1,19.08
2048,1,2,8,1,8,67.17
4,16,8,128,1,4,10.21
2,2,128,1,128,4,10.19
4,1024,1,1,32,2,67.24
64,2,32,2,8,4,67.35
1,2,256,16,4,8,10.21
2,64,16,4,8,4,35.23
64,16,2,8,4,4,35.21
16,8,32,1,1,64,67.23
8,4,32,2,32,4,19.12
1,1024,4,1,8,8,67.27
512,4,2,16,1,4,67.23
32,8,4,64,2,2,19.12
32,32,1,32,2,4,19.12
128,2,2,2,4,64,10.21
8,4,128,4,1,16,67.28
4,256,1,1,128,2,19.08
4,128,8,1,64,1,67.21
16,2,128,4,16,1,67.29
2,32,8,4,2,64,10.21
64,2,2,32,1,32,10.24
32,32,1,16,8,2,19.12
128,16,2,1,2,32,67.21
64,4,32,1,2,16,98.86
32,32,8,16,2,1,98.76
1,128,4,2,256,1,10.19
2,256,1,32,1,16,10.19
32,8,16,8,1,8,67.29
