gx,gy,gz,bx,by,bz,smefficiency
64,32,1,2,1,64,35.16
8,1,128,128,1,2,19.12
4,64,8,4,32,1,35.14
512,4,4,16,2,1,98.77
16,16,32,8,4,1,98.82
1,128,4,128,4,1,10.19
8192,1,1,16,2,1,98.82
32,1,32,1,4,64,19.12
256,2,8,8,1,8,67.3
2,64,32,32,2,1,67.26
16,1,64,8,2,16,19.16
2,2,512,8,16,1,35.15
256,4,2,4,4,8,35.21
8,4,16,2,32,8,10.21
16,32,8,1,4,16,67.28
1,4,2048,1,16,2,98.76
2,512,8,1,32,1,98.72
2,8,16,512,1,2,10.24
4,1,1024,2,2,16,67.31
16,2,16,2,16,16,10.21
32,64,2,1,16,4,67.26
1,2048,2,1,1,64,67.21
16,2,8,8,16,8,10.23
512,1,2,4,16,4,19.16
16,16,32,2,16,1,98.88
2,64,32,8,4,2,67.29
1024,2,4,8,2,2,98.81
4,8,128,2,1,32,67.3
256,32,1,2,1,16,98.87
2,64,16,16,1,8,35.16
4096,2,1,1,4,8,97.51
4096,1,1,32,2,1,67.16
32,16,8,4,16,1,67.2
128,16,2,1,4,16,67.24
32,4,16,16,8,1,35.18
64,1,32,64,2,1,35.12
2,1,128,16,64,1,10.2
64,16,4,1,8,8,67.27
64,4,2,32,16,1,10.19
1,32,32,32,1,8,19.08
256,2,4,2,8,8,35.2
2,128,1,8,8,16,10.24
128,2,8,2,64,1,35.15
8,2,64,1,16,16,19.08
4,4,16,16,32,2,10.23
2,2048,1,1,4,16,67.95
1,64,16,2,32,4,19.1
32,1,128,2,32,1,67.19
8,128,1,64,2,2,19.12
16,4,32,8,16,1,35.16
8,64,8,1,8,8,67.27
512,2,8,1,4,8,98.78
16,16,1,16,32,2,10.23
2,2,64,2,32,16,10.24
8,2,32,2,16,16,10.2
256,4,1,4,8,8,19.11
64,2,16,2,8,8,35.2
1024,8,1,2,2,8,98.72
8,128,1,1,16,16,20.37
256,2,16,8,4,1,98.81
8,64,1,1,32,16,10.23
16,1,32,2,4,64,10.22
4,32,4,512,1,1,10.19
8,64,2,32,1,8,19.1
8,8,8,16,1,32,10.21
1,1024,4,1,4,16,67.21
1,128,2,256,2,2,10.24
16,4,32,2,32,2,35.18
128,32,2,1,4,8,98.86
16,32,2,2,16,8,19.1
8,32,1,32,1,32,10.21
4,32,8,4,2,32,19.07
32,32,4,8,1,8,67.22
128,8,4,16,4,1,67.25
32,2,4,8,64,2,10.23
1,256,4,32,8,1,19.05
4,2,32,8,32,4,10.22
2,64,8,1,256,1,19.04
64,4,1,4,256,1,10.22
4,1,512,8,2,8,35.2
16,2,8,4,4,64,10.24
4,32,16,16,8,1,35.14
8,2,128,1,128,1,35.13
2,256,1,512,1,1,10.18
2,64,8,2,4,32,19.09
1,512,8,2,4,8,67.34
1,2,2048,8,4,2,67.3
64,4,4,16,2,8,19.08
1,128,8,1,16,16,19.04
2,2,128,64,1,8,10.21
1,8,32,4,4,64,10.25
2,16,16,4,4,32,10.21
2,2,64,4,16,16,10.24
2,128,16,4,4,4,67.31
16,32,1,2,32,8,10.2
8,2,64,1,32,8,19.08
8,32,8,1,4,32,35.14
32,1,8,512,1,2,10.23
8,256,2,1,1,64,67.21
128,8,1,1,4,64,21.5
512,2,4,8,4,2,67.3
2,16,16,256,1,2,10.22
8,16,2,64,4,4,10.23
16,16,8,4,2,16,35.18
2,4,64,128,4,1,10.2
4,1,64,128,8,1,10.21
4,16,4,64,1,16,10.23
2,32,128,1,2,16,98.83
1024,2,1,4,2,16,35.18
1,4,512,4,8,4,35.23
16,16,32,2,2,8,98.78
2,16,32,4,4,16,19.12
1,64,16,1,64,4,19.07
64,32,2,1,32,2,67.27
1,8192,1,2,4,4,98.76
8,64,4,16,4,2,35.18
16,256,1,16,2,2,67.24
8,32,1,128,1,8,10.21
2,64,2,1,128,8,10.2
2,32,32,1,2,64,35.15
8,32,8,16,8,1,35.14
8,32,8,4,4,8,35.21
32,16,8,2,8,4,67.33
32,1,32,8,4,8,19.16
256,2,2,2,4,32,19.12
4,1,256,2,64,2,19.15
32,2,64,2,4,8,67.27
2,8,256,16,4,1,67.19
64,8,8,1,1,64,67.23
16,4,16,1,16,16,19.09
32,8,2,16,32,1,10.19
2,16,32,4,32,2,19.13
4,512,4,2,1,16,98.75
256,1,1,64,1,16,10.2
32,2,4,4,16,16,10.23
1,1024,4,1,64,1,67.19
1,4,64,8,16,8,10.24
2,2,64,256,4,1,10.2
4,512,4,16,2,1,98.75
8,4,16,16,8,4,10.21
1,128,32,1,4,16,67.15
2,512,8,4,8,1,98.71
32,8,4,4,4,16,19.12
1,1,2048,1,64,2,35.09
4,32,16,2,1,64,35.17
16,16,32,1,16,2,98.81
64,8,1,1,512,1,10.18
1,16,64,2,128,1,19.06
8,1,256,4,2,16,35.22
16,1,64,4,16,4,19.17
256,2,8,2,1,32,67.27
8,16,2,2,128,4,10.23
2,256,1,1,256,2,10.18
2,4,512,4,8,2,67.33
1024,1,1,16,16,1,19.01
128,4,8,64,1,1,67.27
128,4,1,2,4,64,10.2
32,128,2,2,8,2,98.75
32,2,8,256,1,2,10.21
16,1,16,8,32,4,10.25
8,16,4,256,2,1,10.19
128,1,64,1,4,8,98.7
8,8,16,1,256,1,19.05
1024,1,1,2,128,1,19.07
1,2,256,1,16,32,10.19
64,2,4,64,1,8,10.22
16,4,128,16,1,2,98.77
8,8,32,32,4,1,35.13
32,16,8,1,16,4,67.23
32,4,8,1,64,4,19.09
64,4,2,8,16,4,10.21
4,2,64,128,2,2,10.22
32,1,256,8,4,1,98.72
16,16,4,1,256,1,19.08
4,2,256,1,4,32,35.16
4,64,16,16,2,2,67.31
2,64,2,1,1024,1,10.2
16,8,4,8,1,64,10.22
1024,2,4,32,1,1,98.71
1,256,2,32,16,1,10.19
2,32,4,4,8,32,10.23
2,2,64,8,2,64,10.22
1,8,1024,32,1,1,98.84
64,32,1,4,32,1,35.18
16,2,8,256,1,4,10.24
16,16,1,16,8,8,10.23
2,64,64,1,32,1,98.81
32,2,64,4,2,8,67.36
4,4,128,4,8,4,35.21
64,4,1,4,128,2,10.24
1,128,4,8,4,16,10.21
32,16,8,8,4,2,67.31
1,16,16,16,64,1,10.21
16,16,4,128,2,1,19.09
64,16,2,1,128,1,35.11
2,4,512,1,4,16,67.24
4,64,2,4,2,64,10.21
2,1,128,32,16,2,10.25
32,16,1,8,1,64,10.19
64,4,2,64,2,4,10.21
2,32,16,4,32,2,19.09
32,1,128,1,64,1,67.23
16,64,4,2,2,16,67.24
256,1,1,4,8,32,10.22
16,64,2,32,2,2,35.19
64,8,4,2,1,64,35.16
32,1,8,2,64,8,10.26
1,4,512,32,2,2,35.19
128,4,2,4,4,16,19.11
1,128,2,16,1,64,10.21
2,256,1,8,16,4,10.21
16,32,4,2,1,64,35.17
2,512,1,16,16,1,19.09
64,4,32,1,1,32,98.71
4,32,64,2,2,8,98.63
128,2,8,1,32,4,35.11
4,32,64,2,4,4,98.84
32,16,1,1,128,4,10.2
32,8,32,2,8,2,98.82
128,8,8,8,1,4,98.68
2,1024,2,1,4,16,67.26
2,16,16,32,8,2,10.2
1,16,512,4,1,8,98.71
1,32,256,8,1,4,98.79
4,8,16,4,16,8,10.21
16,4,8,32,8,2,10.21
8,2,16,64,8,2,10.23
4,64,1,2,8,64,10.24
1,64,128,8,1,4,98.72
1,2,256,16,32,1,10.19
2,2,2048,2,4,4,98.86
4,256,1,4,16,4,19.07
2,32,4,32,4,8,10.23
2,512,1,1,8,32,21.69
4,32,8,2,16,8,19.1
128,2,2,128,1,4,10.21
4,2048,1,16,1,2,98.86
4,1,128,2,128,2,10.22
16,64,1,8,2,16,19.12
4,128,4,1,32,4,35.14
512,2,2,4,8,4,35.2
64,64,1,64,1,1,67.14
8,4,64,2,64,1,35.14
256,4,8,16,1,2,98.79
1,32,16,32,1,16,10.2
4,64,1,2,16,32,10.24
4,16,4,4,256,1,10.21
8,32,2,16,1,32,10.21
4,1,512,4,2,16,35.17
2,256,1,64,8,1,10.2
1,256,8,64,1,2,35.12
8,256,2,64,1,1,67.16
32,8,4,2,128,1,19.08
4,4,128,4,4,8,35.2
256,1,2,32,4,4,10.22
64,4,1,512,2,1,10.21
512,1,1,256,1,2,10.18
2,4,128,2,4,32,19.11
4,4,64,64,4,1,19.04
16,1,128,1,4,32,35.12
16,2,8,32,16,2,10.24
4,64,16,32,2,1,67.23
256,16,2,16,1,2,98.87
64,2,2,64,4,4,10.22
8,4,128,1,8,8,67.27
2,2048,1,4,4,4,67.3
1024,1,2,8,16,1,35.1
2,256,1,1,128,4,10.2
32,4,16,32,4,1,35.15
4,128,2,4,32,2,19.09
8,32,8,32,2,2,35.21
128,4,2,32,2,4,19.13
8,32,1,16,32,2,10.24
16,1,128,64,2,1,35.11
4,256,4,2,2,16,67.3
2,1,1024,4,8,4,35.19
1,256,1,2,256,2,10.2
1,2,512,2,32,4,19.13
32,1,8,4,16,16,10.26
16,256,1,1,1,64,67.18
128,2,16,16,1,4,67.27
128,4,2,32,4,2,19.11
128,16,1,16,4,2,35.2
1,512,8,4,2,8,67.33
8,32,8,16,2,4,35.19
1,256,32,4,1,8,98.81
1,8,32,4,128,2,10.25
2,64,4,2,32,8,10.21
8,32,16,4,4,4,67.31
2,8,64,128,1,2,19.11
2,1,1024,1,4,32,35.15
16,64,4,8,2,4,67.29
1,16,128,1,64,2,35.16
1,2048,4,4,2,4,98.85
4,1,128,4,4,32,10.22
2,8,32,2,4,64,10.21
2,8,128,16,1,8,35.16
512,1,16,16,2,1,98.76
1,1,1024,1,16,16,19.06
16,128,4,8,4,1,98.83
64,4,1,128,2,4,10.23
4,1,1024,2,4,8,67.35
128,1,16,8,2,8,35.24
4,1024,1,2,32,1,67.27
1,2,256,4,2,64,10.21
256,2,4,1,4,32,35.14
4,32,2,1024,1,1,10.19
8,128,2,4,8,4,35.22
128,16,1,1,128,1,35.1
8,16,4,256,1,2,10.22
16,2,16,64,4,2,10.21
1,8,1024,1,32,1,98.88
4,8,128,4,16,1,67.25
8,16,2,128,8,1,10.2
4,128,4,1,128,1,35.14
16,4,4,32,2,16,10.22
16,16,2,2,128,2,10.21
256,8,1,4,8,4,35.21
256,8,4,4,4,2,98.71
32,32,4,4,4,4,67.31
64,16,2,2,8,8,35.21
64,4,16,64,1,1,67.25
128,1,4,64,2,4,10.22
8,16,2,2,64,8,10.22
1,32,16,8,32,2,10.21
2,1024,1,16,1,8,35.13
32,4,8,2,16,8,19.08
128,16,1,16,1,8,35.13
1,512,4,32,1,4,35.14
2,256,2,8,4,8,19.12
1,32,16,2,64,4,10.2
4,2,64,1,16,32,10.19
2,8,256,2,8,4,67.27
1,32,32,16,8,2,19.15
4,1024,2,8,2,2,98.7
16,4,128,8,2,2,98.66
2,256,4,8,8,2,35.19
16,2,128,2,32,1,67.27
16,32,8,1,1,64,67.25
1,4,2048,2,2,8,98.68
2,2,128,256,1,2,10.22
256,8,1,1,4,32,36.76
2,1,128,4,8,32,10.24
32,8,8,2,8,8,35.18
256,2,2,2,64,2,19.12
32,4,32,32,1,2,67.24
4,4,128,8,1,16,35.17
2,64,16,4,16,2,35.2
32,4,2,512,1,2,10.23
32,2,8,16,8,4,10.2
1,1,2048,64,2,1,35.09
1,1,1024,4,32,2,19.08
32,1,64,1,2,64,35.16
1024,1,8,1,1,32,98.8
16,8,2,8,8,16,10.22
2,1024,1,64,2,1,35.17
16,1,256,1,1,64,67.24
8,512,1,2,4,8,67.31
4,256,4,64,1,1,67.19
16,4,4,128,2,4,10.24
4,32,32,4,8,2,67.24
1024,1,2,2,32,2,35.2
2,16,128,1,2,32,67.26
16,2,32,16,2,8,19.1
2,32,32,2,4,16,35.2
1,128,64,2,16,1,98.79
1,2,128,64,4,4,10.24
2,8,256,8,1,8,67.29
32,16,1,8,64,1,10.2
64,16,2,2,16,4,35.2
128,2,8,32,2,2,35.2
32,64,2,16,1,4,67.28
4,1,64,256,2,2,10.24
128,2,32,2,2,8,98.8
4,16,128,4,4,2,98.82
128,1,2,64,16,1,10.21
4,1,128,4,128,1,10.19
8,64,16,1,32,1,98.75
4,32,32,2,2,16,67.25
1,128,32,2,1,32,67.26
64,16,1,128,1,2,19.08
1,32,64,128,1,1,35.13
4,256,2,1,32,4,35.14
4,256,1,16,16,1,19.09
2048,4,1,16,2,1,98.79
256,2,4,32,4,1,35.14
16,128,1,8,2,8,35.2
8,512,2,4,4,2,98.84
1024,2,1,16,8,1,35.16
64,2,32,1,8,8,67.25
2,8,32,4,16,8,10.21
16,4,8,1,8,64,10.19
128,1,2,32,4,8,10.25
64,2,4,16,16,2,10.21
2,1,2048,8,2,4,67.35
128,1,2,32,16,2,10.24
8,1024,1,4,2,4,98.82
128,32,1,8,1,8,67.18
1024,4,1,4,2,8,67.26
32,2,16,8,4,8,19.12
4,4,256,16,4,1,67.28
4,1,128,64,8,1,10.2
8,1024,1,1,1,32,98.89
64,32,2,16,2,2,67.33
2,32,64,1,2,32,67.26
32,2,8,2,256,1,10.2
1,8,32,16,64,1,10.21
1,16,32,2,32,8,10.21
256,8,1,16,8,1,35.15
2,16,128,8,4,2,67.25
16,64,8,4,4,2,98.84
1,16,16,4,16,16,10.24
32,4,2,4,32,8,10.22
1,16,16,2,8,64,10.24
2,32,4,8,128,1,10.2
512,1,1,8,4,16,10.2
16,32,2,64,4,1,19.07
1,1,1024,1,256,1,19.05
64,4,1,2,16,32,10.25
1,1,1024,2,8,16,19.04
1,4,1024,2,16,2,67.32
8192,1,1,16,1,2,98.85
2,4096,1,1,32,1,98.89
16,2,256,2,8,2,98.88
4,2,64,8,4,16,10.21
1,1,4096,1,16,4,67.22
8,256,2,32,2,1,67.25
2,32,32,2,8,8,35.18
32,4,8,1,32,8,19.06
256,2,4,4,1,32,35.17
1,1024,1,64,2,2,19.05
256,2,8,1,32,2,67.22
2,32,8,16,32,1,10.19
32,8,1,1,128,8,9.3
512,4,1,1,64,2,35.11
128,4,16,4,4,2,98.79
256,16,1,1,8,8,67.84
1,1,256,512,1,2,10.19
2,32,8,16,16,2,10.21
32,128,1,1,64,1,67.19
256,8,4,2,8,2,98.76
128,32,1,8,2,4,67.29
1,8,32,32,16,2,10.25
1,1,4096,2,1,32,67.18
4,64,16,2,2,16,67.3
4,256,2,1,4,32,35.11
32,8,16,16,2,2,67.28
4,64,16,4,8,2,67.31
8,512,1,4,4,4,67.24
1,16,128,1,8,16,35.13
512,16,1,16,1,2,98.69
512,8,2,1,4,8,98.83
32,4,4,256,1,2,10.22
8,32,16,1,64,1,67.31
16,8,2,64,16,1,10.21
1,1,4096,4,8,2,67.2
16,128,1,1,32,4,35.09
32,8,8,1,8,16,35.13
2,16,64,8,4,4,35.2
2048,1,1,2,1,64,35.08
4,256,4,8,8,1,67.24
8,8,16,2,4,32,19.09
16,2,32,2,2,64,19.08
1,256,16,2,8,4,67.29
4,16,64,2,8,4,67.34
32,8,2,8,1,64,10.21
8,32,1,1,512,2,9.3
2048,1,4,1,8,4,98.91
2,16,8,1,64,16,10.21
8,1,32,1,1024,1,10.22
4,512,4,1,16,2,98.82
16,2,32,8,32,1,19.07
2,2,64,256,2,2,10.23
128,16,4,2,8,2,98.82
4,256,2,2,8,8,35.2
4,256,1,4,1,64,19.07
32,8,2,8,4,16,10.2
4,32,16,16,2,4,35.17
256,1,4,1,256,1,19.02
1,16,16,32,16,2,10.24
16,16,2,4,2,64,10.21
16,128,1,2,16,4,35.16
64,4,32,8,4,1,98.82
256,2,2,1,4,64,19.03
128,8,8,4,2,4,98.57
64,1,4,4,8,32,10.25
16,8,4,4,16,8,10.21
1,4,512,32,4,1,35.14
32,8,32,32,1,1,98.72
4,128,4,1,64,2,35.14
16,8,8,1,32,8,19.07
2,64,64,1,1,32,98.81
2,2,64,128,4,2,10.24
16,4,4,1,16,64,10.2
2,32,4,1,128,8,10.21
4,4,256,8,2,4,67.27
8,8,16,128,2,1,19.1
128,8,4,16,1,4,67.28
4096,1,2,2,2,8,98.83
8,8,8,4,8,16,10.21
256,16,1,32,2,1,67.26
8,1,32,2,8,64,10.25
1,64,4,16,8,8,10.23
512,1,2,1,64,4,19.06
16,4,32,1,32,4,35.14
1,256,2,8,2,32,10.21
2,64,16,1,32,4,35.1
64,4,8,32,4,1,35.14
4,2,256,4,4,8,35.19
4,32,64,16,2,1,98.72
1,2,4096,16,2,1,98.74
2,4,32,8,4,32,10.22
2,32,64,1,1,64,67.27
64,8,2,4,16,4,19.08
32,4,64,8,1,4,98.77
16,1,16,16,2,32,10.24
4,8,64,1,8,16,35.14
2,8,32,16,16,2,10.2
1,64,4,8,4,32,10.25
4,64,1,1,16,64,10.15
64,32,2,1,1,64,67.24
2,128,8,2,64,1,35.14
4,1024,2,8,1,4,98.65
32,16,2,4,64,1,19.06
32,2,64,8,8,1,67.27
2,128,32,1,1,32,98.73
64,2,16,16,1,8,35.17
4,128,16,8,4,1,98.63
8,128,1,16,4,4,19.11
64,16,2,1,64,2,35.13
8,4,32,16,16,1,19.06
1,64,8,64,2,4,10.21
128,32,1,2,4,8,67.3
64,4,2,2,64,4,10.21
1,128,32,1,8,8,67.26
256,2,4,8,16,1,35.15
1,128,4,16,1,32,10.2
1,512,1,32,2,8,10.19
4,128,8,16,4,1,67.24
1,1,512,128,2,2,10.2
8,2,16,32,4,8,10.23
16,64,1,8,8,4,19.06
32,32,1,2,4,32,19.06
16,4,4,512,2,1,10.2
8,1,512,1,4,16,67.22
1,4,128,128,1,4,10.2
128,1,8,16,8,2,19.16
16,8,8,8,2,16,19.12
16,2,32,16,4,4,19.12
256,2,2,128,2,1,19.07
4,1,128,256,2,1,10.19
128,2,1,1,64,16,9.3
4,32,2,64,16,1,10.21
4,512,4,8,1,4,98.8
4,64,32,2,16,1,98.86
2,256,8,64,1,1,67.21
4,1,256,128,1,2,19.08
8,8,128,1,8,4,98.8
1,512,4,2,16,4,35.22
128,1,16,8,8,2,35.18
512,1,2,16,4,4,19.14
2,16,64,1,64,2,35.13
64,4,32,2,4,4,98.85
1,8,512,1,1,64,67.17
2,16,16,2,32,8,10.21
16,1,32,1,256,2,10.22
32,16,1,8,4,16,10.2
8,32,2,4,2,64,10.2
64,4,2,4,64,2,10.21
64,2,64,1,32,1,98.87
2,256,4,4,1,32,35.18
64,8,2,4,2,32,19.09
128,1,2,1,16,64,10.23
32,2,16,1,256,1,19.05
4,256,1,8,4,8,19.12
128,4,4,4,32,1,35.14
8,16,8,2,128,1,19.09
8,1,64,2,256,1,10.2
32,2,128,1,4,8,98.75
1024,2,2,1,2,32,67.23
32,2,32,1,128,1,35.12
64,16,1,8,16,2,19.13
4,128,1,16,1,32,10.19
8,256,1,64,1,2,35.16
32,16,16,1,8,4,98.75
64,8,4,2,64,1,35.14
2,128,16,8,2,4,67.31
32,1,8,32,8,4,10.25
16,32,2,128,2,1,19.06
64,4,1,16,64,1,10.21
8,1,128,1,8,32,19.1
1,32,8,8,16,8,10.24
2,128,8,2,4,16,35.2
8,4,16,4,128,1,10.2
1,256,1,8,128,1,10.19
64,1,8,32,2,8,10.22
4,128,8,1,16,4,67.21
64,8,1,16,8,4,10.2
64,2,16,2,4,16,35.17
1,2,128,1,128,8,10.2
2,2,256,1,64,4,19.08
8,256,1,1,4,32,36.79
8,4,16,4,32,4,10.2
128,1,4,8,64,1,10.19
512,1,16,8,1,4,98.83
4,4,16,8,64,2,10.23
256,4,8,4,4,2,98.71
256,4,4,4,16,1,67.23
64,64,1,1,32,2,67.23
16,256,2,32,1,1,98.69
1,2,256,4,8,16,10.24
2,32,32,8,2,8,35.2
128,4,16,8,1,4,98.82
64,2,2,2,512,1,10.21
2,2,2048,1,4,8,98.83
8,128,1,8,1,32,19.07
2,8,64,8,16,2,19.12
16,128,1,16,2,4,35.22
2,4,64,8,16,4,10.21
16,8,2,16,4,16,10.24
8,1,128,4,64,1,19.06
2,2,512,1,2,64,35.13
4,256,1,128,2,1,19.04
16,4,16,64,1,4,19.11
4,16,8,32,16,1,10.19
64,4,8,1,64,2,35.1
8,16,16,1,16,8,35.14
4,16,64,32,2,1,67.24
4,16,64,4,8,2,67.27
32,16,4,4,8,4,35.2
128,8,8,4,1,8,98.79
2,64,8,2,128,1,19.04
2,8,32,1,512,1,10.19
2,16,256,4,1,8,98.68
16,1,32,2,16,16,10.22
512,4,2,2,16,2,67.29
64,1,32,4,1,32,35.12
1,32,256,4,2,4,98.82
2,4,256,2,1,64,35.2
4,8,16,2,8,32,10.21
1,32,8,8,32,4,10.24
1,256,1,8,32,4,10.21
4,2,1024,8,2,2,98.77
16,16,4,2,64,2,19.1
2,64,16,32,2,2,35.21
4,1,128,32,4,4,10.24
4,2,128,32,2,4,19.11
4,256,8,16,1,2,98.86
4,1,2048,2,1,16,98.76
1,64,64,2,4,8,67.32
2,128,16,1,64,1,67.22
64,1,64,4,8,2,67.33
4,64,1,4,256,1,10.22
8,128,4,1,1,64,67.28
1024,2,2,2,16,2,67.3
4,4,512,16,2,1,98.77
32,8,1,16,32,2,10.24
4,64,1,64,2,8,10.24
16,128,1,16,8,1,35.18
32,32,8,2,16,1,98.87
16,16,2,256,1,2,10.21
1,64,16,16,4,4,19.15
1,128,4,16,8,4,10.2
32,2,64,1,4,16,67.26
32,8,1,8,2,64,10.24
2,256,4,8,2,8,35.16
64,8,2,4,8,8,19.12
1,16,32,4,4,32,10.2
4,2,1024,16,1,2,98.77
2,32,128,8,4,1,98.63
1,1,2048,1,32,4,35.09
1,256,2,16,1,32,10.2
8,1024,1,4,8,1,98.86
32,8,16,1,1,64,67.28
8,8,32,4,8,4,35.17
16,16,8,2,8,8,35.2
1,4,128,2,8,32,10.21
4,32,8,2,4,32,19.1
2,128,1,2,8,64,10.23
128,4,1,4,4,32,10.21
512,4,1,16,2,4,35.23
128,1,32,2,1,32,67.25
8,1,1024,2,8,2,98.74
8,64,2,4,8,8,19.09
4,16,4,2,64,8,10.23
64,1,64,1,64,1,67.17
16,1,16,2,512,1,10.2
1,256,32,1,8,4,98.86
8,512,1,16,4,1,67.24
1,2,256,1,256,2,10.19
32,16,8,8,8,1,67.27
256,4,2,8,1,16,35.16
8,128,4,4,4,4,67.33
4,1,1024,8,2,4,67.27
16,4,8,1,128,4,10.19
1024,2,2,1,8,8,67.3
16,32,4,64,1,2,35.18
1,8,32,8,128,1,10.21
8,4,256,4,8,1,98.83
2,32,16,64,2,2,19.09
2048,2,2,4,1,8,98.83
2,512,4,2,8,4,67.33
16,2,8,16,64,1,10.21
64,2,8,32,4,2,19.12
64,2,4,1,256,2,10.19
16,32,1,32,4,4,10.21
16,4,4,32,4,8,10.22
256,1,4,16,16,1,19.05
1,128,4,8,1,64,10.2
2,16,16,32,1,16,10.22
32,128,1,4,1,16,67.26
128,32,2,4,1,8,98.78
2,64,16,16,4,2,35.2
1,128,8,4,64,1,19.03
1,8,128,8,32,1,19.07
1,32,64,4,1,32,35.12
16,16,4,1,32,8,19.04
32,16,1,32,8,2,10.21
1,32,128,4,16,1,67.22
2,4,256,4,16,2,35.18
64,4,4,16,4,4,19.12
32,32,1,16,2,8,19.09
256,1,2,256,2,1,10.2
32,4,2,2,256,2,10.22
128,2,2,1,8,64,10.2
8,2,256,1,2,32,67.26
16,2,32,4,32,2,19.08
256,1,1,2,128,4,10.22
4,8,64,4,16,2,35.21
1,32,16,1,256,2,10.18
2,256,1,1,512,1,10.18
32,2,4,128,4,2,10.23
2,16,32,8,4,8,19.1
256,1,16,1,2,32,67.23
8,2,16,1,1024,1,10.2
1024,1,1,16,2,8,19.08
256,1,1,8,2,64,10.23
8,8,8,1,8,64,10.19
8,8,16,16,4,4,19.12
32,8,2,1,128,4,10.19
64,1,32,8,4,4,35.19
32,8,4,2,4,32,19.08
1,8,64,32,1,16,10.2
32,8,1,64,8,2,10.24
32,16,1,2,64,4,10.21
8,32,1,2,512,1,10.21
16,32,16,2,1,16,98.78
64,2,32,8,2,4,67.26
1,32,128,4,1,16,67.23
16,4,32,64,1,2,35.19
2,1,1024,128,1,1,35.12
1,2,1024,16,4,2,35.21
128,4,1,8,1,64,10.18
16,4,32,1,4,32,35.13
4,4,32,4,16,8,10.21
1,32,64,32,2,2,35.24
2,4,64,32,16,1,10.2
32,8,4,8,4,8,19.09
1,256,16,1,2,32,67.23
8,8,4,512,1,2,10.23
32,1,128,16,2,2,67.24
32,1,32,64,4,1,19.04
4,128,4,2,32,2,35.19
4,2048,1,8,1,4,98.77
8,64,1,4,16,8,10.2
1,4,1024,2,1,32,67.22
16,1,32,512,1,1,10.18
4,32,4,8,8,8,10.21
64,128,1,4,1,8,98.81
4096,1,1,4,1,16,67.2
16,32,1,1,256,2,10.18
16,64,1,64,4,1,19.04
1,64,16,1,16,16,19.03
2,16,256,1,8,4,98.76
2,2,1024,2,4,8,67.31
64,1,4,8,128,1,10.21
4,128,2,2,8,16,19.12
2,2,128,16,2,16,10.21
16,32,2,8,2,16,19.12
1,32,128,4,2,8,67.27
2,2,2048,4,8,1,98.9
64,2,2,8,8,16,10.22
4,16,16,16,4,4,19.13
128,1,16,4,2,16,35.23
128,2,1,16,8,8,10.25
4,4,256,1,16,4,67.27
1,2,2048,1,4,16,67.22
256,1,32,2,16,1,98.81
256,2,1,2,64,4,10.21
4,4,16,128,2,4,10.22
2,16,8,128,2,4,10.23
2,4,512,2,16,2,67.21
64,2,4,2,64,4,10.21
4,16,8,16,16,2,10.21
1,8,32,32,1,32,10.2
512,1,1,1,128,4,10.18
4,8,8,8,16,8,10.23
8,1,128,2,16,8,19.15
1024,2,4,2,1,16,98.8
1,512,16,8,1,4,98.68
16,32,4,2,64,1,35.16
1,64,32,32,2,2,35.27
16,256,2,4,2,4,98.79
256,4,4,8,2,4,67.34
32,128,2,1,32,1,98.82
1,8,32,4,32,8,10.24
64,8,16,2,2,8,98.85
2,4,32,32,1,32,10.24
2,1,256,1,128,4,10.22
128,1,2,16,16,4,10.24
512,16,1,1,16,2,98.07
256,1,1,1,128,8,10.2
16,32,8,16,2,2,67.32
4,1,512,4,16,2,35.22
1,32,8,2,256,2,10.26
16,32,1,32,2,8,10.21
4,8,32,8,16,2,19.07
64,4,2,2,128,2,10.21
32,4,4,2,256,1,10.19
2,256,2,4,2,32,19.13
4,8,32,1,256,1,19.06
1,4,1024,2,4,8,67.32
4,4,64,4,1,64,19.1
512,1,2,2,64,2,19.11
16,128,4,16,1,2,98.78
16,16,2,32,1,16,10.21
2,16,32,1,16,16,19.08
128,8,8,1,2,16,98.82
8,32,2,512,1,1,10.19
2,4,128,16,2,8,19.1
2,8,64,2,2,64,19.13
1,16,32,64,8,1,10.19
2,1024,1,4,4,8,35.18
4,128,1,64,1,8,10.18
8,8,64,32,1,2,67.23
16,64,4,1,1,64,67.27
128,2,4,1,8,32,19.08
4,32,8,2,2,64,19.12
2,16,8,4,64,4,10.22
32,4,4,8,4,16,10.21
64,1,16,1,4,64,19.1
8,4,256,2,4,4,98.79
16,8,16,1,8,16,35.15
2,2,2048,8,1,4,98.71
8,64,2,1,8,32,19.06
2,1,256,2,256,1,10.2
8,4,8,128,4,2,10.23
1024,4,1,8,1,8,67.21
8,512,1,8,8,1,67.19
16,64,1,16,16,1,19.08
8,64,2,8,1,32,19.07
128,1,4,32,2,8,10.23
32,128,1,1,1,64,67.18
1,64,4,4,8,32,10.25
64,1,8,2,64,4,10.23
128,8,1,1,8,32,21.67
64,1,16,4,2,32,19.15
2,512,1,32,8,1,19.09
512,4,4,1,4,8,98.72
8,64,2,2,16,8,19.1
1,16,32,128,4,1,10.19
1,16,64,16,2,8,19.15
1,4096,2,4,1,8,98.74
2,128,1,64,2,8,10.23
8,128,2,4,32,1,35.13
1,8,256,1,8,16,35.13
1,128,4,2,16,16,10.21
