gx,gy,gz,bx,by,bz,smefficiency
64,2,1,8,4,1,18.3
32,2,2,1,8,4,18.19
4,2,1,16,32,1,9.7
8,1,8,1,64,1,10.62
1,16,1,2,64,2,10.54
2,32,1,1,8,8,12.71
1,4,16,2,1,32,10.63
1,1,16,64,1,4,10.49
16,1,4,2,32,1,10.66
1,4,1,16,1,64,8.69
128,1,1,2,4,4,18.35
1,2,32,4,16,1,10.53
16,8,1,1,8,4,19.72
4,2,4,1,4,32,10.54
2,32,1,32,1,2,10.52
1,2,2,1,256,4,8.67
4,2,8,1,16,4,10.54
1,8,4,8,4,4,10.55
4,1,16,16,2,2,10.65
1,8,1,32,4,4,9.61
4,8,1,2,64,1,10.63
4,4,8,1,4,8,18.21
1,2,64,16,1,2,18.3
128,1,1,4,8,1,18.17
2,4,8,1,16,4,10.55
1,1,4,64,1,16,8.65
1,32,4,1,2,16,18.2
32,1,2,2,8,4,10.64
1,8,1,16,1,32,9.69
2,2,1,1,512,2,8.68
1,16,4,16,1,4,10.62
2,2,2,1,16,32,9.61
2,1,16,16,4,2,10.63
8,2,1,4,2,32,10.53
1,2,64,4,2,4,18.21
2,1,4,8,64,1,9.66
1,4,8,1,2,64,10.51
16,1,1,8,1,32,10.47
4,32,1,1,8,4,19.7
2,2,4,1,256,1,10.62
4,2,1,4,64,2,9.64
2,4,1,1,8,64,10.4
1,1,32,2,32,2,10.52
1,1,16,8,4,8,10.52
1,1,4,4,4,64,8.67
1,2,4,4,64,2,9.63
1,4,1,4,64,4,8.68
4,4,8,1,32,1,18.29
1,8,1,16,2,16,9.62
2,4,16,8,1,4,18.36
2,4,2,1,64,4,10.33
2,2,16,1,32,2,11.34
8,4,1,1,2,64,11.74
2,8,1,2,128,1,10.6
1,4,4,32,4,2,10.53
4,1,2,128,2,2,9.67
8,1,2,16,16,1,10.59
2,1,2,128,4,2,8.71
1,8,2,1,8,32,10.48
8,8,1,2,4,8,10.55
8,1,2,8,2,16,10.61
2,8,2,4,2,16,10.75
2,8,2,8,16,1,10.55
1,1,64,1,2,32,11.55
16,1,8,2,4,4,19.23
2,2,4,64,2,2,10.73
8,4,1,2,64,1,10.62
2,8,2,8,4,4,10.76
1,2,4,1,128,4,9.6
32,1,1,2,8,8,10.69
4,2,1,1,8,64,11.21
1,4,32,4,4,2,18.22
2,32,2,8,4,1,18.21
1,16,8,4,8,1,18.17
8,1,8,2,8,4,10.65
1,2,2,4,32,8,8.71
4,1,1,256,1,4,8.64
16,1,2,128,1,1,10.6
1,4,1,128,2,4,8.67
1,16,8,1,8,4,18.17
64,2,1,1,8,4,19.71
4,1,2,64,4,2,9.67
2,2,32,4,1,8,18.35
8,1,1,4,32,4,10.12
1,2,16,2,32,2,10.55
1,2,2,4,128,2,8.71
2,2,1,2,512,1,8.69
32,1,4,8,4,1,19.17
2,1,32,16,4,1,10.65
4,2,4,2,1,64,11.63
1,1,32,32,4,1,10.48
16,2,2,32,2,1,10.54
2,32,1,16,1,4,10.54
32,2,2,4,1,8,18.34
1,1,4,32,4,8,8.54
8,2,1,32,4,2,11.33
2,1,16,4,8,4,11.63
2,1,2,64,16,1,8.93
1,2,4,16,16,2,9.63
2,8,1,16,16,1,11.54
16,8,1,2,1,16,18.16
1,4,4,1,16,16,10.48
2,2,4,32,2,4,10.76
4,1,4,64,1,4,10.67
2,4,1,2,64,4,10.15
8,2,1,1,64,4,10.42
1,4,2,1,8,64,9.59
4,2,4,4,16,2,11.62
2,4,2,4,64,1,11.43
1,4,1,2,16,32,8.82
8,4,1,64,2,1,10.44
8,4,2,2,32,1,11.46
32,1,1,8,1,16,11.28
2,1,8,8,32,1,11.55
8,4,4,2,8,2,18.85
4,32,1,4,2,4,18.97
1,1,16,32,8,1,11.28
2,8,2,4,4,8,11.29
2,1,16,8,16,1,10.61
1,2,4,8,8,8,9.63
8,8,1,1,4,16,12.35
2,16,2,8,1,8,11.63
64,1,2,2,4,4,18.27
1,1,16,1,64,4,10.56
1,4,1,512,1,2,8.95
8,1,16,2,4,4,18.27
2,4,1,2,8,32,9.63
2,4,4,1,4,32,10.53
1,1,32,4,32,1,10.48
2,1,4,1,32,16,9.59
1,2,2,1,64,16,8.62
4,4,4,4,8,2,10.61
1,2,4,8,64,1,10.02
1,1,4,4,256,1,8.79
8,1,8,2,1,32,11.61
64,1,1,2,16,2,10.71
4,1,8,32,4,1,11.29
4,1,2,4,16,8,9.67
4,1,8,2,4,16,10.62
8,2,1,8,2,16,11.36
2,4,8,4,16,1,11.47
1,16,1,4,32,2,10.34
2,4,4,4,8,4,11.54
8,1,16,32,1,1,18.26
16,8,1,1,32,1,18.93
8,2,2,128,1,1,10.53
2,4,8,16,1,4,11.66
1,2,16,1,32,4,11.0
2,2,16,1,64,1,11.59
128,1,1,4,4,2,19.26
2,8,1,4,2,32,10.51
2,1,8,8,8,4,11.55
2,4,8,1,32,2,11.34
2,8,8,4,1,8,19.21
1,2,64,1,8,4,17.96
4,1,16,16,4,1,10.63
1,64,1,2,16,2,10.37
1,8,4,1,2,64,10.51
1,1,4,32,1,32,8.65
4,1,8,1,32,4,10.5
4,8,2,16,2,2,10.77
2,1,8,64,4,1,10.61
4,8,1,128,1,1,10.47
4,1,4,128,2,1,10.61
4,1,32,2,1,16,18.36
4,8,1,8,16,1,11.63
2,8,2,16,8,1,10.54
8,1,2,32,8,1,10.6
16,2,1,2,4,16,10.53
1,2,4,2,128,2,9.63
2,2,16,4,4,4,10.77
4,2,2,64,4,1,10.54
2,2,4,8,4,8,10.74
64,1,2,16,2,1,18.27
8,1,1,8,1,64,9.57
64,2,1,2,16,1,18.28
16,1,2,1,2,64,10.5
1,1,64,1,1,64,10.64
1,4,16,8,4,2,10.56
16,2,4,32,1,1,18.2
4,8,1,16,4,2,10.52
1,4,2,8,1,64,9.66
32,1,1,1,128,1,10.63
4,16,2,1,1,32,18.35
4,8,2,2,32,1,10.54
2,2,2,8,4,16,9.75
4,32,1,16,1,2,18.16
2,32,1,1,2,32,11.77
1,8,8,2,16,2,10.56
4,2,1,32,2,8,9.63
1,4,4,2,64,2,10.54
1,4,8,4,8,4,10.55
1,4,32,8,1,4,18.29
1,8,1,4,4,32,10.11
8,8,1,2,16,2,11.07
1,4,16,4,16,1,10.53
8,1,2,8,4,8,11.55
2,1,2,1,128,8,8.66
2,8,2,64,2,1,10.54
2,8,4,8,4,2,10.77
1,16,2,32,4,1,10.51
2,16,4,1,32,1,18.28
4,2,8,16,2,2,10.77
2,2,4,32,1,8,10.68
1,8,8,8,4,2,10.56
32,1,1,128,1,1,10.58
4,1,4,16,8,2,10.59
8,2,8,1,16,2,18.19
8,4,2,2,4,8,10.78
2,2,1,1,1024,1,8.65
4,4,2,8,2,8,10.74
1,1,16,2,8,16,10.53
16,1,2,4,1,32,10.68
32,2,1,1,16,4,11.79
16,8,1,4,2,4,18.19
8,1,1,16,32,1,9.58
32,1,1,1,4,32,10.48
4,1,1,4,64,4,8.71
1,4,32,4,8,1,18.18
1,2,4,4,128,1,9.61
1,16,4,2,1,32,10.63
8,1,2,4,2,32,10.61
4,2,1,4,4,32,10.15
4,1,4,4,32,2,10.6
1,1,4,32,8,4,8.67
16,2,1,64,2,1,10.6
16,1,2,4,32,1,10.62
8,2,1,2,4,32,10.52
2,1,2,16,16,4,8.72
1,4,8,64,2,1,10.53
1,2,16,8,1,16,10.62
2,16,4,8,2,2,18.4
1,1,4,16,32,2,8.66
2,8,4,16,1,4,10.72
16,1,1,1,8,32,10.48
32,2,1,4,1,16,10.52
2,4,1,64,8,1,9.66
4,1,16,2,8,4,10.63
1,4,1,16,8,8,8.67
4,1,4,64,4,1,10.6
1,16,4,2,32,1,10.53
1,128,1,1,16,2,18.2
8,2,2,8,8,2,10.75
4,1,2,32,8,2,9.66
4,8,2,1,16,4,10.54
1,1,16,1,4,64,10.59
1,2,4,256,1,2,9.66
8,4,1,2,32,2,10.54
8,16,1,2,2,8,18.2
2,1,64,1,8,4,18.17
32,1,1,32,1,4,10.48
4,2,16,1,2,16,18.19
1,4,4,8,2,16,10.54
8,4,1,2,8,8,10.53
8,8,1,1,64,1,10.52
64,1,1,1,32,2,10.5
4,2,2,4,16,4,10.75
1,8,2,8,4,8,10.54
1,8,1,64,8,1,9.64
2,4,1,128,4,1,9.66
8,16,1,2,8,2,18.19
4,1,2,1,64,8,9.59
1,2,32,8,1,8,10.64
8,2,1,16,1,16,11.36
4,4,2,2,64,1,10.53
1,1,16,1,256,1,10.56
1,2,64,1,4,8,18.19
4,2,4,64,2,1,11.46
2,8,1,8,16,2,10.54
4,16,1,2,16,2,10.55
1,4,2,4,4,32,9.63
1,32,2,4,8,2,10.57
8,4,2,1,8,8,10.55
1,8,1,4,2,64,9.6
2,16,2,1,2,32,10.53
4,4,8,4,1,8,18.36
1,16,2,2,8,8,10.57
32,4,1,16,2,1,18.29
2,16,4,1,4,8,18.21
4,1,2,16,4,8,9.67
2,32,1,4,8,2,10.55
8,8,1,32,2,1,10.64
1,4,2,16,1,32,9.67
1,32,1,1,8,16,11.31
8,4,2,1,64,1,10.63
4,2,2,1,32,8,10.52
2,8,2,128,1,1,10.54
64,1,2,1,16,2,18.17
4,32,1,2,2,8,18.2
2,8,1,16,2,8,10.52
2,2,32,1,16,2,18.21
1,2,8,16,1,16,10.61
1,2,2,64,1,16,8.69
64,2,1,4,1,8,18.17
16,2,4,16,1,2,18.34
1,2,8,1,4,64,10.48
2,1,16,1,8,16,10.51
2,4,4,1,2,64,10.53
4,4,4,16,4,1,10.54
8,4,1,2,16,4,10.54
1,4,16,2,4,8,10.56
2,2,4,16,8,2,10.76
2,1,64,4,2,4,18.26
1,4,8,8,2,8,10.53
1,2,4,4,4,32,9.64
4,4,1,1,128,2,10.4
2,8,2,1,128,1,10.62
2,4,1,512,1,1,9.58
1,1,8,32,8,2,9.61
1,2,8,16,16,1,10.52
4,1,1,4,128,2,8.71
1,8,16,1,1,32,18.27
1,32,2,8,4,2,10.57
64,1,1,16,4,1,10.49
4,4,2,16,8,1,10.53
2,1,64,8,4,1,18.29
32,2,2,1,16,2,18.2
4,4,4,1,4,16,10.54
4,8,2,16,1,4,10.71
2,1,64,2,4,4,18.28
2,16,4,1,2,16,18.93
1,16,1,8,16,2,11.34
4,1,32,4,2,4,18.1
1,16,2,8,8,2,11.37
1,16,4,8,2,4,10.56
16,4,1,16,1,4,10.52
1,8,4,1,4,32,11.3
8,1,16,2,8,2,18.29
1,16,2,1,128,1,10.47
1,1,8,4,16,8,9.6
16,1,4,4,4,4,11.56
4,4,2,4,2,16,10.76
1,8,4,8,8,2,10.55
4,1,16,2,1,32,10.69
16,2,1,32,4,1,10.61
2,32,1,1,64,1,10.52
8,4,1,4,8,4,10.53
1,4,2,1,256,2,9.6
2,2,2,1,32,16,9.62
2,4,16,4,2,4,18.39
1,128,1,2,2,8,18.21
1,2,16,32,4,1,10.51
8,4,4,1,1,32,18.35
4,1,2,16,1,32,9.71
2,4,1,16,32,1,9.66
1,2,8,64,4,1,10.51
8,4,4,2,1,16,18.36
4,4,2,2,32,2,10.74
1,32,1,128,1,1,10.51
1,4,2,2,128,2,9.62
16,1,1,4,32,2,10.65
1,1,4,16,64,1,8.64
1,2,2,32,16,2,8.84
32,1,4,2,4,4,18.27
8,2,2,32,4,1,10.54
4,1,4,1,128,2,10.49
4,4,2,4,4,8,10.76
4,8,2,4,1,16,10.72
1,2,4,16,8,4,9.63
8,1,1,128,1,4,9.58
2,2,2,4,8,16,9.75
1,4,1,4,8,32,8.67
8,2,2,2,4,16,10.76
2,8,4,4,8,2,10.79
8,1,2,16,4,4,10.61
1,64,1,4,4,4,10.57
1,8,1,128,1,4,9.68
4,1,4,2,32,4,10.6
4,2,2,8,1,32,10.68
8,4,1,2,4,16,10.53
8,4,2,8,4,2,10.76
4,1,1,128,2,4,8.72
4,1,2,4,2,64,9.67
2,2,8,2,64,1,10.54
2,16,2,16,1,4,10.77
4,4,4,32,1,2,10.7
1,1,16,32,2,4,11.14
4,2,2,64,1,4,10.66
4,2,4,8,4,4,10.75
16,8,1,2,4,4,18.2
2,4,4,2,64,1,11.14
4,1,2,1,16,32,9.59
1,128,1,2,8,2,18.22
2,2,2,2,8,32,9.76
32,2,2,2,1,16,18.35
2,1,4,8,2,32,10.26
1,4,2,8,8,8,9.65
1,1,4,256,2,2,8.67
16,8,1,2,16,1,18.26
1,16,4,8,1,8,11.57
8,2,1,4,16,4,10.51
1,2,2,32,1,32,8.94
1,32,2,4,16,1,10.53
1,2,4,32,2,8,9.63
8,8,2,8,4,1,18.19
2,4,1,4,4,32,10.16
8,4,1,16,2,4,10.52
32,1,1,1,64,2,10.48
1,8,2,2,128,1,10.52
1,1,128,16,1,2,19.05
2,2,1,2,256,2,8.7
16,4,2,8,1,4,18.32
1,8,16,1,16,2,18.91
1,4,2,32,16,1,9.62
4,2,8,2,2,16,10.8
2,16,1,64,1,2,11.29
4,1,4,1,32,8,10.48
2,8,4,8,2,4,11.58
1,64,1,16,4,1,10.63
4,1,16,1,64,1,10.62
16,2,2,1,4,16,10.53
1,1,16,4,16,4,10.52
1,8,4,32,1,4,10.62
2,64,1,4,1,8,18.93
2,8,8,8,4,1,18.18
32,4,1,2,2,8,18.95
4,2,8,1,4,16,11.32
1,8,8,1,1,64,10.62
1,2,64,1,2,16,18.17
64,1,2,1,1,32,18.16
2,2,8,4,2,16,10.76
1,1,4,4,128,2,8.67
1,16,8,1,1,32,18.26
2,16,4,4,2,4,18.39
2,1,64,8,1,4,18.35
2,1,8,32,8,1,10.58
1,8,1,8,64,1,9.66
32,4,1,4,1,8,18.18
2,2,8,4,16,2,10.77
2,16,1,4,16,2,10.51
64,1,2,1,4,8,18.22
1,32,4,2,2,8,18.21
2,2,2,32,8,2,9.76
1,16,1,64,4,1,10.58
1,16,2,8,4,4,10.54
4,2,2,2,64,2,10.74
4,16,1,1,8,8,12.69
1,1,128,1,1,32,18.28
2,2,8,64,2,1,10.53
1,1,64,2,2,16,10.52
64,1,1,4,2,8,10.7
16,2,1,1,16,8,11.74
8,2,4,2,32,1,10.62
1,8,16,4,2,4,18.21
2,8,8,4,4,2,18.41
1,8,2,256,1,1,10.48
8,1,8,8,1,8,10.7
1,4,8,1,16,8,10.52
1,32,1,64,1,2,10.66
2,4,1,4,8,16,9.63
4,1,16,16,1,4,10.7
1,2,4,2,256,1,9.62
4,1,1,2,16,32,8.71
8,2,4,32,1,2,11.67
1,1,4,512,2,1,8.64
2,2,2,128,2,2,9.76
1,1,8,16,8,4,10.3
4,4,1,16,16,1,10.59
4,2,8,2,8,4,10.77
1,64,2,1,32,1,18.14
1,4,4,16,4,4,10.53
1,64,1,8,1,8,10.68
2,32,2,4,4,2,19.13
2,16,2,2,32,1,10.54
1,16,8,4,1,8,18.29
2,2,8,1,8,16,10.54
4,4,1,4,1,64,10.5
4,1,1,4,256,1,8.64
1,32,2,1,16,4,10.53
16,4,2,4,1,8,18.37
1,2,16,32,2,2,10.55
1,4,16,4,2,8,10.57
1,8,16,8,4,1,18.19
1,32,4,1,32,1,18.15
32,1,2,4,2,8,10.64
2,4,4,1,32,4,10.53
2,16,4,2,2,8,18.42
4,1,1,4,4,64,8.72
2,8,4,8,8,1,10.55
1,2,4,2,64,4,9.64
8,1,1,1,8,64,9.58
8,2,1,4,64,1,10.59
2,2,1,128,2,4,8.7
1,1,64,32,2,1,10.51
1,1,4,1,1024,1,8.66
8,2,1,2,8,16,10.52
32,1,4,1,8,4,18.9
1,8,4,8,16,1,10.52
2,4,2,2,16,8,10.74
2,1,16,16,8,1,10.62
1,1,32,32,1,4,10.5
1,32,2,2,2,16,10.55
2,4,2,1,128,2,10.52
16,1,8,16,1,2,18.33
2,8,2,2,32,2,10.75
8,8,2,4,4,2,18.4
8,1,1,16,1,32,9.58
2,8,1,2,16,8,10.51
2,2,4,2,128,1,10.53
1,8,4,2,4,16,10.55
1,32,4,2,1,16,18.29
4,4,2,32,4,1,10.54
8,1,4,1,32,4,10.51
4,4,2,2,16,4,10.76
2,8,1,128,1,2,10.49
128,1,1,4,1,8,18.14
4,1,1,2,64,8,8.71
16,4,1,4,8,2,10.54
2,8,8,1,8,4,18.2
4,4,1,32,8,1,10.59
1,1,64,2,8,4,10.5
8,4,1,8,4,4,10.53
2,2,8,8,1,16,10.69
1,32,1,16,2,4,10.55
1,2,4,128,2,2,9.64
2,1,64,1,1,32,18.16
4,1,16,4,1,16,10.7
4,8,4,2,4,4,18.39
1,64,1,1,1,64,10.58
4,1,1,1024,1,1,8.67
4,2,16,16,2,1,18.2
8,8,2,4,2,4,18.41
8,1,4,32,1,4,10.67
4,4,4,64,1,1,10.54
2,64,1,32,1,1,18.15
2,16,1,4,2,16,10.53
16,4,2,2,8,2,18.46
4,8,2,2,16,2,10.77
4,2,1,4,8,16,9.63
4,1,1,2,256,2,8.71
8,2,2,4,8,4,10.74
8,1,16,8,4,1,18.29
2,2,2,16,8,4,9.76
32,2,2,2,8,2,18.4
4,1,4,4,4,16,10.6
32,2,1,1,4,16,12.73
4,2,1,128,4,1,9.67
2,4,1,8,8,8,9.63
2,1,2,32,2,16,8.72
4,4,1,16,1,16,10.5
32,2,1,1,32,2,10.57
8,1,4,32,2,2,10.62
8,4,1,1,4,32,12.64
8,1,1,256,2,1,9.58
1,2,2,8,2,64,8.71
4,4,1,8,4,8,10.53
2,8,2,4,8,4,10.77
2,4,2,4,4,16,10.74
1,8,2,64,1,4,10.61
2,1,8,1,64,4,10.5
32,1,4,1,4,8,18.21
8,1,1,1,512,1,9.67
16,2,1,16,8,1,10.61
1,32,1,16,8,1,10.62
1,1,128,1,16,2,18.28
1,1,32,1,4,32,10.6
1,1,32,16,1,8,10.48
8,4,1,2,1,64,10.51
1,32,1,4,32,1,10.6
4,2,1,8,8,8,9.63
8,4,2,8,1,8,10.72
1,2,8,16,8,2,10.54
4,1,8,32,1,4,10.67
1,4,2,4,128,1,9.61
16,1,1,8,4,8,10.68
64,1,1,1,4,16,10.5
2,1,32,1,16,4,10.52
1,2,2,2,64,8,8.71
1,1,128,32,1,1,18.19
4,1,8,16,4,2,10.61
4,1,2,32,2,8,9.66
