Kernel,gx,gy,gz,bx,by,gpuId,ipc
1,4,50,2,128,1,2,1,0.148355
1,16,10,2,5,64,1,1,0.145283
1,1,20,8,40,1,16,1,0.144197
1,25,8,2,2,128,1,1,0.147167
1,8,4,4,4,10,20,1,0.147274
1,5,64,2,2,4,20,1,0.144498
0,4,5,8,2,10,32,1,1.557561
1,32,5,20,1,1,32,1,0.199659
1,25,2,2,128,2,4,1,0.150097
1,32,25,4,2,16,1,1,0.199389
1,10,4,4,320,2,1,1,0.14561
0,1,20,32,80,1,2,1,1.564069
1,2,20,16,1,4,40,1,0.143597
1,50,1,2,2,64,8,1,0.149649
1,25,16,2,8,8,2,1,0.149502
1,20,1,32,2,5,16,1,0.143934
1,8,5,5,32,1,16,1,0.149007
1,40,8,5,4,4,4,1,0.147154
1,10,8,2,64,5,2,1,0.145888
1,2,32,10,160,1,1,1,0.14459
1,2,100,1,32,1,16,1,0.149378
1,1,10,16,4,32,5,1,0.144201
1,64,1,2,1,25,32,1,0.147983
0,5,10,8,1,256,1,1,1.579998
1,20,2,8,1,20,16,1,0.143861
1,2,8,40,1,8,20,1,0.144478
1,2,40,5,1,32,8,1,0.147395
1,20,10,1,4,2,64,1,0.147428
1,20,1,80,8,8,1,1,0.14685
1,2,80,2,1,20,16,1,0.14432
1,8,10,10,4,32,1,1,0.14804
1,20,5,2,8,8,8,1,0.14944
0,2,20,16,1,4,40,1,1.554696
1,1,2,50,16,4,16,1,0.149601
1,4,2,400,1,16,2,1,0.199797
1,10,10,2,8,16,4,1,0.148532
1,10,20,4,64,2,1,1,0.148348
1,8,20,10,16,2,2,1,0.146833
0,1,50,8,4,16,4,1,1.581743
0,50,4,1,1,512,1,1,1.525703
1,10,5,2,4,4,64,1,0.150113
1,2,1,80,2,16,20,1,0.145401
1,8,20,5,16,1,8,1,0.14755
1,1,4,25,4,64,4,1,0.149323
1,16,10,1,40,16,1,1,0.145227
1,16,20,1,5,4,16,1,0.144646
1,5,40,8,2,32,1,1,0.146744
1,4,5,32,4,2,20,1,0.144618
1,2,20,16,4,2,20,1,0.144271
1,1,400,1,2,2,64,1,0.148553
1,4,16,2,100,1,8,1,0.147122
1,1,2,64,20,2,20,1,0.147132
1,400,2,2,1,2,32,1,0.147273
1,2,5,16,2,80,4,1,0.143806
1,1,100,32,4,4,2,1,0.200017
1,2,50,16,2,8,4,1,0.147278
1,8,50,8,2,2,8,1,0.199556
1,8,1,16,8,20,5,1,0.147973
1,1,40,4,32,5,4,1,0.144311
1,1,2,64,2,50,8,1,0.147222
1,32,4,1,4,40,5,1,0.14719
1,5,20,32,8,1,4,1,0.199771
0,1,200,1,1,256,2,1,1.539717
1,8,4,4,2,25,16,1,0.147337
1,5,2,16,80,1,8,1,0.144031
1,8,2,25,32,2,4,1,0.147935
1,4,5,10,4,128,1,1,0.149077
1,128,5,1,5,8,4,1,0.14474
1,128,1,1,100,8,1,1,0.14763
1,4,25,2,4,8,16,1,0.149881
1,2,5,10,1,64,16,1,0.149419
1,20,8,2,16,5,4,1,0.145096
1,2,4,50,1,32,8,1,0.148313
1,16,5,4,5,4,16,1,0.144183
1,128,5,5,2,2,8,1,0.199251
1,4,2,80,16,5,2,1,0.143671
1,4,16,2,10,16,5,1,0.147462
1,20,32,1,1,32,5,1,0.279489
1,1,160,5,4,8,4,1,0.149537
1,2,10,8,16,5,8,1,0.144966
1,1,4,50,8,1,64,1,0.146436
1,640,1,1,20,4,2,1,0.145017
0,16,2,5,16,4,10,1,1.567778
1,1,4,50,1,64,8,1,0.148942
1,25,8,8,8,2,4,1,0.147683
1,8,20,1,10,32,2,1,0.144339
1,10,1,16,10,4,16,1,0.145359
1,10,1,320,2,16,1,1,0.200053
1,1,20,20,16,8,2,1,0.147798
1,2,10,5,32,8,4,1,0.149373
1,10,32,1,80,4,1,1,0.14368
1,5,4,160,1,16,2,1,0.199816
1,10,8,8,8,1,20,1,0.145101
1,40,2,4,1,32,10,1,0.144237
1,10,8,4,8,20,2,1,0.144603
0,2,80,4,8,2,10,1,1.593358
1,2,64,5,20,8,1,1,0.144512
1,2,5,40,16,1,16,1,0.147635
1,2,5,20,256,2,1,1,0.149211
1,32,2,10,32,5,1,1,0.14423
1,100,4,4,4,4,4,1,0.147652
1,4,4,8,16,5,10,1,0.14695
1,2,4,50,1,128,2,1,0.147522
1,10,2,10,512,1,1,1,0.147923
0,64,1,5,10,32,1,1,1.552421
1,160,2,10,2,2,8,1,0.20019
1,4,10,16,10,8,2,1,0.145124
1,2,16,4,100,2,4,1,0.147143
1,8,10,20,8,2,4,1,0.146955
1,1,80,4,2,160,1,1,0.144671
0,100,2,8,4,4,4,1,1.254974
1,1,400,1,4,16,4,1,0.147998
1,10,160,1,8,1,8,1,0.146693
1,32,1,5,2,20,16,1,0.145212
0,64,5,1,10,1,32,1,1.551891
1,5,1,640,2,2,8,1,0.199662
1,1,50,16,8,8,2,1,0.149231
1,1,80,2,2,32,10,1,0.144509
1,5,8,8,1,32,10,1,0.144267
1,2,16,4,2,25,16,1,0.147884
1,4,100,2,8,1,16,1,0.148933
1,5,20,1,512,2,1,1,0.149632
1,1,2,800,4,4,4,1,0.147672
1,1,32,10,1,16,20,1,0.144764
1,25,16,4,2,8,4,1,0.146531
1,2,100,1,2,32,8,1,0.148852
1,2,2,32,8,10,10,1,0.147568
0,1,8,20,4,80,2,1,1.548011
1,10,64,1,2,40,2,1,0.144167
1,2,16,5,320,2,1,1,0.145017
1,2,5,10,8,8,16,1,0.149389
1,5,64,1,4,5,16,1,0.144619
1,8,40,5,4,8,2,1,0.146677
1,10,8,20,2,1,32,1,0.147109
0,2,2,100,8,4,8,1,1.610929
1,16,5,4,10,4,8,1,0.144384
1,25,2,16,8,2,8,1,0.148954
1,8,5,10,16,16,1,1,0.14877
1,10,2,32,2,16,5,1,0.14431
1,4,16,2,20,20,2,1,0.147997
1,1,8,80,10,8,2,1,0.143381
1,10,1,320,8,4,1,1,0.199988
1,32,10,1,1,20,16,1,0.676307
1,20,1,32,32,5,1,1,0.144374
1,1,100,2,4,128,1,1,0.149106
1,4,1,40,32,5,4,1,0.144377
1,4,8,5,10,32,2,1,0.144941
1,1,20,5,32,1,32,1,0.149349
1,32,1,5,64,5,2,1,0.145429
0,1,8,80,10,8,2,1,1.579467
1,1,16,10,32,4,5,1,0.144001
1,1,160,2,5,32,2,1,0.145253
1,8,4,25,8,2,8,1,0.148315
0,1,16,20,80,1,4,1,1.540244
1,50,1,4,8,16,4,1,0.149123
1,1,5,320,32,1,2,1,0.147328
1,64,25,2,16,1,2,1,0.199294
1,8,5,80,4,1,8,1,0.200223
1,100,4,1,32,1,8,1,0.146688
1,32,10,1,160,2,1,1,0.145681
1,2,25,32,16,2,2,1,0.146546
1,8,2,8,1,800,1,1,0.148025
1,1,32,4,4,5,40,1,0.147095
1,4,10,80,1,2,16,1,0.200262
1,1,1,200,4,64,2,1,0.147943
0,10,2,16,1,10,32,1,1.53357
1,4,20,4,5,8,8,1,0.144606
1,16,2,100,1,4,8,1,0.199792
1,1,8,20,40,1,16,1,0.144968
1,80,1,2,160,2,2,1,0.14477
1,1,1,128,8,50,2,1,0.147147
1,100,2,2,2,8,16,1,0.147014
1,16,4,2,32,25,1,1,0.147577
1,80,5,1,2,32,4,1,0.146869
0,20,20,4,4,4,4,1,1.257679
1,2,800,2,16,2,1,1,0.200253
0,32,2,2,25,2,16,1,1.43355
1,1,10,40,2,64,2,1,0.148928
1,40,5,2,16,4,4,1,0.148235
1,200,1,4,2,1,64,1,0.149599
1,64,2,1,50,4,4,1,0.146962
1,4,10,10,2,4,32,1,0.148343
1,4,5,16,16,1,20,1,0.145154
1,4,5,20,2,2,64,1,0.149351
1,1,1,640,8,5,4,1,0.144705
1,5,1,20,128,2,4,1,0.14958
1,16,2,5,16,4,10,1,0.144547
1,4,1,40,128,1,5,1,0.145472
0,40,1,4,10,16,4,1,1.564905
1,1,400,4,16,4,1,1,0.147021
1,2,32,2,40,1,20,1,0.148014
1,1,100,4,1,128,2,1,0.148273
1,2,10,10,32,4,4,1,0.14921
0,2,20,8,5,16,4,1,1.581538
1,2,100,16,16,1,2,1,0.200287
1,1,400,1,32,1,8,1,0.146943
1,4,5,16,16,4,5,1,0.145341
1,16,5,2,80,1,8,1,0.143877
1,8,40,2,32,5,1,1,0.144857
1,4,5,16,32,2,5,1,0.145266
1,2,40,2,2,32,10,1,0.144336
1,1,320,1,1,160,2,1,0.145618
0,4,5,10,16,32,1,1,1.577056
1,4,1,80,8,40,1,1,0.144294
1,16,4,2,40,10,2,1,0.14737
1,4,40,4,16,10,1,1,0.144616
1,1,4,160,1,20,8,1,0.143936
1,2,20,40,2,16,2,1,0.146376
1,8,1,400,2,8,2,1,0.200576
1,200,1,2,16,2,8,1,0.148382
1,4,5,8,4,160,1,1,0.144635
1,10,1,80,2,1,64,1,0.14755
1,32,5,5,2,32,2,1,0.147069
1,10,4,16,40,1,4,1,0.144351
0,10,2,20,8,2,16,1,1.606884
1,10,4,8,1,5,64,1,0.143725
1,20,8,2,16,10,2,1,0.144237
1,8,4,4,400,1,2,1,0.147794
1,16,4,2,8,20,5,1,0.148029
1,4,2,20,1,16,40,1,0.144981
1,4,32,1,40,2,10,1,0.14798
1,10,2,80,4,4,4,1,0.147531
1,4,1,200,8,16,1,1,0.149298
1,2,8,8,40,20,1,1,0.14807
1,16,4,50,8,4,1,1,0.199971
1,100,4,2,2,64,1,1,0.149218
1,5,128,1,1,16,10,1,0.731172
1,2,64,25,8,2,2,1,0.19998
1,2,10,16,5,8,8,1,0.143363
1,800,1,1,8,16,1,1,0.147494
1,4,10,40,1,16,4,1,0.148016
1,5,5,8,4,16,8,1,0.148005
1,50,4,4,8,4,4,1,0.148414
1,2,5,16,4,8,20,1,0.145122
1,80,2,4,1,40,4,1,0.144851
1,160,1,2,8,20,2,1,0.144491
1,10,10,32,8,4,1,1,0.199269
1,8,2,25,4,32,2,1,0.14831
1,200,2,2,2,32,2,1,0.149364
1,5,16,20,1,2,32,1,0.148163
1,4,5,5,32,32,1,1,0.149709
1,1,20,32,2,16,5,1,0.144572
1,2,32,5,1,40,8,1,0.145034
1,5,4,10,64,2,4,1,0.148863
1,8,20,2,32,10,1,1,0.144518
1,4,4,8,16,10,5,1,0.147424
1,80,4,10,1,32,1,1,0.200053
1,20,160,1,1,4,8,1,0.80906
1,20,2,4,5,128,1,1,0.144918
0,5,2,10,64,8,2,1,1.580074
1,4,25,32,4,1,8,1,0.199697
1,400,1,4,32,2,1,1,0.147166
1,160,1,1,5,8,16,1,0.145043
1,5,20,8,1,128,1,1,0.149045
1,8,16,1,1,32,25,1,0.403663
1,32,1,5,40,8,2,1,0.14539
0,200,2,4,16,4,1,1,1.241728
1,2,64,5,8,10,2,1,0.14378
0,2,10,16,5,8,8,1,1.585728
1,64,2,5,10,4,4,1,0.144131
0,5,80,1,4,8,8,1,1.581431
1,10,20,2,4,4,16,1,0.146477
1,4,16,2,40,5,4,1,0.147332
1,20,1,160,1,8,4,1,0.200236
1,1,40,20,16,1,8,1,0.148874
1,2,800,1,4,1,16,1,0.147725
1,40,1,4,8,20,4,1,0.146114
1,200,2,2,8,8,2,1,0.146943
1,8,5,20,32,2,2,1,0.148514
1,10,2,20,1,32,8,1,0.148599
1,4,20,2,5,8,16,1,0.143614
1,16,4,2,4,25,8,1,0.147217
1,4,5,32,2,4,20,1,0.143993
1,5,8,4,5,32,4,1,0.143897
1,10,5,4,8,2,32,1,0.14953
1,16,10,10,2,2,16,1,0.147147
1,1,64,25,1,4,16,1,0.147049
1,25,1,64,4,2,8,1,0.147139
0,64,1,25,64,1,1,1,1.206652
1,10,32,10,4,4,2,1,0.199293
1,4,40,1,5,4,32,1,0.145038
1,5,5,64,1,2,32,1,0.146483
1,2,1,160,5,1,64,1,0.145363
1,32,50,1,2,4,8,1,0.147089
1,50,4,2,4,4,16,1,0.147297
1,128,1,5,10,16,1,1,0.145111
1,1,8,40,8,40,1,1,0.14469
1,8,25,1,4,32,4,1,0.148389
1,20,8,5,1,4,32,1,0.148333
1,2,1,50,32,4,8,1,0.149586
0,8,20,10,2,2,16,1,1.254964
1,4,20,8,10,1,16,1,0.145269
1,320,2,1,10,4,4,1,0.14477
1,4,25,16,2,2,16,1,0.146653
1,1,2,50,1,128,8,1,0.149756
1,1,64,5,4,10,8,1,0.14557
1,1,10,64,8,4,5,1,0.145286
1,2,16,20,16,5,2,1,0.144851
1,4,80,1,2,8,20,1,0.145069
1,40,4,1,20,1,32,1,0.144899
0,20,8,2,32,2,5,1,1.579795
1,2,1,64,2,100,4,1,0.147001
1,1,10,40,1,64,4,1,0.147701
1,8,1,16,1,160,5,1,0.147405
1,5,4,8,5,2,64,1,0.1447
1,20,4,20,32,1,2,1,0.146876
1,3200,1,1,2,4,4,1,0.199906
1,2,80,2,80,2,2,1,0.144571
1,16,5,2,1,80,8,1,0.14536
1,80,2,4,160,1,1,1,0.144502
0,1,4,200,8,1,16,1,1.576013
0,2,8,10,2,8,40,1,1.555107
1,5,4,5,128,8,1,1,0.149568
1,160,2,1,40,2,4,1,0.14423
1,64,5,5,32,1,2,1,0.146819
1,1,128,5,5,16,2,1,0.14479
1,1,100,4,64,1,4,1,0.147432
1,5,40,1,16,2,16,1,0.148131
1,1,4,32,10,5,16,1,0.147508
1,8,40,2,1,32,5,1,0.144389
1,1,5,32,1,640,1,1,0.145411
1,2,1,320,2,5,16,1,0.144447
1,16,2,50,32,2,1,1,0.14647
0,80,5,1,8,1,32,1,1.568957
1,32,2,2,1,50,16,1,0.147991
1,40,4,1,2,40,8,1,0.145044
1,80,1,5,1,64,4,1,0.147675
1,10,40,8,8,4,1,1,0.20002
1,1,40,16,1,16,10,1,0.144906
1,2,4,20,32,10,2,1,0.145086
1,1,40,8,16,4,5,1,0.145633
1,8,25,4,4,32,1,1,0.149363
1,100,8,1,64,2,1,1,0.148523
0,100,1,16,2,1,32,1,1.219318
0,5,4,80,16,4,1,1,1.238849
1,100,4,4,2,32,1,1,0.147156
1,40,8,5,2,1,32,1,0.146146
1,16,50,2,4,1,16,1,0.147183
1,80,5,2,2,2,32,1,0.149416
1,2,1,160,4,4,20,1,0.144681
1,100,2,16,4,1,8,1,0.199838
1,1,16,40,2,10,8,1,0.144245
1,1,80,4,320,1,1,1,0.144473
1,40,1,4,8,40,2,1,0.145378
1,80,10,4,1,8,4,1,0.200823
1,4,100,8,2,8,2,1,0.199839
0,16,5,20,4,2,8,1,1.25319
0,5,2,32,16,1,20,1,1.569794
0,40,4,4,20,8,1,1,1.573662
1,40,1,4,20,32,1,1,0.144987
1,80,1,2,10,16,4,1,0.144721
1,32,2,10,2,80,1,1,0.145574
1,2,2,40,4,8,20,1,0.144051
1,16,8,5,10,4,4,1,0.1448
1,1,10,20,32,8,2,1,0.148651
1,1,5,320,4,1,16,1,0.147361
1,16,1,100,1,8,8,1,0.14728
1,10,1,40,1,16,16,1,0.148239
1,5,2,20,16,32,1,1,0.14859
1,160,1,2,10,16,2,1,0.143819
1,4,2,400,4,2,4,1,0.199382
1,25,1,64,8,8,1,1,0.147848
1,20,160,1,8,4,1,1,0.20005
1,2,4,80,2,10,8,1,0.144054
1,1,1,320,5,2,32,1,0.144663
1,5,32,2,80,4,1,1,0.144668
0,32,2,50,4,2,4,1,0.781515
1,10,2,8,32,20,1,1,0.145061
1,1,50,4,128,4,1,1,0.147926
1,1,160,1,2,320,1,1,0.145189
1,1,80,4,2,8,20,1,0.143895
1,20,1,10,4,32,4,1,0.149252
1,2,100,16,16,2,1,1,0.199137
0,4,80,10,1,32,1,1,0.75787
1,1,20,5,8,8,16,1,0.149885
0,8,1,40,20,16,1,1,1.54418
1,5,32,4,32,1,5,1,0.144849
1,200,2,2,2,8,8,1,0.148292
1,4,16,2,1,800,1,1,0.147896
0,8,100,2,1,32,2,1,1.22172
1,8,10,2,8,20,4,1,0.145455
1,8,5,4,128,1,5,1,0.143405
1,8,5,4,2,40,8,1,0.145269
1,20,5,4,1,64,4,1,0.147835
1,8,25,1,2,128,2,1,0.149799
1,400,2,2,32,2,1,1,0.1479
1,1,1,100,16,2,32,1,0.149908
0,200,2,1,1,8,32,1,1.600844
1,1,5,32,32,10,2,1,0.144723
1,50,2,32,16,1,2,1,0.199733
1,10,4,8,64,1,5,1,0.143994
1,100,1,4,4,2,32,1,0.147865
1,800,1,1,64,1,2,1,0.148538
1,20,5,8,8,8,2,1,0.149549
1,40,20,1,4,32,1,1,0.149575
1,4,16,2,2,100,4,1,0.147806
1,1,1,160,10,2,32,1,0.144964
1,1,1,640,1,8,20,1,0.145495
1,5,16,5,8,16,2,1,0.146639
1,2,32,2,100,1,8,1,0.147761
1,4,40,1,20,16,2,1,0.144686
1,5,16,4,8,40,1,1,0.144267
1,16,4,5,4,80,1,1,0.144051
1,32,1,25,2,4,16,1,0.148349
1,5,8,8,64,5,1,1,0.145647
0,64,2,5,80,1,2,1,1.590874
0,5,16,8,1,32,5,1,1.549935
1,50,2,32,4,1,8,1,0.200152
1,10,10,4,8,8,4,1,0.148245
1,2,4,20,40,4,4,1,0.144453
1,1,10,20,16,4,8,1,0.149326
1,4,40,4,16,2,5,1,0.144028
1,1,8,20,2,320,1,1,0.144391
1,8,2,10,4,40,4,1,0.145048
1,1,2,800,8,8,1,1,0.147566
1,160,1,1,8,10,8,1,0.14518
1,16,2,20,4,20,2,1,0.143733
1,100,1,1,32,2,16,1,0.149325
1,5,10,4,1,256,2,1,0.14895
1,160,10,2,4,1,8,1,0.200182
1,10,32,1,1,64,5,1,0.385249
1,1,320,1,5,1,64,1,0.144098
0,40,4,5,1,128,1,1,1.597884
1,128,25,1,32,1,1,1,0.200561
1,8,10,2,16,8,5,1,0.145218
1,25,2,2,4,16,16,1,0.149604
1,20,2,10,16,4,4,1,0.149361
1,1,4,25,128,2,4,1,0.149108
1,5,640,1,2,8,2,1,0.200382
1,1,5,80,2,16,8,1,0.145963
1,10,32,1,320,1,1,1,0.144982
1,200,1,2,16,16,1,1,0.147564
1,20,4,2,8,4,20,1,0.143998
1,20,1,32,5,16,2,1,0.143357
1,1,64,50,4,2,4,1,0.20046
1,8,20,10,1,16,4,1,0.146632
1,2,1,400,1,64,2,1,0.147689
1,2,40,5,4,32,2,1,0.146644
1,5,16,10,4,8,4,1,0.147343
1,20,40,1,4,1,32,1,0.14624
0,20,1,32,5,16,2,1,1.598906
1,2,800,1,8,8,1,1,0.146167
1,2,80,1,10,8,8,1,0.145011
1,4,40,4,1,80,2,1,0.145241
1,2,320,1,16,10,1,1,0.145019
1,4,25,8,8,1,16,1,0.149016
1,25,1,4,1,64,16,1,0.149404
0,5,10,32,1,64,1,1,1.216984
1,25,128,1,4,8,1,1,0.199442
1,16,2,10,2,8,20,1,0.145503
1,25,4,8,4,32,1,1,0.148991
1,1,2,80,32,2,10,1,0.144534
1,2,64,1,20,8,5,1,0.147122
1,8,4,5,64,1,10,1,0.144486
1,160,2,2,4,20,2,1,0.144587
1,5,10,32,1,8,8,1,0.146834
1,2,40,10,1,4,32,1,0.147868
1,100,2,8,2,4,8,1,0.147834
1,20,80,1,2,16,2,1,0.147938
1,40,4,2,4,20,4,1,0.145705
1,1,1,100,4,16,16,1,0.149675
1,2,2,50,128,4,1,1,0.147677
1,8,1,40,2,8,20,1,0.145128
1,8,5,5,512,1,1,1,0.149764
1,4,50,4,64,1,2,1,0.147662
1,8,5,10,32,4,2,1,0.148191
1,5,1,32,5,2,64,1,0.144301
1,1,1,320,64,5,1,1,0.14531
1,100,4,4,64,1,1,1,0.147271
1,320,1,1,4,5,16,1,0.143344
1,8,20,4,2,16,5,1,0.145086
1,4,40,5,4,32,1,1,0.149206
1,10,4,16,40,4,1,1,0.143583
1,4,800,1,1,32,1,1,0.19956
1,20,16,1,16,20,1,1,0.145215
1,5,4,32,2,5,16,1,0.144124
1,16,50,2,1,8,8,1,0.147162
1,1,2,100,16,32,1,1,0.149775
1,50,4,2,16,2,8,1,0.147961
1,32,5,1,80,2,4,1,0.1453
1,100,1,4,8,16,2,1,0.146654
1,2,5,64,2,40,2,1,0.145393
1,25,4,16,2,8,4,1,0.146752
1,5,16,4,40,1,8,1,0.144759
1,2,2,25,1,256,4,1,0.149538
1,2,50,1,64,16,1,1,0.149631
1,128,25,1,1,2,16,1,0.573115
1,4,1,32,10,10,8,1,0.147319
1,1,640,1,10,1,16,1,0.144519
1,5,2,16,20,16,2,1,0.144324
1,50,1,16,8,16,1,1,0.148516
1,2,64,1,4,10,20,1,0.147168
1,25,1,16,8,32,1,1,0.14821
1,16,10,2,1,16,20,1,0.143244
1,5,80,8,2,16,1,1,0.199913
1,1,160,1,4,4,40,1,0.145026
1,10,8,5,2,32,4,1,0.14855
1,10,40,2,64,2,1,1,0.149152
1,20,20,1,1,8,32,1,0.791703
1,5,160,1,32,2,2,1,0.148482
1,20,8,2,4,2,40,1,0.144949
1,1,5,128,5,2,16,1,0.144091
1,8,1,25,8,32,2,1,0.1491
1,5,1,40,16,4,8,1,0.149581
1,1,32,20,8,1,20,1,0.144181
1,5,1,128,1,10,16,1,0.144116
1,1,400,4,8,2,4,1,0.146684
0,10,32,5,8,2,4,1,1.25108
1,2,5,20,2,128,2,1,0.149134
1,50,4,8,4,8,2,1,0.14679
1,64,2,1,1,80,10,1,0.402947
1,4,4,50,1,16,8,1,0.146728
1,4,4,100,2,8,4,1,0.146629
1,32,2,5,20,1,16,1,0.14547
1,64,1,2,100,4,2,1,0.147888
1,1,32,5,5,4,32,1,0.144667
1,1,1,128,5,4,40,1,0.147215
0,2,50,2,8,4,16,1,1.583201
1,8,2,10,10,16,4,1,0.14537
1,8,2,8,2,16,25,1,0.147563
1,20,4,2,40,8,2,1,0.145745
1,16,1,50,8,1,16,1,0.147101
1,20,1,16,2,32,5,1,0.145304
1,4,2,16,50,2,8,1,0.147241
1,2,80,1,16,8,5,1,0.144975
1,32,5,1,64,1,10,1,0.143932
1,64,25,2,16,2,1,1,0.199611
1,8,40,2,40,1,4,1,0.145477
1,1,200,1,8,16,4,1,0.148004
1,4,16,2,4,4,50,1,0.147164
1,16,5,2,16,20,2,1,0.143552
1,400,1,4,8,4,2,1,0.146536
1,10,40,8,2,2,8,1,0.200121
1,2,160,10,1,4,8,1,0.200454
1,25,16,8,16,2,1,1,0.2006
1,4,4,40,1,160,1,1,0.145018
1,64,5,5,4,2,8,1,0.146603
1,16,8,5,4,8,5,1,0.143765
1,10,10,2,256,2,1,1,0.149811
1,32,20,1,1,10,16,1,1.016273
1,1,100,4,2,128,1,1,0.147031
1,10,40,1,2,64,2,1,0.147169
1,32,4,5,5,4,8,1,0.14397
1,4,1,40,2,80,4,1,0.145345
1,2,20,16,10,1,16,1,0.145336
1,10,5,32,8,8,1,1,0.14719
1,2,320,1,10,8,2,1,0.143584
1,2,1,200,16,2,8,1,0.148154
1,80,5,1,64,1,4,1,0.148342
1,1,5,64,40,8,1,1,0.144016
1,5,1,64,4,5,16,1,0.14552
1,2,40,2,1,80,8,1,0.144685
1,5,40,4,1,64,2,1,0.148895
1,10,5,8,2,16,8,1,0.147936
1,4,50,4,2,2,32,1,0.145721
1,320,10,1,2,1,16,1,0.199603
1,8,40,1,16,5,4,1,0.144782
1,2,8,25,4,4,16,1,0.1493
1,8,20,1,8,80,1,1,0.144898
1,40,2,2,4,160,1,1,0.145307
1,10,20,2,2,8,16,1,0.147552
1,1,32,25,32,4,1,1,0.148486
1,1,50,4,2,8,32,1,0.148113
1,40,8,2,10,16,1,1,0.144192
1,8,1,50,16,2,8,1,0.148233
1,20,160,1,8,2,2,1,0.200324
1,1,16,40,10,4,4,1,0.14441
1,2,4,40,5,32,2,1,0.144545
1,10,2,8,10,1,64,1,0.145736
1,50,2,8,1,32,4,1,0.1481
1,1,200,1,16,4,8,1,0.147891
1,1,1,400,4,4,16,1,0.148175
1,1,40,8,1,20,16,1,0.144283
1,10,16,1,16,1,40,1,0.144879
1,5,8,4,16,2,20,1,0.145364
1,4,10,4,2,160,2,1,0.145302
1,5,2,16,10,16,4,1,0.145192
1,2,4,20,10,64,1,1,0.144295
1,8,20,5,1,16,8,1,0.148599
1,5,4,16,16,2,10,1,0.145207
1,5,4,16,16,10,2,1,0.145764
1,32,1,5,1,16,40,1,0.144138
1,10,20,2,32,1,8,1,0.147897
1,32,5,4,16,1,10,1,0.144764
1,16,50,4,8,2,2,1,0.199544
1,2,40,20,32,2,1,1,0.146493
1,1,128,1,8,10,10,1,0.148031
1,2,100,8,1,64,1,1,0.146264
