Kernel,gx,gy,gz,bx,by,gpuId,ipc
0,64,1,3,4,24,2,1,1.030819
0,1,16,12,1,8,24,1,0.98927
1,6,8,1,384,2,1,1,0.145029
1,3,4,24,16,8,1,1,0.160099
1,72,8,1,2,8,4,1,0.154423
1,8,6,4,2,24,4,1,0.154335
1,24,8,6,2,16,1,1,0.206022
1,3,1,16,32,2,12,1,0.144861
1,16,6,4,2,48,1,1,0.144685
1,12,2,16,2,6,8,1,0.143983
1,12,32,1,16,6,1,1,0.144191
1,4,4,8,36,8,1,1,0.156804
1,8,3,4,12,2,16,1,0.155963
1,12,32,3,1,32,1,1,0.205895
0,12,2,16,2,6,8,1,0.977658
1,4,2,12,3,64,2,1,0.156887
1,8,2,6,2,192,1,1,0.154959
1,8,8,1,8,36,2,1,0.147126
1,3,1,48,32,8,1,1,0.157763
1,8,3,3,16,8,4,1,0.157952
1,3,1,64,6,4,8,1,0.157235
1,48,2,2,1,6,32,1,0.154007
1,12,1,32,3,16,2,1,0.144575
1,1,384,1,6,4,4,1,0.143739
1,1,12,8,4,32,3,1,0.154136
1,3,8,4,96,2,2,1,0.155558
1,4,24,1,24,1,16,1,0.156702
1,4,18,16,16,1,2,1,0.206036
1,72,1,1,16,2,16,1,0.155594
1,64,2,1,18,4,4,1,0.156809
1,2,18,1,128,8,1,1,0.156463
1,64,1,3,96,2,1,1,0.156143
1,2,2,96,4,24,1,1,0.145562
1,3,32,4,24,2,2,1,0.144764
1,16,1,6,96,1,4,1,0.155346
0,1,384,1,6,4,4,1,0.923402
1,4,3,3,32,2,16,1,0.157107
1,8,3,12,32,2,2,1,0.158666
1,6,6,32,2,4,4,1,0.205797
1,2,8,4,12,8,6,1,0.14807
1,1,16,9,64,1,4,1,0.156933
1,4,1,12,4,3,64,1,0.144993
1,2,8,6,4,3,32,1,0.155728
1,2,2,32,96,1,3,1,0.158059
1,6,2,6,512,1,1,1,0.156693
1,6,1,8,4,8,24,1,0.145113
1,32,1,3,48,8,1,1,0.156763
1,8,1,24,1,16,12,1,0.155017
1,24,4,4,24,1,4,1,0.145412
1,16,2,6,32,6,1,1,0.155072
1,48,1,3,2,16,8,1,0.157991
1,2,16,18,1,8,8,1,0.153807
1,24,1,12,2,16,4,1,0.16103
1,64,6,3,2,8,2,1,0.205755
0,4,8,9,2,8,8,1,1.035952
1,3,4,4,128,2,3,1,0.144598
1,2,2,24,8,16,3,1,0.156523
1,6,96,1,16,2,2,1,0.155177
1,9,4,16,1,32,2,1,0.154392
1,3,4,4,6,32,4,1,0.144749
1,1,8,18,4,8,8,1,0.158607
1,3,16,2,4,24,4,1,0.156826
1,9,2,32,1,2,32,1,0.152805
1,2,24,4,48,1,4,1,0.155594
1,1,192,1,6,32,1,1,0.155267
1,16,2,18,8,1,8,1,0.156058
1,2,2,16,3,6,32,1,0.146954
1,9,2,8,256,1,1,1,0.157828
1,2,3,32,3,8,8,1,0.154538
0,64,3,3,1,2,32,1,0.847608
0,1,2,576,1,16,2,1,0.605395
0,2,8,9,4,32,2,1,1.043299
1,16,6,1,384,1,1,1,0.156473
1,18,2,2,8,32,2,1,0.156659
1,3,2,16,1,64,6,1,0.155644
1,16,24,1,3,1,32,1,0.145344
1,36,32,1,1,2,16,1,0.555006
1,6,1,24,8,32,1,1,0.157521
1,72,1,16,16,1,2,1,0.205364
0,1,4,18,32,1,16,1,1.004783
1,2,2,24,8,24,2,1,0.155286
1,16,4,9,4,2,8,1,0.154694
1,64,2,1,8,18,2,1,0.157607
1,16,1,6,2,32,6,1,0.155905
1,8,16,3,1,24,4,1,0.144342
1,8,24,3,16,4,1,1,0.154331
1,4,6,8,4,1,48,1,0.153633
1,12,12,1,2,16,8,1,0.158123
1,4,4,6,1,6,64,1,0.156336
1,2,1,144,4,2,16,1,0.159366
1,24,4,2,12,16,1,1,0.155308
1,1,16,12,4,3,16,1,0.154784
1,2,6,6,2,16,16,1,0.156352
0,16,4,2,48,6,1,1,1.027368
1,2,32,1,2,18,16,1,0.146727
1,6,32,6,16,1,2,1,0.203379
1,32,1,6,1,24,8,1,0.153751
1,12,1,24,32,4,1,1,0.160241
0,4,16,2,6,6,8,1,1.024892
1,4,1,12,2,128,3,1,0.144609
1,2,16,2,48,1,12,1,0.146967
1,2,3,96,2,8,4,1,0.153514
1,4,4,4,32,18,1,1,0.146781
1,4,1,16,12,8,6,1,0.148179
1,1,48,1,8,48,2,1,0.145154
1,576,1,2,1,2,16,1,0.204647
1,1,128,3,4,12,2,1,0.144438
0,16,2,12,1,96,1,1,0.953165
1,12,4,2,4,2,48,1,0.155043
0,3,4,16,2,16,6,1,1.027104
1,3,16,3,4,32,2,1,0.15855
1,3,2,32,4,1,48,1,0.155582
1,2,1,64,6,2,24,1,0.157028
1,1,18,2,64,2,8,1,0.155645
1,1,64,1,2,12,24,1,0.147803
1,32,2,1,24,8,3,1,0.150177
1,1,24,2,24,16,2,1,0.145897
1,8,4,4,6,4,12,1,0.157011
1,72,2,2,16,2,4,1,0.160152
1,2,32,2,4,4,18,1,0.155543
1,1,24,2,3,8,32,1,0.145271
0,8,6,4,1,6,32,1,0.984443
1,1,32,2,192,3,1,1,0.146597
1,12,12,2,1,128,1,1,0.159468
1,12,48,2,32,1,1,1,0.205151
1,1,2,288,16,4,1,1,0.154473
1,8,18,4,1,32,2,1,0.153917
1,8,4,36,2,1,16,1,0.202545
1,24,4,1,1,64,6,1,0.417657
1,16,8,9,2,8,2,1,0.206135
0,24,1,8,8,4,6,1,1.033935
1,1,48,8,8,12,1,1,0.144922
1,2,8,6,2,3,64,1,0.156547
1,4,12,8,16,3,2,1,0.14494
1,8,6,8,1,4,24,1,0.145734
1,3,4,32,3,2,16,1,0.14557
1,2,8,72,4,2,4,1,0.204409
1,2,32,2,72,2,2,1,0.156037
0,64,1,3,32,6,1,1,1.007671
1,1,1,36,1,1024,1,1,0.156378
1,1,1,128,4,4,18,1,0.156649
1,8,1,16,16,6,3,1,0.156534
1,16,12,6,4,8,1,1,0.205617
1,1,16,24,24,4,1,1,0.144562
1,2,8,3,6,32,4,1,0.144271
1,4,24,2,3,1,64,1,0.155437
1,6,2,6,4,4,32,1,0.156708
1,18,8,4,1,4,16,1,0.154941
0,1,6,64,2,1,48,1,0.945838
0,48,2,2,2,32,3,1,1.02447
1,9,4,4,16,4,4,1,0.157436
1,8,16,1,8,6,6,1,0.156785
1,48,24,1,1,32,1,1,0.205511
1,1,8,8,32,9,2,1,0.147903
1,32,1,4,1,24,12,1,0.158434
1,1,3,16,256,3,1,1,0.144833
1,8,4,18,1,4,16,1,0.154785
1,16,6,12,8,4,1,1,0.208255
1,48,2,4,16,1,6,1,0.14442
1,4,144,1,1,2,32,1,0.362782
1,2,1,64,3,48,2,1,0.156859
1,3,32,3,4,2,16,1,0.160293
1,1,12,16,1,48,4,1,0.155396
0,4,6,12,2,8,8,1,1.028455
1,64,3,1,2,3,32,1,0.156027
1,4,8,6,1,8,24,1,0.153765
1,1,32,6,6,8,4,1,0.154951
1,2,48,1,2,24,8,1,0.156433
1,1,4,96,32,1,3,1,0.144615
0,32,1,2,18,2,16,1,1.0116
0,18,1,4,4,4,32,1,1.04322
1,1,96,1,48,4,2,1,0.155178
1,6,1,48,64,2,1,1,0.158952
1,18,2,2,2,4,64,1,0.156406
1,8,4,3,1,64,6,1,0.154373
1,4,2,72,64,1,1,1,0.155165
1,1,4,24,32,6,2,1,0.156444
1,24,2,1,3,16,16,1,0.14539
1,6,2,4,96,4,2,1,0.145165
1,16,2,6,8,1,24,1,0.154381
1,2,1,192,8,3,4,1,0.144911
1,3,12,1,16,64,1,1,0.15628
1,1,32,2,32,2,9,1,0.14734
1,1,2,288,1,64,1,1,0.154099
1,24,24,2,2,4,4,1,0.201867
1,3,1,48,2,4,32,1,0.157095
1,6,192,1,2,2,8,1,0.207193
1,24,8,1,1,48,4,1,0.388998
1,1,24,2,3,128,2,1,0.145762
1,4,3,6,64,2,4,1,0.156767
1,1,3,16,16,3,16,1,0.143829
1,2,2,9,128,8,1,1,0.157444
1,9,2,64,16,1,2,1,0.202662
1,3,6,16,8,2,8,1,0.159094
0,16,3,1,1,64,12,1,0.923045
0,3,32,1,4,24,4,1,0.990542
1,2,2,16,1,288,2,1,0.147559
1,8,3,6,1,32,8,1,0.157866
1,4,4,3,32,4,6,1,0.145613
1,2,12,4,16,2,12,1,0.155951
1,3,2,16,1,32,12,1,0.15408
1,3,12,1,4,32,8,1,0.155636
1,12,3,4,2,8,16,1,0.158474
0,18,2,1,128,2,4,1,1.001831
1,2,16,2,2,18,16,1,0.146854
0,4,12,6,2,64,1,1,1.017977
1,1,16,8,3,96,1,1,0.157955
1,12,2,2,6,2,64,1,0.144056
1,64,1,3,12,2,8,1,0.156256
1,3,6,32,2,8,4,1,0.154899
1,36,1,16,8,4,2,1,0.15442
1,2,1,96,4,16,3,1,0.153769
1,1,64,3,2,32,3,1,0.154269
1,64,1,2,4,18,4,1,0.157162
1,2,96,1,8,3,8,1,0.155945
1,8,2,3,1,24,32,1,0.145393
1,16,4,1,2,36,8,1,0.147765
1,4,48,2,4,24,1,1,0.144539
1,288,1,1,1,32,4,1,0.159782
1,1,16,24,2,8,6,1,0.14509
1,32,6,3,2,4,8,1,0.154679
1,1,2,64,24,4,3,1,0.157316
1,1,32,9,8,1,16,1,0.160141
1,96,1,6,2,8,4,1,0.154278
1,1,6,8,64,12,1,1,0.14584
1,4,1,12,16,16,3,1,0.145971
1,8,2,6,16,1,24,1,0.155504
0,16,3,1,6,64,2,1,0.958898
1,72,2,1,32,4,2,1,0.157474
1,576,1,1,8,2,4,1,0.154523
1,4,8,4,4,4,18,1,0.157184
1,96,1,2,16,2,6,1,0.152984
1,16,2,6,1,16,12,1,0.15578
1,36,16,1,2,16,2,1,0.15587
1,8,12,4,48,2,1,1,0.143617
1,24,2,4,16,6,2,1,0.15529
1,1,1,576,8,4,2,1,0.1544
1,8,1,6,48,8,2,1,0.144391
1,1,12,8,16,4,6,1,0.157123
1,1,8,24,6,32,1,1,0.153966
1,2,96,1,1,24,8,1,0.559329
1,2,1,32,1,9,64,1,0.150695
1,32,4,1,3,3,32,1,0.157827
1,48,1,1,6,128,1,1,0.145943
1,4,4,24,48,1,2,1,0.144804
1,6,8,2,2,6,32,1,0.154857
1,8,4,2,24,2,12,1,0.146883
1,2,8,4,1,96,6,1,0.150372
1,8,1,8,36,2,8,1,0.1467
1,1,24,16,2,24,2,1,0.144722
1,8,9,8,64,1,1,1,0.154214
0,6,32,1,16,1,12,1,0.992802
1,64,3,2,12,2,4,1,0.145241
1,18,2,16,1,8,8,1,0.156175
1,1,48,1,32,6,4,1,0.145658
1,3,3,32,8,1,16,1,0.160311
1,2,48,2,4,12,4,1,0.153796
1,2,6,4,16,24,2,1,0.143536
1,16,3,1,16,4,12,1,0.14406
1,9,2,4,128,1,4,1,0.157063
1,32,6,2,3,8,4,1,0.14506
1,1,18,8,2,2,64,1,0.158355
1,4,18,4,64,1,2,1,0.159109
1,36,8,1,2,2,32,1,0.161199
1,192,1,1,12,4,4,1,0.155368
1,6,4,12,64,1,2,1,0.160108
1,6,8,6,16,4,2,1,0.161109
1,16,12,2,32,1,3,1,0.144642
1,48,2,1,32,2,6,1,0.154331
1,72,2,1,1,32,8,1,0.415561
1,6,16,3,128,1,1,1,0.160061
1,1,6,6,16,32,2,1,0.155995
1,64,1,1,288,1,2,1,0.146682
1,1,6,192,8,4,1,1,0.205673
1,3,16,24,2,16,1,1,0.202161
1,16,1,4,2,6,48,1,0.146875
1,4,1,9,16,4,16,1,0.15627
1,3,3,16,8,1,32,1,0.157954
1,4,1,18,1,512,1,1,0.155966
1,1,2,48,4,6,16,1,0.15568
1,48,2,1,16,24,1,1,0.156319
1,3,12,2,4,16,8,1,0.156593
1,1,64,2,16,1,18,1,0.156308
1,32,2,6,8,6,2,1,0.144993
0,2,6,4,16,24,2,1,0.970333
1,18,4,1,1,256,2,1,0.222227
1,32,2,1,1,16,36,1,0.775207
1,6,64,1,2,2,24,1,0.144896
1,1,1,144,128,1,2,1,0.158271
1,2,2,12,1,48,16,1,0.144117
0,4,12,12,1,4,16,1,0.851157
1,36,32,1,1,32,1,1,0.205462
1,1152,1,1,32,1,1,1,0.206322
1,1,32,4,12,12,2,1,0.157068
1,2,2,16,64,9,1,1,0.146755
1,12,32,1,16,1,6,1,0.14518
1,16,6,6,8,1,8,1,0.154694
1,4,18,4,1,8,16,1,0.160774
1,1,3,16,1,768,1,1,0.145835
1,48,6,4,1,32,1,1,0.206148
1,16,1,3,32,1,24,1,0.145252
1,2,6,16,1,96,2,1,0.155731
1,4,2,12,96,4,1,1,0.156472
1,1,9,8,1,512,1,1,0.15659
1,12,3,2,8,4,16,1,0.156809
1,2,6,12,1,8,32,1,0.158909
1,4,32,1,36,4,2,1,0.156861
1,144,1,2,4,2,16,1,0.16068
1,8,4,12,4,6,4,1,0.144502
1,64,2,1,2,48,3,1,0.158783
1,2,36,1,8,2,32,1,0.155304
1,18,32,1,8,1,8,1,0.154655
1,2,2,32,24,2,6,1,0.156865
1,576,1,2,4,4,2,1,0.20492
1,16,4,1,2,16,18,1,0.148096
1,2,4,8,2,9,32,1,0.147038
1,72,4,4,2,8,2,1,0.206473
1,16,4,2,96,1,3,1,0.156696
1,4,18,1,2,256,1,1,0.156558
1,128,3,1,1,6,16,1,0.885597
1,48,4,1,24,1,8,1,0.154799
1,6,16,3,8,16,1,1,0.158917
1,8,4,2,1,576,1,1,0.147002
1,1,4,32,96,3,1,1,0.156497
1,1,12,4,4,12,16,1,0.144687
0,64,1,3,3,1,64,1,0.99783
1,4,3,4,12,32,2,1,0.145054
1,4,6,2,32,12,2,1,0.144555
1,1,36,16,2,32,1,1,0.156143
1,24,3,1,2,4,64,1,0.156872
0,64,2,1,12,3,8,1,1.003622
1,1,1,96,3,8,16,1,0.156139
1,32,9,1,64,1,2,1,0.159945
0,1,36,16,32,2,1,1,0.857402
1,2,4,36,8,16,1,1,0.159644
0,1,384,3,2,8,2,1,0.615111
1,1,24,8,4,48,1,1,0.153683
1,24,4,1,1,32,12,1,0.418874
1,72,1,8,2,4,8,1,0.153592
0,4,4,3,2,64,6,1,0.96211
1,2,2,16,32,3,6,1,0.147426
1,8,1,6,32,1,24,1,0.143909
1,2,2,24,4,2,48,1,0.154516
1,9,8,1,2,256,1,1,0.156814
1,2,6,8,1,48,8,1,0.155882
1,2,1,32,32,1,18,1,0.150214
1,1,18,32,16,1,4,1,0.155032
1,8,72,1,1,4,16,1,0.867748
1,24,4,4,24,2,2,1,0.144414
1,3,6,2,128,4,2,1,0.155993
0,24,2,1,4,16,12,1,0.961265
1,24,3,16,1,2,16,1,0.202428
0,16,1,4,6,32,3,1,1.007559
0,2,16,3,3,128,1,1,1.01851
1,3,4,48,8,4,2,1,0.155805
1,6,6,1,4,16,16,1,0.15603
1,1,192,2,2,16,3,1,0.14492
1,1,9,4,16,8,8,1,0.15616
1,32,1,2,1,288,2,1,0.146493
1,8,6,2,96,2,2,1,0.154467
1,1,1,48,12,4,16,1,0.142885
1,1,32,9,2,8,8,1,0.159856
0,1,1,48,12,4,16,1,0.958595
1,1,12,48,2,32,1,1,0.154196
1,4,3,12,1,256,1,1,0.15804
1,16,18,1,8,8,2,1,0.159305
1,4,3,24,64,1,2,1,0.159921
1,2,2,16,36,4,4,1,0.146804
1,4,2,6,32,1,24,1,0.145434
1,32,3,1,1,64,6,1,0.416699
1,2,96,3,4,4,4,1,0.155147
1,4,16,2,8,36,1,1,0.159267
1,64,1,3,2,12,8,1,0.156031
1,3,128,1,1,8,12,1,0.903628
1,4,2,24,3,64,1,1,0.154164
1,6,1,8,64,12,1,1,0.145149
1,12,1,3,256,4,1,1,0.156375
1,16,36,1,8,8,1,1,0.154211
1,1,1,288,16,4,2,1,0.159484
1,24,12,2,1,1,64,1,0.154039
1,2,8,8,4,8,9,1,0.155337
1,12,2,2,16,48,1,1,0.145674
0,16,6,1,12,16,2,1,1.005291
1,24,8,1,8,2,12,1,0.155446
1,1,3,12,4,256,1,1,0.156191
1,2,16,2,4,9,16,1,0.15073
1,4,16,3,48,2,2,1,0.154989
1,2,16,18,8,8,1,1,0.154307
1,8,8,3,4,6,8,1,0.155157
1,1,48,1,3,128,2,1,0.144103
1,72,1,8,16,1,4,1,0.154529
1,1,128,9,1,2,16,1,0.206335
1,192,1,1,16,1,12,1,0.154764
1,48,2,3,8,4,4,1,0.160045
1,1,6,32,8,3,8,1,0.153962
1,8,8,1,12,48,1,1,0.146755
1,12,8,2,8,6,4,1,0.157216
1,6,2,96,2,4,4,1,0.207458
1,6,16,1,16,12,2,1,0.156859
1,1,2,576,8,2,2,1,0.206175
1,12,6,4,16,2,4,1,0.160149
1,4,3,4,128,1,6,1,0.144876
1,4,3,8,32,12,1,1,0.154595
1,8,4,3,8,16,3,1,0.156573
1,4,2,8,72,1,8,1,0.150998
1,3,2,8,64,4,3,1,0.145855
1,2,32,1,18,32,1,1,0.146587
1,2,3,16,12,4,8,1,0.154914
1,9,2,8,32,2,4,1,0.157851
1,2,32,2,2,144,1,1,0.157793
1,16,4,2,1,24,12,1,0.156906
1,2,64,3,2,8,6,1,0.144423
1,32,2,6,2,48,1,1,0.14467
1,32,1,9,16,8,1,1,0.159744
1,128,1,9,2,4,4,1,0.207387
1,2,36,8,64,1,1,1,0.155729
1,1,128,1,72,1,4,1,0.157454
1,1,64,2,96,1,3,1,0.157978
1,4,6,6,16,4,4,1,0.157539
1,32,1,12,1,12,8,1,0.14414
0,32,2,1,4,24,6,1,0.970523
1,3,1,64,96,2,1,1,0.154047
1,1,3,32,24,16,1,1,0.156109
1,3,2,16,64,2,3,1,0.156507
1,2,6,24,4,32,1,1,0.160661
1,1,4,144,1,8,8,1,0.15517
1,4,3,8,16,6,4,1,0.155443
0,48,4,3,8,1,8,1,0.871286
1,1,2,576,1,32,1,1,0.205293
1,72,8,1,4,4,4,1,0.154822
1,16,12,1,1,3,64,1,0.500459
1,4,2,18,1,32,8,1,0.157023
1,4,16,9,4,2,8,1,0.15531
0,1,24,4,1,48,8,1,0.990167
0,16,1,24,1,48,2,1,0.928267
1,1,6,32,6,16,2,1,0.154704
1,24,1,8,2,24,4,1,0.154809
1,8,6,1,3,256,1,1,0.144578
1,8,12,1,48,1,8,1,0.155199
1,2,48,2,12,4,4,1,0.153386
1,36,8,4,2,4,4,1,0.205392
1,16,2,2,8,9,8,1,0.150757
1,16,1,4,1,48,12,1,0.146864
1,12,4,4,24,2,4,1,0.153971
1,8,4,2,1,32,18,1,0.147238
1,6,3,32,1,32,2,1,0.15549
0,8,6,4,4,8,6,1,1.024479
0,8,24,2,6,2,8,1,0.977125
1,1,6,32,8,4,6,1,0.155181
1,6,16,1,1,16,24,1,0.78892
1,1,8,72,64,1,1,1,0.154564
1,128,1,1,8,36,1,1,0.15806
0,9,2,2,8,128,1,1,1.007855
1,3,32,1,8,48,1,1,0.155898
1,2,18,4,2,128,1,1,0.157607
1,48,3,4,16,1,4,1,0.15401
1,8,8,9,8,8,1,1,0.154606
1,96,4,3,16,1,2,1,0.207628
1,1,9,32,2,16,4,1,0.16083
1,1,32,3,2,24,8,1,0.155897
0,18,16,4,4,1,8,1,0.61605
1,96,1,2,2,4,24,1,0.155179
1,12,4,8,12,4,2,1,0.145163
1,12,48,1,32,2,1,1,0.154687
0,1,48,1,1,32,24,1,0.946223
0,1,32,2,3,12,16,1,0.977868
0,1,4,48,8,1,24,1,0.99514
1,1,12,12,1,128,2,1,0.156953
1,8,2,24,4,1,24,1,0.14465
1,1,24,16,1,2,48,1,0.145374
0,4,18,2,32,2,4,1,1.042385
0,24,24,2,8,4,1,1,0.614101
1,1,8,8,96,6,1,1,0.147722
1,72,2,1,8,1,32,1,0.156638
1,64,9,2,2,16,1,1,0.208139
1,4,4,12,32,3,2,1,0.1559
0,2,4,12,2,8,24,1,1.024115
0,2,96,2,8,12,1,1,0.966539
1,8,2,8,288,1,1,1,0.156622
1,6,2,3,4,64,4,1,0.156257
1,48,12,2,1,16,2,1,0.204696
1,2,4,8,2,72,4,1,0.146856
1,2,8,18,64,1,2,1,0.159749
1,1,192,2,4,1,24,1,0.144781
1,16,6,2,1,12,16,1,0.153974
1,1,96,12,8,1,4,1,0.204516
0,192,2,1,4,2,12,1,0.955808
1,8,9,8,1,2,32,1,0.155832
0,8,18,4,16,4,1,1,0.872592
1,1,384,3,2,16,1,1,0.205685
1,4,1,16,12,4,12,1,0.147671
1,2,6,4,4,6,32,1,0.146021
1,2,18,2,1,128,4,1,0.157242
1,1,48,1,2,6,64,1,0.143778
1,3,64,3,2,4,8,1,0.154689
0,48,1,24,8,2,2,1,0.628254
1,16,24,1,2,8,6,1,0.145009
1,2,4,24,6,4,8,1,0.153879
1,4,1,32,32,3,3,1,0.158645
1,1,32,18,1,64,1,1,0.154839
1,2,4,6,8,24,4,1,0.145619
1,3,2,32,48,2,2,1,0.153557
1,2,1,48,1,192,2,1,0.155095
1,12,2,2,12,8,8,1,0.145626
1,2,12,12,1,4,32,1,0.159391
1,16,3,2,4,8,12,1,0.155414
0,6,8,24,1,4,8,1,0.606113
1,8,4,2,24,3,8,1,0.147144
0,4,24,12,16,1,2,1,0.619326
0,8,2,8,96,1,3,1,1.025117
0,2,24,3,32,1,8,1,1.021978
1,576,1,2,2,8,2,1,0.202502
1,64,3,2,2,4,12,1,0.144414
1,1,2,18,64,1,16,1,0.155876
1,8,12,3,4,4,8,1,0.160276
1,3,32,4,12,4,2,1,0.14508
0,8,2,24,1,16,6,1,0.93589
1,4,9,8,64,1,2,1,0.159903
1,64,1,1,16,6,6,1,0.146983
1,16,9,2,4,8,4,1,0.159192
0,8,1,6,4,96,2,1,0.99021
1,32,1,12,6,8,2,1,0.144226
1,2,24,1,24,4,8,1,0.145258
1,16,2,36,2,16,1,1,0.204984
0,3,128,1,6,8,2,1,0.953908
0,3,24,2,32,8,1,1,1.021998
1,16,3,2,2,48,4,1,0.155448
1,1,2,64,3,32,3,1,0.157693
1,2,4,12,32,2,6,1,0.154891
1,1,18,32,1,1,64,1,0.156178
1,128,1,1,4,2,36,1,0.156995
0,12,4,4,16,2,6,1,1.024029
1,96,2,2,6,4,4,1,0.145201
0,6,16,1,1,24,16,1,0.986503
1,36,1,1,16,32,2,1,0.156587
1,4,4,6,16,2,12,1,0.154075
1,9,2,4,32,1,16,1,0.15564
0,2,18,1,256,2,2,1,0.997403
0,1,72,2,2,2,64,1,1.0053
0,32,6,6,1,2,16,1,0.604049
1,144,1,1,1,8,32,1,0.156821
0,18,32,1,8,4,2,1,0.862085
1,18,32,2,2,8,2,1,0.206194
0,64,3,1,3,4,16,1,0.998978
1,1,1,36,16,2,32,1,0.155663
0,2,8,12,3,4,16,1,1.024144
0,16,4,1,12,4,12,1,0.98105
1,2,12,4,4,2,48,1,0.156122
1,96,1,3,4,32,1,1,0.159138
1,2,24,1,8,2,48,1,0.145854
0,4,2,48,3,2,16,1,0.970505
1,1,64,1,9,64,1,1,0.150564
1,36,8,2,2,32,1,1,0.154137
1,2,3,24,1,256,1,1,0.156503
1,2,96,3,1,16,4,1,0.154399
0,3,4,6,4,32,4,1,1.035432
0,4,8,3,8,6,8,1,1.030596
1,4,8,3,2,24,8,1,0.156762
1,12,2,16,8,3,4,1,0.145144
1,6,3,4,4,32,4,1,0.156393
1,1,8,9,4,64,2,1,0.157945
1,2,2,9,16,8,8,1,0.156448
1,2,8,6,1,32,12,1,0.156541
1,4,32,1,3,48,2,1,0.15557
1,4,12,12,4,16,1,1,0.15505
1,1,32,2,4,8,18,1,0.148101
1,16,3,4,96,1,2,1,0.154009
1,3,12,4,4,64,1,1,0.157695
0,8,1,16,3,48,2,1,1.043548
1,4,16,18,2,16,1,1,0.206262
1,9,4,8,32,1,4,1,0.159929
1,12,8,4,24,4,1,1,0.144664
1,2,2,24,48,8,1,1,0.156231
1,144,1,2,16,8,1,1,0.159162
1,12,8,2,24,1,8,1,0.155824
1,16,6,1,3,16,8,1,0.154259
1,2,18,2,1,256,2,1,0.156969
1,1,24,2,2,96,4,1,0.145474
1,64,1,6,1,4,24,1,0.145116
1,2,4,48,12,8,1,1,0.144312
1,2,12,2,48,4,4,1,0.146098
1,8,8,1,6,3,32,1,0.147073
1,12,16,1,8,6,4,1,0.153403
1,6,32,2,6,16,1,1,0.145578
1,36,1,4,4,8,8,1,0.15829
