Kernel,gx,gy,gz,bx,by,bz,gpuId,gld_efficiency
0,2,2,40,640,1,1,0,21.69
0,20,4,2,1,640,1,0,21.69
0,25,64,2,1,8,4,0,21.69
0,1,2,50,1,32,32,0,21.69
0,20,1,20,8,1,32,0,21.69
0,40,4,2,4,2,40,0,21.69
0,8,1,16,25,2,16,0,21.69
0,20,1,16,2,20,8,0,21.69
0,25,4,2,32,8,2,0,21.69
0,2,1,320,20,4,2,0,21.69
0,1,100,2,64,4,2,0,21.69
0,40,2,4,4,8,10,0,21.69
0,32,1,4,200,4,1,0,21.69
0,80,1,5,4,32,2,0,21.69
0,40,20,2,4,4,4,0,21.69
0,2,16,20,1,4,40,0,21.69
0,2,40,20,2,2,16,0,21.69
0,8,1,80,8,10,2,0,21.69
0,20,16,1,5,1,64,0,21.69
0,2,1,200,1,128,2,0,21.69
0,2,100,2,8,1,32,0,21.69
0,20,2,4,80,8,1,0,21.69
0,10,1,20,32,8,2,0,21.69
0,160,1,4,1,10,16,0,21.69
0,1,2,80,4,10,16,0,21.69
0,20,1,10,32,4,4,0,21.69
0,4,32,1,32,25,1,0,21.69
0,40,4,2,32,1,10,0,21.69
0,80,4,2,5,2,16,0,21.69
0,4,1,800,32,1,1,0,21.69
0,2,5,10,16,8,8,0,21.69
0,2,2,800,8,4,1,0,21.69
0,2,25,8,1,4,64,0,21.69
0,4,2,20,1,16,40,0,21.69
0,40,10,4,1,32,2,0,21.69
0,1,10,160,4,4,4,0,21.69
0,400,2,2,2,32,1,0,21.69
0,5,64,1,5,8,8,0,21.69
0,80,4,1,1,160,2,0,21.41
0,10,32,2,2,5,16,0,21.69
0,2,8,40,80,1,2,0,21.69
0,2,400,2,16,1,4,0,21.69
0,8,2,20,1,5,64,0,21.69
0,1,10,64,2,4,20,0,21.69
0,1,4,25,512,2,1,0,21.69
0,5,2,20,16,4,8,0,21.69
0,2,20,4,16,20,2,0,21.69
0,20,2,5,64,8,1,0,21.69
0,10,8,5,1,256,1,0,21.69
0,8,20,1,40,8,2,0,21.69
0,4,4,40,8,2,10,0,21.69
0,5,2,16,1,80,8,0,21.69
0,80,1,5,4,2,32,0,21.69
0,1,2,64,10,80,1,0,21.69
0,5,20,8,4,2,16,0,21.69
